id,type,source,target
913765,/,215209,215064
913766,\,215063,215209
913767,/,215209,215063
913768,\,215067,215209
913769,/,215209,215067
913770,\,215066,215067
913771,/,215067,215066
913772,\,215068,215209
913773,/,215209,215068
913774,\,215210,215209
913775,/,215209,215210
913776,\,215211,215209
913777,/,215209,215211
913778,\,215212,215211
913779,/,215211,215212
913780,\,215213,215209
913781,/,215209,215213
913782,\,215090,215089
913783,/,215089,215090
913784,\,215104,215154
913785,/,215154,215104
913786,\,215088,215154
913787,/,215154,215088
913788,\,215162,215154
913789,/,215154,215162
913790,\,215169,215168
913791,/,215168,215169
913792,\,215163,215166
913793,/,215166,215163
913794,\,215164,215166
913795,/,215166,215164
913796,\,215165,215166
913797,/,215166,215165
913798,\,215167,215166
913799,/,215166,215167
913800,\,215150,215149
913801,/,215149,215150
913802,\,215151,215149
913803,/,215149,215151
913804,\,215152,215149
913805,/,215149,215152
913806,\,215269,215268
913807,/,215268,215269
913808,\,215270,215268
913809,/,215268,215270
913810,\,215273,215253
913811,/,215253,215273
913812,\,456129,215258
913813,/,215258,456129
913814,\,456128,215252
913815,/,215252,456128
913816,\,215296,215295
913817,/,215295,215296
913818,\,215300,215295
913819,/,215295,215300
913820,\,215297,215295
913821,/,215295,215297
913822,\,215298,215295
913823,/,215295,215298
913824,\,215299,215295
913825,/,215295,215299
913826,\,215305,215295
913827,/,215295,215305
913828,\,215302,215295
913829,/,215295,215302
913830,\,215303,215295
913831,/,215295,215303
913832,\,215301,215295
913833,/,215295,215301
913834,\,215304,215295
913835,/,215295,215304
913836,\,215277,215295
913837,/,215295,215277
913838,\,215278,215295
913839,/,215295,215278
913840,\,456131,215295
913841,/,215295,456131
913842,\,215274,215272
913843,/,215272,215274
913844,\,215259,215307
913845,/,215307,215259
913846,\,215266,215259
913847,/,215259,215266
913850,\,215260,215307
913851,/,215307,215260
913852,\,215263,215307
913853,/,215307,215263
913854,\,215264,215307
913855,/,215307,215264
913856,\,215265,215264
913857,/,215264,215265
913858,\,215262,215307
913859,/,215307,215262
913860,\,215261,215307
913861,/,215307,215261
913862,\,215306,215307
913863,/,215307,215306
913868,\,215285,215291
913869,/,215291,215285
913870,\,215281,215291
913871,/,215291,215281
913872,\,215282,215291
913873,/,215291,215282
913874,\,215284,215291
913875,/,215291,215284
913876,\,215283,215291
913877,/,215291,215283
913878,\,215292,215293
913879,/,215293,215292
913880,\,215287,215289
913881,/,215289,215287
913882,\,215290,215289
913883,/,215289,215290
913884,\,215288,215289
913885,/,215289,215288
913886,\,215313,215317
913887,/,215317,215313
913888,\,215324,215317
913889,/,215317,215324
913890,\,215314,215317
913891,/,215317,215314
913892,\,215315,215317
913893,/,215317,215315
913894,\,215320,215317
913895,/,215317,215320
913896,\,215321,215317
913897,/,215317,215321
913898,\,215322,215317
913899,/,215317,215322
913900,\,215318,215317
913901,/,215317,215318
913902,\,215319,215317
913903,/,215317,215319
913904,\,215329,215327
913905,/,215327,215329
913906,\,215326,215327
913907,/,215327,215326
913908,\,215325,215327
913909,/,215327,215325
913910,\,215372,215362
913911,/,215362,215372
913912,\,215365,215366
913913,/,215366,215365
913914,\,215364,215365
913915,/,215365,215364
913916,\,456135,215365
913917,/,215365,456135
913918,\,215368,215366
913919,/,215366,215368
913920,\,215367,215366
913921,/,215366,215367
913922,\,215370,215366
913923,/,215366,215370
913924,\,215371,215366
913925,/,215366,215371
913926,\,215369,215366
913927,/,215366,215369
913928,\,215363,215366
913929,/,215366,215363
913930,\,215359,215366
913931,/,215366,215359
913932,\,214993,215346
913933,/,215346,214993
913934,\,214994,215346
913935,/,215346,214994
913936,\,215347,215346
913937,/,215346,215347
913938,\,215356,215346
913939,/,215346,215356
913940,\,215357,215346
913941,/,215346,215357
913942,\,215348,215346
913943,/,215346,215348
913944,\,215353,215348
913945,/,215348,215353
913946,\,215349,215346
913947,/,215346,215349
913948,\,215351,215346
913949,/,215346,215351
913950,\,215350,215346
913951,/,215346,215350
913952,\,215352,215346
913953,/,215346,215352
913954,\,215354,215346
913955,/,215346,215354
913956,\,215355,215346
913957,/,215346,215355
913958,\,215358,215346
913959,/,215346,215358
913960,\,215343,215346
913961,/,215346,215343
913962,\,215344,215346
913963,/,215346,215344
913964,\,456132,215346
913965,/,215346,456132
913966,\,456133,215346
913967,/,215346,456133
913968,\,215342,215346
913969,/,215346,215342
913970,\,456134,215346
913971,/,215346,456134
913972,\,215336,215335
913973,/,215335,215336
913974,\,215338,215335
913975,/,215335,215338
913976,\,215340,215335
913977,/,215335,215340
913978,\,215337,215335
913979,/,215335,215337
913980,\,215333,215332
913981,/,215332,215333
913982,\,214926,214925
913983,/,214925,214926
913984,\,214904,214911
913985,/,214911,214904
913986,\,214907,214908
913987,/,214908,214907
913988,\,214881,214880
913989,/,214880,214881
913990,\,214914,214913
913991,/,214913,214914
913992,\,214915,214913
913993,/,214913,214915
913994,\,214890,214886
913995,/,214886,214890
913996,\,214887,214886
913997,/,214886,214887
913998,\,214888,214886
913999,/,214886,214888
914000,\,214889,214886
914001,/,214886,214889
914002,\,214891,214886
914003,/,214886,214891
914004,\,214885,214886
914005,/,214886,214885
914006,\,214884,214886
914007,/,214886,214884
914008,\,214866,214865
914009,/,214865,214866
914010,\,214851,214856
914011,/,214856,214851
914012,\,214860,214859
914013,/,214859,214860
914014,\,214971,214970
914015,/,214970,214971
914016,\,214871,214973
914017,/,214973,214871
914018,\,214872,214973
914019,/,214973,214872
914020,\,214876,214973
914021,/,214973,214876
914022,\,214877,214876
914023,/,214876,214877
914024,\,214878,214973
914025,/,214973,214878
914026,\,214959,214973
914027,/,214973,214959
914028,\,214961,214973
914029,/,214973,214961
914030,\,214960,214973
914031,/,214973,214960
914032,\,214963,214973
914033,/,214973,214963
914034,\,214964,214973
914035,/,214973,214964
914036,\,214976,214973
914037,/,214973,214976
914038,\,214977,214973
914039,/,214973,214977
914040,\,214978,214973
914041,/,214973,214978
914042,\,214873,214974
914043,/,214974,214873
914044,\,214979,214974
914045,/,214974,214979
914046,\,214874,214975
914047,/,214975,214874
914048,\,214875,214975
914049,/,214975,214875
914050,\,214929,214928
914051,/,214928,214929
914052,\,214942,214941
914053,/,214941,214942
914054,\,214933,214934
914055,/,214934,214933
914056,\,214935,214934
914057,/,214934,214935
914058,\,214936,214934
914059,/,214934,214936
914060,\,214953,214952
914061,/,214952,214953
914062,\,214954,214952
914063,/,214952,214954
914064,\,214955,214952
914065,/,214952,214955
914066,\,214177,214191
914067,/,214191,214177
914068,\,214187,214191
914069,/,214191,214187
914070,\,214175,214191
914071,/,214191,214175
914072,\,214176,214175
914073,/,214175,214176
914074,\,214174,214191
914075,/,214191,214174
914076,\,214188,214191
914077,/,214191,214188
914078,\,214189,214191
914079,/,214191,214189
914080,\,214190,214189
914081,/,214189,214190
914082,\,214178,214185
914083,/,214185,214178
914084,\,216147,216141
914085,/,216141,216147
914086,\,216150,216149
914087,/,216149,216150
914088,\,216115,216114
914089,/,216114,216115
914090,\,216116,216114
914091,/,216114,216116
914092,\,216111,216114
914093,/,216114,216111
914094,\,216143,456166
914095,/,456166,216143
914096,\,216144,216143
914097,/,216143,216144
914098,\,216145,456166
914099,/,456166,216145
914100,\,216146,456166
914101,/,456166,216146
914102,\,216113,456166
914103,/,456166,216113
914104,\,216112,456166
914105,/,456166,216112
914106,\,216202,216201
914107,/,216201,216202
914108,\,216205,216201
914109,/,216201,216205
914110,\,216204,216201
914111,/,216201,216204
914112,\,216199,216198
914113,/,216198,216199
914114,\,456169,216198
914115,/,216198,456169
914116,\,216195,216197
914117,/,216197,216195
914118,\,216134,216131
914119,/,216131,216134
914120,\,216133,216131
914121,/,216131,216133
914122,\,216135,216131
914123,/,216131,216135
914124,\,216154,216153
914125,/,216153,216154
914126,\,216156,216153
914127,/,216153,216156
914128,\,216157,216153
914129,/,216153,216157
914130,\,216155,216153
914131,/,216153,216155
914132,\,216170,216162
914133,/,216162,216170
914134,\,216167,216162
914135,/,216162,216167
914136,\,216171,216162
914137,/,216162,216171
914138,\,216174,216162
914139,/,216162,216174
914140,\,216176,216162
914141,/,216162,216176
914142,\,216187,216184
914143,/,216184,216187
914144,\,216179,216178
914145,/,216178,216179
914146,\,216181,216178
914147,/,216178,216181
914148,\,216180,216178
914149,/,216178,216180
914150,\,216138,216136
914151,/,216136,216138
914152,\,216216,216211
914153,/,216211,216216
914154,\,216213,216211
914155,/,216211,216213
914156,\,216247,216245
914157,/,216245,216247
914158,\,216246,216245
914159,/,216245,216246
914160,\,216248,216245
914161,/,216245,216248
914162,\,216250,216245
914163,/,216245,216250
914164,\,216249,216245
914165,/,216245,216249
914166,\,216223,216218
914167,/,216218,216223
914168,\,216221,216218
914169,/,216218,216221
914170,\,216222,216218
914171,/,216218,216222
914172,\,216225,216218
914173,/,216218,216225
914174,\,216224,216218
914175,/,216218,216224
914176,\,216229,216218
914177,/,216218,216229
914178,\,216231,216218
914179,/,216218,216231
914180,\,216232,216218
914181,/,216218,216232
914182,\,216230,216218
914183,/,216218,216230
914184,\,216227,216218
914185,/,216218,216227
914186,\,216228,216218
914187,/,216218,216228
914188,\,216226,216218
914189,/,216218,216226
914190,\,216240,216218
914191,/,216218,216240
914192,\,216241,216218
914193,/,216218,216241
914194,\,216239,216218
914195,/,216218,216239
914196,\,216233,216218
914197,/,216218,216233
914198,\,216234,216218
914199,/,216218,216234
914200,\,216235,216236
914201,/,216236,216235
914202,\,216237,216236
914203,/,216236,216237
914204,\,216238,216236
914205,/,216236,216238
914206,\,216243,216242
914207,/,216242,216243
914208,\,212975,212962
914209,/,212962,212975
914210,\,212973,212962
914211,/,212962,212973
914212,\,212974,212962
914213,/,212962,212974
914214,\,212976,212962
914215,/,212962,212976
914216,\,212970,212962
914217,/,212962,212970
914218,\,212964,212962
914219,/,212962,212964
914220,\,212965,212962
914221,/,212962,212965
914222,\,212971,212962
914223,/,212962,212971
914224,\,212986,212962
914225,/,212962,212986
914226,\,212985,212962
914227,/,212962,212985
914228,\,212984,212962
914229,/,212962,212984
914230,\,212966,212962
914231,/,212962,212966
914232,\,212967,212962
914233,/,212962,212967
914234,\,212968,212962
914235,/,212962,212968
914236,\,212969,212962
914237,/,212962,212969
914238,\,212979,212962
914239,/,212962,212979
914240,\,212963,212962
914241,/,212962,212963
914242,\,212978,212962
914243,/,212962,212978
914244,\,212992,212962
914245,/,212962,212992
914246,\,212980,212962
914247,/,212962,212980
914248,\,212981,212962
914249,/,212962,212981
914250,\,212977,212962
914251,/,212962,212977
914252,\,212987,212962
914253,/,212962,212987
914254,\,456042,212962
914255,/,212962,456042
914256,\,212988,212962
914257,/,212962,212988
914258,\,212990,212962
914259,/,212962,212990
914260,\,212991,212962
914261,/,212962,212991
914262,\,212989,212962
914263,/,212962,212989
914264,\,212994,212962
914265,/,212962,212994
914266,\,212993,212962
914267,/,212962,212993
914268,\,212995,212962
914269,/,212962,212995
914270,\,212982,212962
914271,/,212962,212982
914272,\,212983,212962
914273,/,212962,212983
914274,\,212999,212962
914275,/,212962,212999
914276,\,213000,212962
914277,/,212962,213000
914278,\,212997,212962
914279,/,212962,212997
914280,\,212996,212962
914281,/,212962,212996
914282,\,213009,212962
914283,/,212962,213009
914284,\,213006,212962
914285,/,212962,213006
914286,\,213007,212962
914287,/,212962,213007
914288,\,213008,212962
914289,/,212962,213008
914290,\,213001,212962
914291,/,212962,213001
914292,\,213010,212962
914293,/,212962,213010
914294,\,213011,212962
914295,/,212962,213011
914296,\,212998,212962
914297,/,212962,212998
914298,\,213002,212962
914299,/,212962,213002
914300,\,213003,212962
914301,/,212962,213003
914302,\,213004,212962
914303,/,212962,213004
914304,\,213005,212962
914305,/,212962,213005
914306,\,213013,212962
914307,/,212962,213013
914308,\,213012,212962
914309,/,212962,213012
914310,\,213014,212962
914311,/,212962,213014
914312,\,213024,213023
914313,/,213023,213024
914314,\,213018,213017
914315,/,213017,213018
914316,\,213021,213020
914317,/,213020,213021
914318,\,213022,213020
914319,/,213020,213022
914320,\,212352,212350
914321,/,212350,212352
914322,\,212351,212352
914323,/,212352,212351
914324,\,212354,212350
914325,/,212350,212354
914326,\,212353,212350
914327,/,212350,212353
914328,\,212349,212350
914329,/,212350,212349
914330,\,213390,213391
914331,/,213391,213390
914332,\,213389,213388
914333,/,213388,213389
914334,\,213393,213392
914335,/,213392,213393
914336,\,213394,213392
914337,/,213392,213394
914338,\,212724,212723
914339,/,212723,212724
914340,\,213827,213399
914341,/,213399,213827
914344,\,213530,213399
914345,/,213399,213530
914346,\,456081,213399
914347,/,213399,456081
914348,\,456088,213399
914349,/,213399,456088
914350,\,456087,213399
914351,/,213399,456087
914352,\,213518,213399
914353,/,213399,213518
914354,\,213519,213399
914355,/,213399,213519
914356,\,213524,213399
914357,/,213399,213524
914358,\,213521,213399
914359,/,213399,213521
914360,\,213522,213399
914361,/,213399,213522
914362,\,213526,213399
914363,/,213399,213526
914364,\,213525,213399
914365,/,213399,213525
914366,\,213406,213399
914367,/,213399,213406
914368,\,213408,213399
914369,/,213399,213408
914370,\,213409,213399
914371,/,213399,213409
914372,\,213410,213399
914373,/,213399,213410
914374,\,213407,213399
914375,/,213399,213407
914376,\,213403,213399
914377,/,213399,213403
914378,\,213510,213399
914379,/,213399,213510
914380,\,456058,213399
914381,/,213399,456058
914382,\,213813,213399
914383,/,213399,213813
914384,\,456078,213399
914385,/,213399,456078
914386,\,456052,213399
914387,/,213399,456052
914388,\,213404,213399
914389,/,213399,213404
914390,\,213405,213399
914391,/,213399,213405
914392,\,213535,213399
914393,/,213399,213535
914394,\,213534,213399
914395,/,213399,213534
914396,\,213537,213399
914397,/,213399,213537
914398,\,213536,213399
914399,/,213399,213536
914400,\,213401,213399
914401,/,213399,213401
914402,\,213402,213399
914403,/,213399,213402
914404,\,213575,213399
914405,/,213399,213575
914406,\,213529,213399
914407,/,213399,213529
914408,\,213528,213399
914409,/,213399,213528
914410,\,213817,213399
914411,/,213399,213817
914412,\,213814,213399
914413,/,213399,213814
914414,\,456079,213399
914415,/,213399,456079
914416,\,213818,213399
914417,/,213399,213818
914418,\,213821,213399
914419,/,213399,213821
914420,\,213820,213399
914421,/,213399,213820
914422,\,213803,213399
914423,/,213399,213803
914424,\,213802,213399
914425,/,213399,213802
914426,\,213806,213399
914427,/,213399,213806
914428,\,213811,213399
914429,/,213399,213811
914430,\,213910,213399
914431,/,213399,213910
914432,\,213911,213399
914433,/,213399,213911
914434,\,213912,213399
914435,/,213399,213912
914436,\,213828,213399
914437,/,213399,213828
914438,\,213829,213399
914439,/,213399,213829
914440,\,213833,213399
914441,/,213399,213833
914442,\,213863,213399
914443,/,213399,213863
914444,\,213512,213399
914445,/,213399,213512
914446,\,213513,213399
914447,/,213399,213513
914448,\,213515,213513
914449,/,213513,213515
914454,\,213516,213399
914455,/,213399,213516
914456,\,213517,213399
914457,/,213399,213517
914458,\,213523,213399
914459,/,213399,213523
914460,\,213532,213399
914461,/,213399,213532
914462,\,213531,213399
914463,/,213399,213531
914464,\,213533,213399
914465,/,213399,213533
914468,\,456083,213399
914469,/,213399,456083
914470,\,456084,213399
914471,/,213399,456084
914472,\,456085,213399
914473,/,213399,456085
914474,\,213412,456053
914475,/,456053,213412
914476,\,213411,456053
914477,/,456053,213411
914478,\,213419,456053
914479,/,456053,213419
914480,\,213421,456053
914481,/,456053,213421
914482,\,456054,456053
914483,/,456053,456054
914484,\,213416,456053
914485,/,456053,213416
914486,\,213414,456053
914487,/,456053,213414
914488,\,213415,456053
914489,/,456053,213415
914490,\,213417,456053
914491,/,456053,213417
914492,\,213418,456053
914493,/,456053,213418
914494,\,213430,456053
914495,/,456053,213430
914496,\,213422,456053
914497,/,456053,213422
914498,\,213423,456053
914499,/,456053,213423
914500,\,213425,456053
914501,/,456053,213425
914502,\,213424,456053
914503,/,456053,213424
914504,\,213426,456053
914505,/,456053,213426
914506,\,213427,456053
914507,/,456053,213427
914508,\,456055,456053
914509,/,456053,456055
914510,\,213429,456053
914511,/,456053,213429
914512,\,213460,456053
914513,/,456053,213460
914514,\,213465,456053
914515,/,456053,213465
914516,\,213463,456053
914517,/,456053,213463
914518,\,213462,456053
914519,/,456053,213462
914520,\,213461,456053
914521,/,456053,213461
914522,\,213464,456053
914523,/,456053,213464
914524,\,213457,456053
914525,/,456053,213457
914526,\,456056,456053
914527,/,456053,456056
914528,\,213459,456053
914529,/,456053,213459
914530,\,213458,456053
914531,/,456053,213458
914532,\,213441,456053
914533,/,456053,213441
914534,\,213442,456053
914535,/,456053,213442
914536,\,213443,456053
914537,/,456053,213443
914538,\,213444,456053
914539,/,456053,213444
914540,\,213445,456053
914541,/,456053,213445
914542,\,213446,456053
914543,/,456053,213446
914544,\,213448,456053
914545,/,456053,213448
914546,\,213449,456053
914547,/,456053,213449
914548,\,213453,456053
914549,/,456053,213453
914550,\,213454,456053
914551,/,456053,213454
914552,\,213455,456053
914553,/,456053,213455
914554,\,213447,456053
914555,/,456053,213447
914556,\,213451,456053
914557,/,456053,213451
914560,\,213450,456053
914561,/,456053,213450
914562,\,213466,456053
914563,/,456053,213466
914564,\,213467,456053
914565,/,456053,213467
914566,\,213468,456053
914567,/,456053,213468
914568,\,213431,456053
914569,/,456053,213431
914570,\,213434,456053
914571,/,456053,213434
914572,\,213432,456053
914573,/,456053,213432
914574,\,213433,456053
914575,/,456053,213433
914576,\,213438,456053
914577,/,456053,213438
914578,\,213437,456053
914579,/,456053,213437
914580,\,213436,456053
914581,/,456053,213436
914582,\,213435,456053
914583,/,456053,213435
914584,\,213439,456053
914585,/,456053,213439
914586,\,213440,456053
914587,/,456053,213440
914588,\,213501,456053
914589,/,456053,213501
914590,\,213502,456053
914591,/,456053,213502
914592,\,213500,456053
914593,/,456053,213500
914594,\,213503,456053
914595,/,456053,213503
914596,\,213508,456053
914597,/,456053,213508
914598,\,213504,456053
914599,/,456053,213504
914600,\,213509,456053
914601,/,456053,213509
914602,\,213499,456053
914603,/,456053,213499
914604,\,213507,456053
914605,/,456053,213507
914606,\,213505,456053
914607,/,456053,213505
914608,\,213506,456053
914609,/,456053,213506
914610,\,213477,456053
914611,/,456053,213477
914612,\,213475,456053
914613,/,456053,213475
914614,\,213476,456053
914615,/,456053,213476
914616,\,213470,456053
914617,/,456053,213470
914618,\,213471,456053
914619,/,456053,213471
914620,\,213472,456053
914621,/,456053,213472
914622,\,213474,456053
914623,/,456053,213474
914624,\,213496,456053
914625,/,456053,213496
914626,\,213494,456053
914627,/,456053,213494
914628,\,213495,456053
914629,/,456053,213495
914630,\,213498,456053
914631,/,456053,213498
914632,\,213491,456053
914633,/,456053,213491
914634,\,213492,456053
914635,/,456053,213492
914636,\,213478,456053
914637,/,456053,213478
914638,\,213489,456053
914639,/,456053,213489
914640,\,213490,456053
914641,/,456053,213490
914642,\,213483,456053
914643,/,456053,213483
914644,\,213484,456053
914645,/,456053,213484
914646,\,213487,456053
914647,/,456053,213487
914648,\,213488,456053
914649,/,456053,213488
914650,\,213481,456053
914651,/,456053,213481
914652,\,456057,456053
914653,/,456053,456057
914654,\,213480,456053
914655,/,456053,213480
914656,\,213479,456053
914657,/,456053,213479
914658,\,213493,456053
914659,/,456053,213493
914660,\,213413,456053
914661,/,456053,213413
914662,\,213428,456053
914663,/,456053,213428
914664,\,213485,456053
914665,/,456053,213485
914666,\,456060,213538
914667,/,213538,456060
914668,\,213776,213538
914669,/,213538,213776
914670,\,213561,213538
914671,/,213538,213561
914672,\,213589,213538
914673,/,213538,213589
914674,\,213590,213538
914675,/,213538,213590
914676,\,213566,213538
914677,/,213538,213566
914678,\,213581,213538
914679,/,213538,213581
914680,\,213778,213538
914681,/,213538,213778
914682,\,213779,213538
914683,/,213538,213779
914684,\,213775,213538
914685,/,213538,213775
914686,\,213777,213538
914687,/,213538,213777
914688,\,213790,213538
914689,/,213538,213790
914690,\,213791,213538
914691,/,213538,213791
914692,\,213792,213538
914693,/,213538,213792
914694,\,213773,213538
914695,/,213538,213773
914696,\,213787,213538
914697,/,213538,213787
914698,\,456075,213538
914699,/,213538,456075
914700,\,213788,213538
914701,/,213538,213788
914702,\,213780,213538
914703,/,213538,213780
914704,\,213781,213538
914705,/,213538,213781
914706,\,213691,213538
914707,/,213538,213691
914708,\,456070,213538
914709,/,213538,456070
914710,\,213800,213538
914711,/,213538,213800
914712,\,213732,213538
914713,/,213538,213732
914714,\,213645,213538
914715,/,213538,213645
914716,\,213644,213538
914717,/,213538,213644
914718,\,213646,213538
914719,/,213538,213646
914720,\,456068,213538
914721,/,213538,456068
914722,\,213640,213538
914723,/,213538,213640
914724,\,213638,213538
914725,/,213538,213638
914726,\,213652,213538
914727,/,213538,213652
914728,\,213655,213538
914729,/,213538,213655
914730,\,213658,213538
914731,/,213538,213658
914732,\,213659,213538
914733,/,213538,213659
914734,\,213647,213538
914735,/,213538,213647
914736,\,213653,213538
914737,/,213538,213653
914738,\,213650,213538
914739,/,213538,213650
914740,\,213649,213538
914741,/,213538,213649
914742,\,213651,213538
914743,/,213538,213651
914744,\,213697,213538
914745,/,213538,213697
914746,\,213703,213538
914747,/,213538,213703
914748,\,213701,213538
914749,/,213538,213701
914750,\,213702,213538
914751,/,213538,213702
914752,\,213700,213538
914753,/,213538,213700
914754,\,213698,213538
914755,/,213538,213698
914756,\,213699,213538
914757,/,213538,213699
914758,\,213709,213538
914759,/,213538,213709
914760,\,213707,213538
914761,/,213538,213707
914762,\,213706,213538
914763,/,213538,213706
914764,\,213705,213538
914765,/,213538,213705
914766,\,213704,213538
914767,/,213538,213704
914768,\,213608,213538
914769,/,213538,213608
914770,\,213606,213538
914771,/,213538,213606
914772,\,213607,213538
914773,/,213538,213607
914774,\,213609,213538
914775,/,213538,213609
914776,\,213610,213538
914777,/,213538,213610
914778,\,213633,213538
914779,/,213538,213633
914780,\,213632,213538
914781,/,213538,213632
914782,\,213627,213538
914783,/,213538,213627
914784,\,213628,213538
914785,/,213538,213628
914786,\,213629,213538
914787,/,213538,213629
914788,\,213630,213538
914789,/,213538,213630
914790,\,213634,213538
914791,/,213538,213634
914792,\,213612,213538
914793,/,213538,213612
914794,\,213631,213538
914795,/,213538,213631
914796,\,213614,213538
914797,/,213538,213614
914798,\,213616,213538
914799,/,213538,213616
914800,\,456067,213538
914801,/,213538,456067
914802,\,213613,213538
914803,/,213538,213613
914804,\,213618,213538
914805,/,213538,213618
914806,\,213617,213538
914807,/,213538,213617
914808,\,213725,213538
914809,/,213538,213725
914810,\,213727,213538
914811,/,213538,213727
914812,\,213729,213538
914813,/,213538,213729
914814,\,213728,213538
914815,/,213538,213728
914816,\,213730,213538
914817,/,213538,213730
914818,\,213726,213538
914819,/,213538,213726
914820,\,213605,213538
914821,/,213538,213605
914822,\,213593,213538
914823,/,213538,213593
914824,\,456064,213538
914825,/,213538,456064
914826,\,213597,213538
914827,/,213538,213597
914828,\,213595,213538
914829,/,213538,213595
914830,\,213601,213538
914831,/,213538,213601
914832,\,213600,213538
914833,/,213538,213600
914834,\,213594,213538
914835,/,213538,213594
914836,\,213591,213538
914837,/,213538,213591
914838,\,213714,213538
914839,/,213538,213714
914840,\,213715,213538
914841,/,213538,213715
914842,\,213716,213538
914843,/,213538,213716
914844,\,213717,213538
914845,/,213538,213717
914846,\,213721,213538
914847,/,213538,213721
914848,\,213719,213538
914849,/,213538,213719
914850,\,213724,213538
914851,/,213538,213724
914852,\,213718,213538
914853,/,213538,213718
914854,\,456072,213538
914855,/,213538,456072
914856,\,213760,213538
914857,/,213538,213760
914858,\,213763,213538
914859,/,213538,213763
914860,\,213764,213538
914861,/,213538,213764
914862,\,213765,213538
914863,/,213538,213765
914864,\,213766,213538
914865,/,213538,213766
914866,\,213762,213538
914867,/,213538,213762
914868,\,213711,213538
914869,/,213538,213711
914870,\,213713,213538
914871,/,213538,213713
914872,\,213712,213538
914873,/,213538,213712
914874,\,213743,213538
914875,/,213538,213743
914876,\,213744,213538
914877,/,213538,213744
914878,\,213733,213538
914879,/,213538,213733
914880,\,213745,213538
914881,/,213538,213745
914882,\,213742,213538
914883,/,213538,213742
914884,\,213734,213538
914885,/,213538,213734
914886,\,213735,213538
914887,/,213538,213735
914888,\,213736,213538
914889,/,213538,213736
914890,\,213737,213538
914891,/,213538,213737
914892,\,456071,213538
914893,/,213538,456071
914894,\,213758,213538
914895,/,213538,213758
914896,\,213739,213538
914897,/,213538,213739
914898,\,213741,213538
914899,/,213538,213741
914900,\,213740,213538
914901,/,213538,213740
914902,\,213757,213538
914903,/,213538,213757
914904,\,213756,213538
914905,/,213538,213756
914906,\,213755,213538
914907,/,213538,213755
914908,\,213754,213538
914909,/,213538,213754
914910,\,213753,213538
914911,/,213538,213753
914912,\,213750,213538
914913,/,213538,213750
914914,\,213747,213538
914915,/,213538,213747
914916,\,213751,213538
914917,/,213538,213751
914918,\,213752,213538
914919,/,213538,213752
914920,\,213665,213538
914921,/,213538,213665
914922,\,213662,213538
914923,/,213538,213662
914924,\,213663,213538
914925,/,213538,213663
914926,\,213664,213538
914927,/,213538,213664
914928,\,213669,213538
914929,/,213538,213669
914930,\,456069,213538
914931,/,213538,456069
914932,\,213667,213538
914933,/,213538,213667
914934,\,213822,213538
914935,/,213538,213822
914936,\,456080,213538
914937,/,213538,456080
914938,\,213824,213538
914939,/,213538,213824
914940,\,213671,213538
914941,/,213538,213671
914942,\,213565,456061
914943,/,456061,213565
914944,\,213580,456061
914945,/,456061,213580
914946,\,213564,456061
914947,/,456061,213564
914948,\,213557,456061
914949,/,456061,213557
914950,\,213563,456061
914951,/,456061,213563
914952,\,213576,456061
914953,/,456061,213576
914954,\,213578,456061
914955,/,456061,213578
914956,\,213579,456061
914957,/,456061,213579
914958,\,213558,456061
914959,/,456061,213558
914960,\,213559,456061
914961,/,456061,213559
914962,\,213560,456061
914963,/,456061,213560
914964,\,213567,456061
914965,/,456061,213567
914966,\,213571,456061
914967,/,456061,213571
914968,\,213568,456061
914969,/,456061,213568
914970,\,213569,456061
914971,/,456061,213569
914972,\,213570,456061
914973,/,456061,213570
914974,\,213556,456061
914975,/,456061,213556
914976,\,213582,456061
914977,/,456061,213582
914978,\,213572,456061
914979,/,456061,213572
914980,\,213574,456061
914981,/,456061,213574
914982,\,213573,456061
914983,/,456061,213573
914984,\,213784,456061
914985,/,456061,213784
914986,\,213785,456061
914987,/,456061,213785
914988,\,213786,456061
914989,/,456061,213786
914990,\,456073,456061
914991,/,456061,456073
914992,\,213767,456061
914993,/,456061,213767
914994,\,213797,456061
914995,/,456061,213797
914996,\,213774,456061
914997,/,456061,213774
914998,\,213768,456061
914999,/,456061,213768
915000,\,213769,456061
915001,/,456061,213769
915002,\,213770,456061
915003,/,456061,213770
915004,\,213771,456061
915005,/,456061,213771
915006,\,213793,456061
915007,/,456061,213793
915008,\,213795,456061
915009,/,456061,213795
915010,\,213796,456061
915011,/,456061,213796
915012,\,213637,456061
915013,/,456061,213637
915014,\,213801,456061
915015,/,456061,213801
915016,\,213635,456061
915017,/,456061,213635
915018,\,213636,456061
915019,/,456061,213636
915020,\,213759,456061
915021,/,456061,213759
915022,\,213584,213672
915023,/,213672,213584
915026,\,213586,213672
915027,/,213672,213586
915028,\,213585,213672
915029,/,213672,213585
915030,\,213794,213672
915031,/,213672,213794
915032,\,213694,213672
915033,/,213672,213694
915034,\,213692,213694
915035,/,213694,213692
915038,\,213695,213672
915039,/,213672,213695
915040,\,213678,213673
915041,/,213673,213678
915042,\,213676,213673
915043,/,213673,213676
915044,\,213674,213673
915045,/,213673,213674
915046,\,213680,213673
915047,/,213673,213680
915048,\,213682,213673
915049,/,213673,213682
915050,\,213681,213673
915051,/,213673,213681
915052,\,213686,213673
915053,/,213673,213686
915054,\,213679,213673
915055,/,213673,213679
915056,\,213685,213673
