-f--ī,,,,/ɹiː/,री,0
346802,18466,समचित्त,a,ap----a--a,,,,/sə.mə.ˈt͡ɕit̪.t̪ə/,सम॔-चित्त,0
346803,,समचित्तत्व,n,n-----n--a,,,,/sə.mə.ˈt͡ɕit̪.ˈt̪ət̪.ʋə/,सम॔-चित्त-त्व,0
346804,,समचित्तता,n,n-----f--ā,,,,/sə.mə.ˈt͡ɕit̪.t̪ə.t̪ɑː/,सम॔-चित्त-ता,0
346805,,समचोदित,a,ap----a--a,,,,/sə.mə.t͡ɕoː.d̪i.t̪ə/,सम॔-चोदित,0
346808,29408,समद,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.d̪ə/,स-मद,0
346809,29410,समदन,n,n-----n--a,,,,/sə.mə.d̪ə.nə/,स-म॔दन,0
346811,29409,समदन,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.d̪ə.nə/,स-म॔दन,0
346812,18484,समदन्त,a,ap----a--a,,,,/sə.mə.d̪ən.t̪ə/,सम॔-दन्त,0
346813,,समदन्तता,n,n-----f--ā,,,,/sə.mə.d̪ən.t̪ə.t̪ɑː/,सम॔-दन्त-ता,0
346814,18485,समदर्शन,a,ap----a--a,,,,/sə.mə.d̪ə.ɹɕə.nə/,सम॔-दर्शन,0
346815,18486,समदर्शिन्,a,ap----a--n,,,,/sə.mə.d̪ə.ɹɕin/,सम॔-दर्शिन्,0
346816,18483,समदंष्ट्रता,n,n-----f--ā,,,,/sə.mə.ˈd̪ə̃ʂʈɹə.t̪ɑː/,सम॔-दंष्ट्र-ता,0
346817,18491,समदेश,n,n-----m--a,,,,/sə.mə.d̪eː.ɕə/,सम॔-देश,0
346818,,समधर्म,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.ˈd̪ʰəɹ.mə/,सम॔-धर्म,0
346819,,समधिगम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/sə.mə.d̪ʰi.gəm/,सम्-अधि-गम्,0
346820,,समधिगम,n,n-----m--a,,,,/sə.mə.d̪ʰi.gə.mə/,सम्-अधिगम,0
346821,,समधिगमन,n,n-----n--a,,,,/sə.mə.d̪ʰi.gə.mə.nə/,सम्-अधिगमन,0
346822,,समधिगम्य,a,ap----a--a,,,,/sə.mə.d̪ʰi.gəm.jə/,सम्-अधिगम्य,0
346823,29417,समधिगत,a,ap----a--a,,,,/sə.mə.d̪ʰi.gə.t̪ə/,सम्-अधिगत,0
346824,29412,समधिक,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.d̪ʰi.kə/,सम्-अधिक,0
346825,29414,समधिकलज्जावती,n,n-----f--ī,,,,/sə.mə.d̪ʰi.kə.ˈləd͡ʑ.d͡ʑɑː.ʋə.t̪iː/,सम्-अधिक-लज्जा-वती,0
346826,29415,समधिकलावण्य,n,n-----n--a,,,,/sə.mə.d̪ʰi.kə.lɑː.ˈʋəɳ.jə/,सम्-अधिक-लावण्य,0
346827,,समधिकम्,r,rp--------,,,,/sə.mə.d̪ʰi.kəm/,सम्-अधिकम्,0
346828,29413,समधिकतर,a,ap----a--a,,,,/sə.mə.d̪ʰi.kə.t̪ə.ɹə/,सम्-अधिक-तर,0
346829,,समधिकतररूप,a,ap----a--a,,,,/sə.mə.d̪ʰi.kə.t̪ə.ɹə.ɹuː.pə/,सम्-अधिक-तर-रूप,0
346830,,समधिकतरोच्छ्वासिन्,a,ap----a--n,,,,/sə.mə.d̪ʰi.kə.t̪ə.ɹoːt͡ɕ.t͡ɕʰʋɑː.sin/,सम्-अधिक-तरोच्छ्वासिन्,0
346831,29416,समधिकारम्भ,n,n-----m--a,,,,/sə.mə.d̪ʰi.kɑː.ɹəm.bʱə/,समधिकारम्भ,0
346832,,समधिकृत्,v,v----a--7-,,,,/sə.mə.d̪ʰi.kɹ̩t̪/,सम्-अधि-कृत्,0
346833,204660,समधिरोहण,n,n-----n--a,,,,/sə.mə.d̪ʰi.ɹoː.ɦə.ɳə/,सम्-अधिरोहण,0
346834,165025,समधिरुह्,v,v----a--1-,,,,/sə.mə.d̪ʰi.ɹuɦ/,सम्-अधि-रुह्,0
346835,,समधिरूढ,a,ap----a--a,,,,/sə.mə.d̪ʰi.ɹuː.ɖʰə/,सम्-अधिरूढ,0
346836,165028,समधिसृप्,v,v----a--1-,,,,/sə.mə.d̪ʰi.sɹ̩p/,सम्-अधि-सृप्,0
346837,,समधिश्रि,v,v----a--1- v----d--1-,,,,/səməd̪ʰiɕɹi/,सम्-अधि-श्रि,0
346838,,समधिशी,v,v----d--4-,,,,/sə.mə.d̪ʰi.ɕiː/,सम्-अधि-शी,0
346839,,समधिष्ठित,a,ap----a--a,,,,/sə.mə.ˈd̪ʰiʂ.ʈʰi.t̪ə/,सम्-अधिष्ठित,0
346840,,समधिष्ठा,v,v----a--1- v----d--1-,,,,/sə.mə.ˈd̪ʰiʂ.ʈʰɑː/,सम्-अधि-ष्ठा,0
346841,29424,समधिष्ठान,n,n-----n--a,,,,/sə.mə.ˈd̪ʰiʂ.ʈʰɑː.nə/,सम्-अधिष्ठान,0
346842,,समधुर,a,ap----a--a,,,,/sə.mə.d̪ʰu.ɹə/,स-मधुर,0
346843,,समधुर,a,ap----a--a,,,,/sə.mə.d̪ʰu.ɹə/,सम॔-धुर,0
346844,29429,समधुरा,n,n-----f--ā,,,,/sə.mə.d̪ʰu.ɹɑː/,स-मधुरा,0
346845,29432,समध्व,a,ap----a--a,,,,/sə.ˈməd̪ʰ.ʋə/,सम्-अध्व,0
346846,29430,समध्यम,a,ap----a--a,,,,/sə.ˈməd̪ʰ.jə.mə/,स-मध्यम,0
346847,29427,समध्ययन,n,n-----n--a,,,,/sə.ˈməd̪ʰ.jə.jə.nə/,सम्-अध्ययन,0
346848,,समध्यास्,v,v----a---- v----d----,,,,/sə.ˈməd̪ʰ.jɑːs/,सम्-अध्य्-आस्,0
346849,29431,समध्यासित,a,ap----a--a,,,,/sə.ˈməd̪ʰ.jɑː.si.t̪ə/,सम्-अध्यासित,0
346850,18499,समधा,r,rp--------,,,,/sə.mə.d̪ʰɑː/,सम॔-धा,0
346851,,समधी,v,v----d----,,,,/sə.mə.d̪ʰiː/,सम्-अधी,0
346852,29426,समधीत,a,ap----a--a,,,,/sə.mə.d̪ʰiː.t̪ə/,सम्-अधीत,0
346853,18501,समधृत,a,ap----a--a,,,,/sə.mə.d̪ʰɹ̩.t̪ə/,सम॔-धृत,0
346854,29411,समदु,n,n-----f--u,,,,/sə.mə.d̪u/,समदु,0
346855,,समदुह्ख,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.ˈd̪uh.kʰə/,सम॔-दुःख,0
346856,,समदुह्खसुख,a,ap----a--a,,,,/sə.mə.ˈd̪uh.kʰə.su.kʰə/,सम॔-दुःख-सुख,0
346857,29407,समद्वन्,a,ap----a--n,,,,/sə.ˈməd̪.ʋən/,सम॔द्वन्,0
346858,18497,समद्विभुज,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समद्विभुज",/sə.ˈməd̪.ʋi.bʱu.d͡ʑə/,सम॔-द्वि-भुज,0
346859,18496,समद्विभुज,a,ap----a--a,,,,/sə.ˈməd̪.ʋi.bʱu.d͡ʑə/,सम॔-द्वि-भुज,0
346860,18495,समद्विद्विभुज,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समद्विद्विभुज",/sə.ˈməd̪.ˈʋid̪.ʋi.bʱu.d͡ʑə/,सम॔-द्वि-द्विभुज,0
346861,18494,समद्विद्विभुज,a,ap----a--a,,,,/sə.ˈməd̪.ˈʋid̪.ʋi.bʱu.d͡ʑə/,सम॔-द्वि-द्विभुज,0
346862,18493,समद्वादशाश्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समद्वादशाश्र",/səməd̪ʋɑːd̪əɕɑːɕɹə/,सम॔-द्वादशाश्र,0
346863,,समद्युति,a,ap----a--i,,,,/sə.ˈməd̪.ju.t̪i/,सम॔-द्युति,0
346864,18488,समदृश्,a,ap----a--c,,,,/sə.mə.d̪ɹ̩ɕ/,सम॔-दृश्,0
346866,,समदृष्टि,a,ap----a--i,,,,/sə.mə.ˈd̪ɹ̩ʂ.ʈi/,सम॔-दृष्टि,0
346867,,समदृष्टि,n,n-----f--i,,,,/sə.mə.ˈd̪ɹ̩ʂ.ʈi/,सम॔-दृष्टि,0
346868,,समदृष्टिपात,n,n-----m--a,,,,/sə.mə.ˈd̪ɹ̩ʂ.ʈi.pɑː.t̪ə/,सम-दृष्टिपात,0
346869,,समदृष्टित्व,n,n-----n--a,,,,/sə.mə.ˈd̪ɹ̩ʂ.ˈʈit̪.ʋə/,सम॔-दृष्टि-त्व,0
346870,18454,समगन्ध,n,n-----m--a,,,,/sə.mə.gən.d̪ʰə/,सम॔-गन्ध,0
346871,,समगन्ध,a,ap----a--a,,,,/sə.mə.gən.d̪ʰə/,सम॔-गन्ध,0
346872,18456,समगन्धक,n,n-----m--a,,,,/sə.mə.gən.d̪ʰə.kə/,सम॔-गन्धक,0
346873,18457,समगन्धिक,a,ap----a--a,,,,/sə.mə.gən.d̪ʰi.kə/,सम॔-गन्धिक,0
346874,18458,समगन्धिक,n,n-----n--a,,,,/sə.mə.gən.d̪ʰi.kə/,सम॔-गन्धिक,0
346875,29364,समग्र,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈməg.ɹə/,स॔म्-अग्र,0
346876,,समग्रभक्षणशील,a,ap----a--a,,,,/sə.ˈməg.ɹə.ˈbʱək.ʂə.ɳə.ɕiː.lə/,स॔म्-अग्र-भक्षण-शील,0
346877,,समग्रधन,a,ap----a--a,,,,/sə.ˈməg.ɹə.d̪ʰə.nə/,स॔म्-अग्र-धन,0
346878,,समग्रमलहारक,a,ap----a--a,,,,/sə.ˈməg.ɹə.mə.lə.ɦɑː.ɹə.kə/,स॔म्-अग्र-मल-हारक,0
346879,29371,समग्रसम्पद्,a,ap----a--c,,,,/sə.ˈməg.ɹə.səm.pəd̪/,स॔म्-अग्र-सम्पद्,0
346880,,समग्रसौवर्ण,a,ap----a--a,,,,/sə.ˈməg.ɹə.ˈsəौ.ˈʋəɹ.ɳə/,स॔म्-अग्र-सौवर्ण,0
346881,29369,समग्रवर्तिन्,a,ap----a--n,,,,/sə.ˈməg.ɹə.ˈʋəɹ.t̪in/,स॔म्-अग्र-वर्तिन्,0
346926,,समक्षम्,r,rp--------,,,,/sə.ˈmək.ʂəm/,सम्-अक्ष॔म्,0
346883,29370,समग्रशक्ति,a,ap----a--i,,,,/sə.ˈməg.ɹə.ˈɕək.t̪i/,स॔म्-अग्र-शक्ति,0
346884,,समग्रणी,a,ap----a--ī,,,,/sə.ˈməg.ɹə.ɳiː/,स॔म्-अग्र-णी,0
346885,29374,समग्रेन्दु,n,n-----m--u,,,,/sə.ˈməg.ɹeːn.d̪u/,समग्रेन्दु,0
346886,,समग्रेन्दुनिभानन,a,ap----a--a,,,,/sə.ˈməg.ɹeːn.d̪u.ni.bʱɑː.nə.nə/,समग्रेन्दु-निभानन,0
346887,,समग्राङ्ग,a,ap----a--a,,,,/sə.ˈməg.ɹɑːŋ.gə/,समग्राङ्ग,0
346888,29677,समह,r,rp--------,,,,/sə.mə.ɦə/,समह,0
346889,29680,समह्या,n,n-----f--ā,,,,/sə.ˈməɦ.jɑː/,समह्या,0
346890,29678,समहाव्रत,a,ap----a--a,,,,/sə.mə.ɦɑːʋ.ɹə.t̪ə/,स-महाव्रत,0
346891,,समहीधर,a,ap----a--a,,,,/sə.mə.ɦiː.d̪ʰə.ɹə/,स-महीधर,0
346892,165012,समज्,v,v----a--1-,,,,/sə.məd͡ʑ/,सम्-अज्,0
346893,29383,समज,n,n-----n--a,,,,/sə.mə.d͡ʑə/,स॔म्-अज,0
346894,29382,समज,n,n-----m--a,,,,/sə.mə.d͡ʑə/,स॔म्-अज,0
346895,218433,समज्या,n,n-----f--ā,,,,/sə.ˈməd͡ʑ.jɑː/,स॔म्-अज्या,0
346896,18471,समज्ञा,n,n-----f--ā,,,,/sə.ˈməd͡ʑ.ɲɑː/,सम॔-ज्ञा,0
346897,18469,समजाति,a,ap----a--i,,,,/sə.mə.d͡ʑɑː.t̪i/,सम॔-जाति,0
346898,18470,समजातीय,a,ap----a--a,,,,/sə.mə.d͡ʑɑː.t̪iː.jə/,सम॔-जातीय,0
346899,29333,समक,a,ap----a--a,,,,/sə.mə.kə/,समक,0
346900,,समकक्ष,a,ap----a--a,,,,/sə.mə.ˈkək.ʂə/,सम॔-कक्ष,0
346901,,समकक्षत्व,n,n-----n--a,,,,/sə.mə.ˈkək.ˈʂət̪.ʋə/,सम॔-कक्ष-त्व,0
346902,,समकक्षता,n,n-----f--ā,,,,/sə.mə.ˈkək.ʂə.t̪ɑː/,सम॔-कक्ष-ता,0
346903,,समकक्षा,n,n-----f--ā,,,,/sə.mə.ˈkək.ʂɑː/,सम॔-कक्षा,0
346904,18441,समकन्या,n,n-----f--ā,,,,/sə.mə.kən.jɑː/,सम॔-कन्या,0
346905,,समकर,a,ap----a--a,,,,/sə.mə.kə.ɹə/,सम॔-कर,0
346906,,समकर,a,ap----a--a,,,,/sə.mə.kə.ɹə/,स-मकर,0
346907,,समकर्मन्,a,ap----a--n,,,,/sə.mə.ˈkəɹ.mən/,सम॔-कर्मन्,0
346908,18443,समकर्ण,n,n-----m--a,,,,/sə.mə.ˈkəɹ.ɳə/,सम॔-कर्ण,0
346910,,समकर्णता,n,n-----f--ā,,,,/sə.mə.ˈkəɹ.ɳə.t̪ɑː/,सम॔-कर्ण-ता,0
346911,18453,समखात,n,n-----n--a,,,,/sə.mə.kʰɑː.t̪ə/,सम॔-खात,0
346912,29386,समक्न,a,ap----a--a,,,,/sə.ˈmək.nə/,सम्-अक्न,0
346913,18448,समकोल,n,n-----m--a,,,,/sə.mə.koː.lə/,सम॔-कोल,0
346914,18449,समकोष्ठमिति,n,n-----f--i,,,,/sə.mə.koːʂ.ʈʰə.mi.t̪i/,सम॔-कोष्ठ-मिति,0
346915,18450,समक्रम,a,ap----a--a,,,,/sə.ˈmək.ɹə.mə/,सम॔-क्रम,0
346916,,समक्रमता,n,n-----f--ā,,,,/sə.ˈmək.ɹə.mə.t̪ɑː/,सम॔-क्रम-ता,0
346917,,समक्रिय,a,ap----a--a,,,,/sə.ˈmək.ɹi.jə/,सम॔-क्रिय,0
346918,,समक्रियत्व,n,n-----n--a,,,,/sə.ˈmək.ɹi.ˈjət̪.ʋə/,सम॔-क्रिय-त्व,0
346919,29389,समक्त,a,ap----a--a,,,,/sə.ˈmək.t̪ə/,स॔म्-अक्त,0
346920,18446,समकाल,n,n-----m--a,,,,/sə.mə.kɑː.lə/,सम॔-काल,0
346921,,समकालभव,n,n-----m--a,,,,/sə.mə.kɑː.lə.bʱə.ʋə/,सम॔-काल-भव,0
346922,,समकालम्,r,rp--------,,,,/sə.mə.kɑː.ləm/,सम॔-कालम्,0
346923,18447,समकालीन,a,ap----a--a,,,,/sə.mə.kɑː.liː.nə/,सम॔-कालीन,0
346924,29361,समक्ष,a,ap----a--a,,,,/sə.ˈmək.ʂə/,सम्-अक्ष,0
346925,,समक्षदर्शन,n,n-----n--a,,,,/sə.ˈmək.ʂə.d̪ə.ɹɕə.nə/,सम्-अक्ष-दर्शन,0
346927,,समक्षतस्,r,rp--------,,,,/sə.ˈmək.ʂə.t̪əs/,सम्-अक्ष-तस्,0
346928,29362,समक्षता,n,n-----f--ā,,,,/sə.ˈmək.ʂə.t̪ɑː/,सम्-अक्ष-ता,0
346929,,समक्षे,r,rp--------,,,,/sə.ˈmək.ʂeː/,सम्-अक्षे,0
346930,18452,समक्षेत्र,n,n-----n--a,,,,/sə.ˈmək.ʂeːt̪.ɹə/,सम॔-क्षेत्र,0
346931,,समक्षात्,r,rp--------,,,,/sə.ˈmək.ʂɑːt̪/,सम्-अक्षात्,0
346932,29578,समल,n,n-----m--a,,,,/sə.mə.lə/,स-मल,0
346933,29579,समल,n,n-----n--a,,,,/sə.mə.lə/,स-मल,0
346934,29577,समल,a,ap----a--a,,,,/sə.mə.lə/,स-मल,0
346935,18535,समलम्ब,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समलम्ब",/sə.mə.ləm.bə/,सम॔-लम्ब,0
346936,18534,समलम्ब,a,ap----a--a,,,,/sə.mə.ləm.bə/,सम॔-लम्ब,0
346937,170746,समलंकृ,v,v----a--8- v----d--8-,,,,/sə.mə.ləŋ.kɹ̩/,सम्-अलं-कृ,0
346938,,समलंकृत,a,ap----a--a,,,,/sə.mə.ləŋ.kɹ̩.t̪ə/,सम्-अलंकृत,0
346939,18536,समलेपनी,n,n-----f--ī,,,,/sə.mə.leː.pə.niː/,सम॔-लेपनी,0
346940,29581,समल्लिकाक्ष,a,ap----a--a,,,,/sə.ˈməl.li.kɑːk.ʂə/,स-मल्लिकाक्ष,0
346941,,समलोष्टकाञ्चन,a,ap----a--a,,,,/sə.mə.loːʂ.ʈə.kɑːɲ.t͡ɕə.nə/,सम॔-लोष्ट-काञ्चन,0
346942,,समलोष्ट्रकाञ्चन,a,ap----a--a,,,,/sə.mə.loːʂ.ʈɹə.kɑːɲ.t͡ɕə.nə/,सम॔-लोष्ट्र-काञ्चन,0
346943,,समलोष्टाश्मकाञ्चन,a,ap----a--a,,,,/səməloːʂʈɑːɕməkɑːɲt͡ɕənə/,सम॔-लोष्टाश्म-काञ्चन,0
346944,,समलीकृ,v,v----a--8-,,,,/sə.mə.liː.kɹ̩/,समली-कृ,0
346945,204552,समम्,r,rp--------,,,,/sə.məm/,सम॔म्,0
346948,,समम्,v,v----d--0-,,,,/sə.məm/,सम्-अम्,0
346950,18517,सममति,a,ap----a--i,,,,/sə.mə.mə.t̪i/,सम॔-मति,0
346951,18518,सममय,a,ap----a--a,,ap----f--ī=>ी,,/sə.mə.mə.jə/,सम॔-मय,0
346952,18516,सममण्डल,n,n-----n--a,,,,/sə.mə.ˈməɳ.ɖə.lə/,सम॔-मण्डल,0
346953,,सममण्डलशङ्कु,n,n-----m--u,,,,/sə.mə.ˈməɳ.ɖə.lə.ɕəŋ.ku/,सम॔-मण्डल-शङ्कु,0
346954,18522,समम्भूमि,r,rp--------,,,,/sə.məm.bʱuː.mi/,सम॔-म्-भूमि॔,0
346955,,समम्भूमि,a,ap----a--i,,,,/sə.məm.bʱuː.mi/,सम-म्-भूमि,0
346956,18521,समम्बिल,a,ap----a--a,,ap----f--ī=>ी,,/sə.məm.bi.lə/,सम॔-म्-बिल,0
346957,18520,सममिति,n,n-----f--i,,,,/sə.mə.mi.t̪i/,सम॔-मिति,0
346958,,सममात्र,a,ap----a--a,,,,/sə.mə.mɑːt̪.ɹə/,सम॔-मात्र,0
346959,165031,समन्,v,v----a--2-,,,,/sə.mən/,सम्-अन्,0
346960,29435,समन,n,n-----n--a,,,,/sə.mə.nə/,स॔मन,0
346961,29436,समनग,a,ap----a--a,,,,/sə.mə.nə.gə/,स॔मन-ग॔,0
346962,29433,समनन,n,n-----n--a,,,,/sə.mə.nə.nə/,सम्-अनन,0
346963,29439,समनन्तर,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.nən.t̪ə.ɹə/,सम्-अनन्तर,0
346964,,समनन्तरम्,r,rp--------,,,,/sə.mə.nən.t̪ə.ɹəm/,सम्-अनन्तरम्,0
346965,,समनर,n,n-----m--a,,,,/sə.mə.nə.ɹə/,सम॔-नर,0
346966,29440,समनस्,a,ap----a-sa,,,,/sə.mə.nəs/,स॔-मनस्,0
346967,29441,समनस्क,a,ap----a--a,,,,/sə.mə.ˈnəs.kə/,स-मनस्क,0
346968,29502,समन्धकार,n,n-----m--a,,,,/sə.mən.d̪ʰə.kɑː.ɹə/,सम्-अन्धकार,0
346969,29503,समन्धकारीकृत,a,ap----a--a,,,,/sə.mən.d̪ʰə.kɑː.ɹiː.kɹ̩.t̪ə/,समन्धकारी-कृत,0
346970,18502,समनिन्दानवन,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.nin.d̪ɑː.nə.ʋə.nə/,सम॔-निन्दा-नवन,0
346971,,समन्मथ,a,ap----a--a,,,,/sə.mən.mə.t̪ʰə/,स-मन्मथ,0
346972,29468,समन्त,n,n-----n--a,,,,/sə.mən.t̪ə/,स॔म्-अन्त,0
346973,29466,समन्त,a,ap----a--a,,ap----f--ā=>ा,,/sə.mən.t̪ə/,स॔म्-अन्त,0
346974,29469,समन्त,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समन्त",/sə.mən.t̪ə/,स॔म्-अन्त,0
346975,29482,समन्तभद्र,a,ap----a--a,,,,/sə.mən.t̪ə.ˈbʱəd̪.ɹə/,स॔म्-अन्त-भद्र,0
346976,29483,समन्तभद्र,n,n-----m--a,,,,/sə.mən.t̪ə.ˈbʱəd̪.ɹə/,स॔म्-अन्त-भद्र,0
346979,29484,समन्तभद्र,n,n-----n--a,,,,/sə.mən.t̪ə.ˈbʱəd̪.ɹə/,स॔म्-अन्त-भद्र,0
346980,29485,समन्तभुज्,n,n-----m--c,,,,/sə.mən.t̪ə.bʱud͡ʑ/,स॔म्-अन्त-भुज्,0
346981,29472,समन्तचारित्रमति,n,n-----m--i,,,,/sə.mən.t̪ə.t͡ɕɑː.ˈɹit̪.ɹə.mə.t̪i/,स॔म्-अन्त-चारित्र-मति,0
346982,29473,समन्तदर्शिन्,n,n-----m--n,,,,/sə.mən.t̪ə.d̪ə.ɹɕin/,स॔म्-अन्त-दर्शिन्,0
346983,29474,समन्तदुग्धा,n,n-----f--ā,,,,/sə.mən.t̪ə.ˈd̪ug.d̪ʰɑː/,स॔म्-अन्त-दुग्धा,0
346984,,समन्तदुग्धी,n,n-----f--ī,,,,/sə.mən.t̪ə.ˈd̪ug.d̪ʰiː/,स॔म्-अन्त-दुग्धी,0
346985,29471,समन्तगन्ध,n,n-----m--a,,,,/sə.mən.t̪ə.gən.d̪ʰə/,स॔म्-अन्त-गन्ध,0
346986,29470,समन्तकुसुम,n,n-----m--a,,,,/sə.mən.t̪ə.ku.su.mə/,स॔म्-अन्त-कुसुम,0
346987,,समन्तम्,r,rp--------,,,,/sə.mən.t̪əm/,स॔मन्तम्,0
346988,,समन्तम्,r,rp--------,,,,/sə.mən.t̪əm/,समन्त॔म्,0
346989,,समन्तमुखधारिणी,n,n-----f--ī,,,,/sə.mən.t̪ə.mu.kʰə.d̪ʰɑː.ɹi.ɳiː/,स॔म्-अन्त-मुख-धारिणी,0
346990,29475,समन्तनेत्र,n,n-----m--a,,,,/sə.mən.t̪ə.neːt̪.ɹə/,स॔म्-अन्त-नेत्र,0
346991,,समन्तपर्यायिन्,a,ap----a--n,,,,/sə.mən.t̪ə.ˈpəɹ.jɑː.jin/,स॔म्-अन्त-पर्यायिन्,0
346992,29476,समन्तपञ्चक,n,n-----n--a,,,,/sə.mən.t̪ə.pəɲ.t͡ɕə.kə/,स॔म्-अन्त-पञ्चक,0
346993,29478,समन्तप्रभ,n,n-----m--a,,,,/sə.mən.ˈt̪əp.ɹə.bʱə/,स॔म्-अन्त-प्रभ,0
346994,29479,समन्तप्रभास,n,n-----m--a,,,,/sə.mən.ˈt̪əp.ɹə.bʱɑː.sə/,स॔म्-अन्त-प्रभास,0
346995,29480,समन्तप्रसादिक,n,n-----m--a,,,,/sə.mən.ˈt̪əp.ɹə.sɑː.d̪i.kə/,स॔म्-अन्त-प्रसादिक,0
346996,29481,समन्तप्रासादिक,a,ap----a--a,,,,/sə.mən.ˈt̪əp.ɹɑː.sɑː.d̪i.kə/,स॔म्-अन्त-प्रासादिक,0
346997,,समन्तप्रासादिकता,n,n-----f--ā,,,,/sə.mən.ˈt̪əp.ɹɑː.sɑː.d̪i.kə.t̪ɑː/,स॔म्-अन्त-प्रासादिक-ता,0
346998,29496,समन्तर,n,n-----m--a,,,,/sə.mən.t̪ə.ɹə/,सम्-अन्तर,0
346999,29487,समन्तरश्मि,n,n-----m--i,,,,/səmənt̪əɹəɕmi/,स॔म्-अन्त-रश्मि,0
347000,29493,समन्तस्फारणमुखदर्शन,n,n-----m--a,,,,/sə.mən.ˈt̪əs.pʰɑː.ɹə.ɳə.mu.kʰə.d̪ə.ɹɕə.nə/,स॔म्-अन्त-स्फारण-मुख-दर्शन,0
347001,29492,समन्तस्थूलावलोकन,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समन्तस्थूलावलोकन",/sə.mən.ˈt̪əs.t̪ʰuː.lɑː.ʋə.loː.kə.nə/,स॔म्-अन्त-स्थूलावलोकन,0
347002,,समन्ततस्,r,rp--------,,,,/sə.mən.t̪ə.t̪əs/,स॔म्-अन्त-तस्,0
347004,29488,समन्तविलोकिता,n,n-----f--ā,,,,/sə.mən.t̪ə.ʋi.loː.ki.t̪ɑː/,स॔म्-अन्त-विलोकिता,0
347005,29489,समन्तव्यूहसागरचर्यव्यवलोकन,n,n-----m--a,,,,/sə.mən.ˈt̪əʋ.juː.ɦə.sɑː.gə.ɹə.ˈt͡ɕəɹ.ˈjəʋ.jə.ʋə.loː.kə.nə/,स॔म्-अन्त-व्यूह-सागर-चर्य-व्यवलोकन,0
347006,29490,समन्तशितिबाहु,a,ap----a--u,,,,/sə.mən.t̪ə.ɕi.t̪i.bɑː.ɦu/,स॔म्-अन्त-शिति-बाहु,0
347007,29491,समन्तशितिरन्ध्र,a,ap----a--a,,,,/sə.mən.t̪ə.ɕi.t̪i.ɹən.d̪ʰɹə/,स॔म्-अन्त-शिति-रन्ध्र,0
347008,,समन्तेन,r,rp--------,,,,/sə.mən.t̪eː.nə/,स॔म्-अन्तेन,0
347009,29497,समन्तिकम्,r,rp--------,,,,/sə.mən.t̪i.kəm/,स॔म्-अन्तिकम्,0
347010,,समन्त्र,a,ap----a--a,,,,/sə.mən.t̪ɹə/,स-मन्त्र,0
347011,29499,समन्त्रक,a,ap----a--a,,,,/sə.mən.t̪ɹə.kə/,स-मन्त्रक,0
347012,,समन्त्रिक,a,ap----a--a,,,,/sə.mən.t̪ɹi.kə/,स-मन्त्रिक,0
347013,,समन्त्रिन्,a,ap----a--n,,,,/sə.mən.t̪ɹin/,स-मन्त्रिन्,0
347014,,समन्त्रित्व,n,n-----n--a,,,,/sə.mən.ˈt̪ɹit̪.ʋə/,स-मन्त्रि-त्व,0
347016,29467,समन्ता,n,n-----f--ā,,,,/sə.mən.t̪ɑː/,स॔म्-अन्ता,0
347017,29494,समन्तालोक,n,n-----m--a,,,,/sə.mən.t̪ɑː.loː.kə/,समन्तालोक,0
347018,202752,समन्तात्,r,rp--------,,,,/sə.mən.t̪ɑːt̪/,स॔म्-अन्तात्,0
347019,29495,समन्तावलोकित,n,n-----m--a,,,,/sə.mən.t̪ɑː.ʋə.loː.ki.t̪ə/,समन्तावलोकित,0
347020,,समनुबन्ध,n,n-----m--a,,,,/sə.mə.nu.bən.d̪ʰə/,सम्-अनुबन्ध,0
347021,,समनुभू,v,v----a--1- v----d--1-,,,,/sə.mə.nu.bʱuː/,सम्-अनु-भू,0
