-f--ī,,,,/ɹiː/,री,0
347022,,समनुचिन्त्,v,v----a--0- v----a--1-,,,,/sə.mə.nu.t͡ɕint̪/,सम्-अनु-चिन्त्,0
347023,,समनुध्यै,v,v----a--1- v----a--2-,,,,/sə.mə.ˈnud̪ʰ.jɑːi/,सम्-अनु-ध्यै,0
347024,,समनुधाव्,v,v----a--1- v----d--1-,,,,/sə.mə.nu.d̪ʰɑːʋ/,सम्-अनु-धाव्,0
347025,,समनुदिश्,v,v----a--3- v----a--6-,,,,/sə.mə.nu.d̪iɕ/,सम्-अनु-दिश्,0
347026,,समनुद्रु,v,v----a--1- v----d--1-,,,,/sə.mə.ˈnud̪.ɹu/,सम्-अनु-द्रु,0
347027,,समनुदृश्,v,v----a--0- v----d--0-,,,,/sə.mə.nu.d̪ɹ̩ɕ/,सम्-अनु-दृश्,0
347028,,समनुगै,v,v----a--1- v----d--1- v----a--2- v----a--3-,,,,/sə.mə.nu.gɑːi/,सम्-अनु-गै,0
347029,,समनुगम्,v,v----a--1- v----a--2- v----a--3- v----d--1-,,,,/sə.mə.nu.gəm/,सम्-अनु-गम्,0
347030,29446,समनुगत,a,ap----a--a,,,,/sə.mə.nu.gə.t̪ə/,सम्-अनुगत,0
347031,,समनुग्रह्,v,v----a--9- v----d--9-,,,,/sə.mə.ˈnug.ɹəɦ/,सम्-अनु-ग्रह्,0
347032,29447,समनुग्राह्य,a,ap----a--a,,,,/sə.mə.ˈnug.ɹɑːɦ.jə/,सम्-अनुग्राह्य,0
347033,,समनुगा,v,v----a--3- v----d--3- v----a--2- v----d--2-,,,,/sə.mə.nu.gɑː/,सम्-अनु-गा,0
347034,29448,समनुज,a,ap----a--a,,,,/sə.mə.nu.d͡ʑə/,सम्-अनुज,0
347035,,समनुजन्,v,v----a--1- v----d--0- v----a--0- v----d--3- v----a--0- v----a--4- v----d--2- v----d--1-,,,,/sə.mə.nu.d͡ʑən/,सम्-अनु-जन्,0
347036,,समनुज्ञा,v,v----a--9- v----d--9- v----d--3- v----a--3-,,,,/sə.mə.ˈnud͡ʑ.ɲɑː/,सम्-अनु-ज्ञा,0
347037,29449,समनुज्ञा,n,n-----f--ā,,,,/sə.mə.ˈnud͡ʑ.ɲɑː/,सम्-अनुज्ञा,0
347038,29451,समनुज्ञान,a,ap----a--a,,,,/sə.mə.ˈnud͡ʑ.ɲɑː.nə/,सम्-अनुज्ञान,0
347039,,समनुज्ञात,a,ap----a--a,,,,/sə.mə.ˈnud͡ʑ.ɲɑː.t̪ə/,सम्-अनुज्ञात,0
347040,,समनुकम्प्,v,v----d--1- v----a--1-,,,,/sə.mə.nu.kəmp/,सम्-अनु-कम्प्,0
347041,,समनुक्रम्,v,v----a--1- v----d--1- v----a--4- v----d--4-,,,,/sə.mə.ˈnuk.ɹəm/,सम्-अनु-क्रम्,0
347042,29445,समनुकीर्तन,n,n-----n--a,,,,/sə.mə.nu.kiːɹ.t̪ə.nə/,सम्-अनुकीर्तन,0
347043,,समनुकॢप्,v,v----d--1- v----a--1-,,,,/sə.mə.nu.kl̩p/,सम्-अनु-कॢप्,0
347044,,समनुमन्,v,v----a--8- v----d--4-,,,,/sə.mə.nu.mən/,सम्-अनु-मन्,0
347045,29455,समनुमत,n,n-----n--a,,,,/sə.mə.nu.mə.t̪ə/,सम्-अनुमत,0
347046,29454,समनुमत,a,ap----a--a,,,,/sə.mə.nu.mə.t̪ə/,सम्-अनुमत,0
347047,,समनुनिशम्,v,v----a--4- v----a--9-,,,,/sə.mə.nu.ni.ɕəm/,सम्-अनु-नि-शम्,0
347048,165047,समनुपद्,v,v----d--4-,,,,/sə.mə.nu.pəd̪/,सम्-अनु-पद्,0
347049,,समनुपश्,v,v----a--0-,,,,/sə.mə.nu.pəɕ/,सम्-अनु-पश्,0
347050,,समनुप्रछ्,v,v----a--6- v----d--6-,,,,/sə.mə.ˈnup.ɹət͡ɕʰ/,सम्-अनु-प्रछ्,0
347051,,समनुप्राप्,v,v----a---- v----d----,,,,/sə.mə.ˈnup.ɹɑːp/,सम्-अनु-प्राप्,0
347052,,समनुप्राप्त,a,ap----a--a,,,,/sə.mə.ˈnup.ɹɑːp.t̪ə/,सम्-अनुप्राप्त,0
347053,,समनुपाल्,v,v----a--0- v----d--0-,,,,/sə.mə.nu.pɑːl/,सम्-अनु-पाल्,0
347054,,समनुस्मृ,v,v----a--1- v----d--1-,,,,/sə.mə.ˈnus.mɹ̩/,सम्-अनु-स्मृ,0
347055,,समनुस्वृ,v,v----a--1-,,,,/sə.mə.ˈnus.ʋɹ̩/,सम्-अनु-स्वृ,0
347056,165063,समनुसृप्,v,v----a--1-,,,,/sə.mə.nu.sɹ̩p/,सम्-अनु-सृप्,0
347057,,समनुतप्,v,v----d--1- v----a--4- v----d--4- v----a--4-,,,,/sə.mə.nu.t̪əp/,सम्-अनु-तप्,0
347058,29459,समनुवर्तिन्,a,ap----a--n,,,,/sə.mə.nu.ˈʋəɹ.t̪in/,सम्-अनुवर्तिन्,0
347059,,समनुवर्णित,a,ap----a--a,,,,/sə.mə.nu.ˈʋəɹ.ɳi.t̪ə/,सम्-अनु-वर्णित,0
347060,,समनुवस्,v,v----a--4-,,,,/sə.mə.nu.ʋəs/,सम्-अनु-वस्,0
347061,,समनुविद्,v,v----d--7-,,,,/sə.mə.nu.ʋid̪/,सम्-अनु-विद्,0
347062,,समनुव्रज्,v,v----a--1- v----a--0-,,,,/sə.mə.ˈnuʋ.ɹəd͡ʑ/,सम्-अनु-व्रज्,0
347063,29460,समनुव्रत,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.ˈnuʋ.ɹə.t̪ə/,सम्-अनुव्रत,0
347064,,समनुवीक्ष्,v,v----a---- v----d----,,,,/sə.mə.nu.ʋiːkʂ/,सम्-अनु-वीक्ष्,0
347065,165059,समनुवृत्,v,v----d--1-,,,,/sə.mə.nu.ʋɹ̩t̪/,सम्-अनु-वृत्,0
347066,29457,समनुयोज्य,a,ap----a--a,,,,/sə.mə.nu.joːd͡ʑ.jə/,सम्-अनुयोज्य,0
347067,,समनुयुज्,v,v----a--7- v----d--7-,,,,/sə.mə.nu.jud͡ʑ/,सम्-अनु-युज्,0
347068,165054,समनुया,v,v----a--2-,,,,/sə.mə.nu.jɑː/,सम्-अनु-या,0
347069,,समनुयात,a,ap----a--a,,,,/sə.mə.nu.jɑː.t̪ə/,सम्-अनुयात,0
347070,29461,समनुशिष्ट,a,ap----a--a,,,,/sə.mə.nu.ˈɕiʂ.ʈə/,सम्-अनुशिष्ट,0
347071,,समनुशुच्,v,v----a--4- v----d--4-,,,,/sə.mə.nu.ɕut͡ɕ/,सम्-अनु-शुच्,0
347072,165061,समनुशास्,v,v----a--2-,,,,/sə.mə.nu.ɕɑːs/,सम्-अनु-शास्,0
347073,,समनुष्य,a,ap----a--a,,,,/sə.mə.ˈnuʂ.jə/,स-मनुष्य,0
347074,,समनुष्यराजन्य,a,ap----a--a,,,,/sə.mə.ˈnuʂ.jə.ɹɑː.d͡ʑən.jə/,स-मनुष्य-राजन्य,0
347075,,समनुष्ठेय,a,ap----a--a,,,,/sə.mə.ˈnuʂ.ʈʰeː.jə/,सम्-अनुष्ठेय,0
347076,29462,समनुष्ठित,a,ap----a--a,,,,/sə.mə.ˈnuʂ.ʈʰi.t̪ə/,सम्-अनु-ष्ठित,0
347077,29512,समन्वय,n,n-----m--a,,,,/sə.mən.ʋə.jə/,सम्-अन्वय,0
347078,,समन्वयप्रदीप,n,n-----m--a,,,,/sə.mən.ʋə.ˈjəp.ɹə.d̪iː.pə/,सम्-अन्वय-प्रदीप,0
347117,,समपावृ,v,v----a--5- v----a--9- v----d--9-,,,,/sə.mə.pɑː.ʋɹ̩/,सम्-अपा-वृ,0
347079,,समन्वयप्रदीपसंकेत,n,n-----m--a,,,,/sə.mən.ʋə.ˈjəp.ɹə.d̪iː.pə.səŋ.keː.t̪ə/,सम्-अन्वय-प्रदीप-संकेत,0
347080,,समन्वयसूत्रविवृति,n,n-----f--i,,,,/sə.mən.ʋə.jə.suːt̪.ɹə.ʋi.ʋɹ̩.t̪i/,सम्-अन्वय-सूत्र-विवृति,0
347081,,समन्वयात्,r,rp--------,,,,/sə.mən.ʋə.jɑːt̪/,सम्-अन्वयात्,0
347082,29507,समन्वङ्गीभूत,a,ap----a--a,,,,/sə.mən.ʋəŋ.giː.bʱuː.t̪ə/,सम्-अन्वङ्गी-भूत,0
347083,29514,समन्वेषण,n,n-----n--a,,,,/sə.mən.ʋeː.ʂə.ɳə/,सम्-अन्वेषण,0
347084,,समन्वि,v,v----a--2- v----d--2-,,,,/sə.mən.ʋi/,सम्-अन्व्-इ,0
347085,29513,समन्वित,a,ap----a--a,,,,/sə.mən.ʋi.t̪ə/,सम्-अन्वित,0
347086,,समन्विष्,v,v----a--6- v----d--6-,,,,/sə.mən.ʋiʂ/,सम्-अन्व्-इष्,0
347088,,समन्वागत,a,ap----a--a,,,,/sə.mən.ʋɑː.gə.t̪ə/,सम्-अन्व्-आ-गत,0
347089,,समन्वारब्ध,a,ap----a--a,,,,/sə.mən.ʋɑː.ˈɹəb.d̪ʰə/,सम्-अन्वारब्ध,0
347090,165065,समन्वारभ्,v,v----d--1-,,,,/sə.mən.ʋɑː.ɹəbʱ/,सम्-अन्व्-आ-रभ्,0
347091,,समन्वारम्भ,n,n-----m--a,,,,/sə.mən.ʋɑː.ɹəm.bʱə/,सम्-अन्वारम्भ,0
347092,,समन्वारम्भण,n,n-----n--a,,,,/sə.mən.ʋɑː.ɹəm.bʱə.ɳə/,सम्-अन्वारम्भण,0
347093,165066,समन्वारुह्,v,v----a--1-,,,,/sə.mən.ʋɑː.ɹuɦ/,सम्-अन्व्-आ-रुह्,0
347094,165069,समन्वीक्ष्,v,v----d--1-,,,,/sə.mən.ʋiːkʂ/,सम्-अन्व्-ईक्ष्,0
347095,29438,समन्य,a,ap----a--a,,,,/sə.mən.jə/,समन्य॔,0
347096,29506,समन्यु,n,n-----m--u,,,,/sə.mən.ju/,स॔-मन्यु,0
347097,29505,समन्यु,a,ap----a--u,,,,/sə.mən.ju/,स॔-मन्यु,0
347098,29437,समना,r,rp--------,,,,/sə.mə.nɑː/,समना॔,0
347099,29442,समनीक,n,n-----n--a,,,,/sə.mə.niː.kə/,सम्-अनीक॔,0
347100,29444,समनीकमूर्धन्,n,n-----m--n,,,,/sə.mə.niː.kə.muːɹ.d̪ʰən/,सम्-अनीक॔-मूर्धन्,0
347101,29443,समनीकतस्,r,rp--------,,,,/sə.mə.niː.kə.t̪əs/,सम्-अनीक॔-तस्,0
347102,,समपच्छिद्,v,v----a--7- v----d--9-,,,,/sə.mə.ˈpət͡ɕ.t͡ɕʰid̪/,सम्-अप-च्छिद्,0
347103,18504,समपद,n,n-----m--a,,,,/sə.mə.pə.d̪ə/,सम॔-पद,0
347104,,समपध्यै,v,v----a--1- v----a--2-,,,,/sə.mə.ˈpəd̪ʰ.jɑːi/,सम्-अप-ध्यै,0
347105,,समपदाति,r,rp--------,,,,/sə.mə.pə.d̪ɑː.t̪i/,सम॔-पदाति,0
347106,18503,समपक्षपात,a,ap----a--a,,ap----f--ā=>ा,,/sə.mə.ˈpək.ʂə.pɑː.t̪ə/,सम॔-पक्षपात,0
347107,,समपवृज्,v,v----a--1- v----a--7- v----d--2-,,,,/sə.mə.pə.ʋɹ̩d͡ʑ/,सम्-अप-वृज्,0
347108,,समपवृत्,v,v----d--1-,,,,/sə.mə.pə.ʋɹ̩t̪/,सम्-अप-वृत्,0
347109,,समपटवास,n,n-----m--a,,,,/sə.mə.pə.ʈə.ʋɑː.sə/,सम॔-पट-वास,0
347110,,समपिधा,v,v----a--3- v----d--3- v----a--1- v----d--1- v----a--2- v----d--4- v----a--4-,,,,/sə.mə.pi.d̪ʰɑː/,सम्-अपि-धा,0
347111,165076,समपिरुह्,v,v----a--1-,,,,/sə.mə.pi.ɹuɦ/,सम्-अपि-रुह्,0
347112,,समपोह्,v,v----d----,,,,/sə.mə.poːɦ/,सम्-अपोह्,0
347113,,समप्रभ,a,ap----a--a,,,,/sə.ˈməp.ɹə.bʱə/,सम॔-प्रभ,0
347114,,समप्रेप्सु,a,ap----a--u,,,,/sə.ˈməp.ɹeːp.su/,सम॔-प्रेप्सु,0
347115,18507,समप्राधान्यसंकर,n,n-----m--a,,,,/sə.ˈməp.ɹɑː.d̪ʰɑːn.jə.səŋ.kə.ɹə/,सम॔-प्राधान्य-संकर,0
347116,18505,समपाद,n,n-----n--a,,,,/sə.mə.pɑː.d̪ə/,सम॔-पाद,0
347118,30562,समर,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समर",/sə.mə.ɹə/,सम्-अर॔,0
347119,,समरबल,n,n-----m--a,,,,/sə.mə.ɹə.bə.lə/,सम्-अर॔-बल,0
347120,18528,समरभ,n,n-----m--a,,,,/sə.mə.ɹə.bʱə/,सम॔-रभ,0
347121,,समरभट,n,n-----m--a,,,,/sə.mə.ɹə.bʱə.ʈə/,सम्-अर॔-भट,0
347122,,समरभू,n,n-----f--ū,,,,/sə.mə.ɹə.bʱuː/,सम्-अर॔-भू,0
347123,,समरभूमि,n,n-----f--i,,,,/sə.mə.ɹə.bʱuː.mi/,सम्-अर॔-भूमि,0
347124,,समरजम्बुक,n,n-----m--a,,,,/sə.mə.ɹə.d͡ʑəm.bu.kə/,सम्-अर॔-जम्बुक,0
347125,,समरजित्,n,n-----m--c,,,,/sə.mə.ɹə.d͡ʑit̪/,सम्-अर॔-जित्,0
347126,18524,समरज्जु,n,n-----f--u,,,,/sə.mə.ˈɹəd͡ʑ.d͡ʑu/,सम॔-रज्जु,0
347127,,समरकर्मन्,n,n-----n--n,,,,/sə.mə.ɹə.ˈkəɹ.mən/,सम्-अर॔-कर्मन्,0
347128,,समरकामदीपिका,n,n-----f--ā,,,,/sə.mə.ɹə.kɑː.mə.d̪iː.pi.kɑː/,सम्-अर॔-काम-दीपिका,0
347129,,समरकातर,n,n-----m--a,,,,/sə.mə.ɹə.kɑː.t̪ə.ɹə/,सम्-अर॔-कातर,0
347130,,समरक्षिति,n,n-----f--i,,,,/sə.mə.ˈɹək.ʂi.t̪i/,सम्-अर॔-क्षिति,0
347131,,समरमनोहरी,n,n-----f--ī,,,,/sə.mə.ɹə.mə.noː.ɦə.ɹiː/,सम्-अर॔-मनोहरी,0
347132,,समरमर्दन,n,n-----m--a,,,,/sə.mə.ɹə.ˈməɹ.d̪ə.nə/,सम्-अर॔-मर्दन,0
347133,,समरमूर्धन्,n,n-----m--n,,,,/sə.mə.ɹə.muːɹ.d̪ʰən/,सम्-अर॔-मूर्धन्,0
347134,,समरपुंगव,n,n-----m--a,,,,/sə.mə.ɹə.puŋ.gə.ʋə/,सम्-अर॔-पुंगव,0
347135,,समरस,a,ap----a--a,,,,/sə.mə.ɹə.sə/,सम॔-रस,0
347136,,समरसत्व,n,n-----n--a,,,,/sə.mə.ɹə.ˈsət̪.ʋə/,सम॔-रस-त्व,0
347137,,समरसिंह,n,n-----m--a,,,,/sə.mə.ɹə.ˈsĩ.ɦə/,सम्-अर॔-सिंह,0
347138,,समरस्वामिन्,n,n-----m--n,,,,/sə.mə.ˈɹəs.ʋɑː.min/,सम्-अर॔-स्वामिन्,0
347139,,समरसार,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समरसार",/sə.mə.ɹə.sɑː.ɹə/,सम्-अर॔-सार,0
347140,,समरसारसंग्रह,n,n-----m--a,,,,/sə.mə.ɹə.sɑː.ɹə.səŋ.gɹə.ɦə/,सम्-अर॔-सार-संग्रह,0
347141,18530,समरसीकरण,n,n-----n--a,,,,/sə.mə.ɹə.siː.kə.ɹə.ɳə/,सम॔-रसी-करण,0
347142,,समरसीमन्,a,ap----c--n,,,,/sə.mə.ɹə.siː.mən/,सम्-अर॔-सीमन्,0
347143,18526,समरत,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=समरत",/sə.mə.ɹə.t̪ə/,सम॔-रत,0
347144,18527,समरथ,n,n-----m--a,,,,/sə.mə.ɹə.t̪ʰə/,सम॔-रथ,0
347145,,समरतुङ्ग,n,n-----m--a,,,,/sə.mə.ɹə.t̪uŋ.gə/,सम्-अर॔-तुङ्ग,0
347146,,समरवर्मन्,n,n-----m--n,,,,/sə.mə.ɹə.ˈʋəɹ.mən/,सम्-अर॔-वर्मन्,0
347147,,समरवसुधा,n,n-----f--ā,,,,/sə.mə.ɹə.ʋə.su.d̪ʰɑː/,सम्-अर॔-वसुधा,0
347148,,समरविजय,n,n-----m--a,,,,/sə.mə.ɹə.ʋi.d͡ʑə.jə/,सम्-अर॔-विजय,0
347149,,समरविजयिन्,a,ap----a--n,,,,/sə.mə.ɹə.ʋi.d͡ʑə.jin/,सम्-अर॔-विजयिन्,0
347150,,समरव्यसनिन्,a,ap----a--n,,,,/sə.mə.ˈɹəʋ.jə.sə.nin/,सम्-अर॔-व्यसनिन्,0
347151,,समरवीर,n,n-----m--a,,,,/sə.mə.ɹə.ʋiː.ɹə/,सम्-अर॔-वीर,0
347152,18525,समरञ्जित,a,ap----a--a,,,,/sə.mə.ɹəɲ.d͡ʑi.t̪ə/,सम॔-रञ्जित,0
347153,,समरशिरस्,n,n-----n-sa,,,,/sə.mə.ɹə.ɕi.ɹəs/,सम्-अर॔-शिरस्,0
347154,,समरशूर,n,n-----m--a,,,,/sə.mə.ɹə.ɕuː.ɹə/,सम्-अर॔-शूर,0
347155,,समरंहस्,a,ap----a-sa,,,,/sə.mə.ˈɹə̃.ɦəs/,सम॔-रंहस्,0
347156,,समरंजय,n,n-----m--a,,,,/sə.mə.ɹəɲ.d͡ʑə.jə/,सम्-अर॔-ं-जय,0
347157,30563,समरण,n,n-----n--a,,,,/sə.mə.ɹə.ɳə/,सम्-अ॔रण,0
347158,,समर्च्,v,v----a--1- v----d--1-,,,,/sə.məɹt͡ɕ/,सम्-अर्च्,0
347159,18533,समर्च,a,ap----a--a,,,,/sə.ˈməɹ.t͡ɕə/,सम॔-र्च,0
347160,29554,समर्चक,a,ap----a--a,,,,/sə.ˈməɹ.t͡ɕə.kə/,सम्-अर्चक,0
347161,,समर्चन,n,n-----n--a,,,n-----f--ā=समर्चनआ,/sə.ˈməɹ.t͡ɕə.nə/,सम्-अर्चन,0
347162,,समर्चित,a,ap----a--a,,,,/sə.ˈməɹ.t͡ɕi.t̪ə/,सम्-अर्चित,0
347163,29557,समर्चा,n,n-----f--ā,,,,/sə.ˈməɹ.t͡ɕɑː/,सम्-अर्चा,0
347164,,समर्द्,v,v----a--6- v----a--1- v----a--7-,,,,/sə.məɹd̪/,सम्-अर्द्,0
347165,30573,समर्धक,a,ap----a--a,,,,/sə.ˈməɹ.d̪ʰə.kə/,सम्-अर्धक,0
347166,30574,समर्धन,a,ap----a--a,,ap----f--ī=>ी,,/sə.ˈməɹ.d̪ʰə.nə/,सम्-अर्धन,0
347167,30575,समर्धयितृ,a,ap----a--r,,ap----f--ī=>त्री,,/sə.ˈməɹ.d̪ʰə.ji.t̪ɹ̩/,सम्-अर्धयितृ,0
347168,30576,समर्धुक,a,ap----a--a,,,,/sə.ˈməɹ.d̪ʰu.kə/,सम्-अर्धुक,0
347169,30577,समर्धुका,n,n-----f--ā,,,,/sə.ˈməɹ.d̪ʰu.kɑː/,सम्-अर्धुका,0
347170,18532,समरेख,a,ap----a--a,,,,/sə.mə.ɹeː.kʰə/,सम॔-रेख,0
347171,29553,समर्घ,a,ap----a--a,,,,/sə.ˈməɹ.gʰə/,सम्-अर्घ,0
347172,,समर्ह्,v,v----a--1- v----d--1-,,,,/sə.məɹɦ/,सम्-अर्ह्,0
347173,29576,समर्हण,n,n-----n--a,,,,/sə.ˈməɹ.ɦə.ɳə/,सम्-अर्हण,0
347174,,समरोचित,a,ap----a--a,,,,/sə.mə.ɹoː.t͡ɕi.t̪ə/,सम्-अरोचित,0
347175,,समरोद्देश,n,n-----m--a,,,,/sə.mə.ɹoːd̪.d̪eː.ɕə/,सम्-अरोद्देश,0
347176,,समरोद्यत,a,ap----a--a,,,,/sə.mə.ɹoːd̪.jə.t̪ə/,सम्-अरोद्यत,0
347177,,समरोपाय,n,n-----m--a,,,,/sə.mə.ɹoː.pɑː.jə/,सम्-अरोपाय,0
347178,,समरोत्सव,n,n-----m--a,,,,/sə.mə.ɹoːt̪.sə.ʋə/,सम्-अरोत्सव,0
347179,30564,समर्पक,a,ap----a--a,,,,/sə.ˈməɹ.pə.kə/,सम्-अर्पक,0
347180,,समर्पकता,n,n-----f--ā,,,,/sə.ˈməɹ.pə.kə.t̪ɑː/,सम्-अर्पक-ता,0
347181,,समर्पयितव्य,a,ap----a--a,,,,/sə.ˈməɹ.pə.ji.ˈt̪əʋ.jə/,सम्-अर्पयितव्य,0
347182,30568,समर्पयितृ,a,ap----a--r,,,,/sə.ˈməɹ.pə.ji.t̪ɹ̩/,सम्-अर्पयितृ,0
347183,30565,समर्पण,n,n-----n--a,,,,/sə.ˈməɹ.pə.ɳə/,सम्-अर्पण,0
347184,30566,समर्पणीय,a,ap----a--a,,,,/sə.ˈməɹ.pə.ɳiː.jə/,सम्-अर्पणीय,0
347185,,समर्पित,a,ap----a--a,,,,/sə.ˈməɹ.pi.t̪ə/,सम्-अर्पित,0
347186,,समर्पितवत्,a,ap----a--c,,,,/sə.ˈməɹ.pi.t̪ə.ʋət̪/,सम्-अर्पित-वत्,0
347187,,समर्प्य,a,ap----a--a,,,,/sə.ˈməɹ.pjə/,सम्-अर्प्य,0
347188,,समर्थ्,v,v----d--0- v----d--1-,,,,/sə.məɹt̪ʰ/,सम्-अर्थ्,0
347189,29563,समर्थ,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈməɹ.t̪ʰə/,सम्-अर्थ,0
347192,29562,समर्थ,n,n-----n--a,,,,/sə.ˈməɹ.t̪ʰə/,सम्-अर्थ,0
347193,29561,समर्थ,n,n-----m--a,,,,/sə.ˈməɹ.t̪ʰə/,सम्-अर्थ,0
347194,29564,समर्थक,a,ap----a--a,,,,/sə.ˈməɹ.t̪ʰə.kə/,सम्-अर्थक,0
347195,29565,समर्थक,n,n-----n--a,,,,/sə.ˈməɹ.t̪ʰə.kə/,सम्-अर्थक,0
