03,शारिकानाथ,n,n-----m--a,,,,/ɕɑː.ɹi.kɑː.nɑː.t̪ʰə/,शारिका-नाथ,0
427479,,शास्त्रप्रभा,n,n-----f--ā,,,,/ɕɑːs.ˈt̪ɹəp.ɹə.bʱɑː/,शास्त्र॔-प्रभा,0
427480,,शास्त्रप्रकाश,n,n-----m--a,,,,/ɕɑːs.ˈt̪ɹəp.ɹə.kɑː.ɕə/,शास्त्र॔-प्रकाश,0
427481,,शास्त्रप्रकाशिका,n,n-----f--ā,,,,/ɕɑːs.ˈt̪ɹəp.ɹə.kɑː.ɕi.kɑː/,शास्त्र॔-प्रकाशिका,0
427482,,शास्त्रप्रसङ्ग,n,n-----m--a,,,,/ɕɑːs.ˈt̪ɹəp.ɹə.səŋ.gə/,शास्त्र॔-प्रसङ्ग,0
427483,,शास्त्रप्रवेश,n,n-----m--a,,,,/ɕɑːs.ˈt̪ɹəp.ɹə.ʋeː.ɕə/,शास्त्र॔-प्रवेश,0
427484,132516,शास्त्रपूजनप्रकरण,n,n-----n--a,,,,/ɕɑːs.t̪ɹə.puː.d͡ʑə.ˈnəp.ɹə.kə.ɹə.ɳə/,शास्त्र॔-पूजन-प्रकरण,0
427485,132520,शास्त्रसंग्रह,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.səŋ.gɹə.ɦə/,शास्त्र॔-संग्रह,0
427486,132521,शास्त्रसिद्ध,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ˈsid̪.d̪ʰə/,शास्त्र॔-सिद्ध,0
427487,,शास्त्रसिद्धान्तलेशसंग्रह,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.ˈsid̪.d̪ʰɑːn.t̪ə.leː.ɕə.səŋ.gɹə.ɦə/,शास्त्र॔-सिद्धान्त-लेश-संग्रह,0
427488,,शास्त्रसिद्धान्तलेशसंग्रहसार,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.ˈsid̪.d̪ʰɑːn.t̪ə.leː.ɕə.səŋ.gɹə.ɦə.sɑː.ɹə/,शास्त्र॔-सिद्धान्त-लेश-संग्रह-सार,0
427489,,शास्त्रसार,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.sɑː.ɹə/,शास्त्र॔-सार,0
427490,,शास्त्रसारोद्धार,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.sɑː.ɹoːd̪.d̪ʰɑː.ɹə/,शास्त्र॔-सारोद्धार,0
427491,,शास्त्रसारावलि,n,n-----f--i,,,,/ɕɑːs.t̪ɹə.sɑː.ɹɑː.ʋə.li/,शास्त्र॔-सारावलि,0
427492,131517,शास्त्रतस्,r,rp--------,,,,/ɕɑːs.t̪ɹə.t̪əs/,शास्त्र॔-तस्,0
427493,,शास्त्रतत्त्व,n,n-----n--a,,,,/ɕɑːs.t̪ɹə.ˈt̪ət̪.t̪ʋə/,शास्त्र॔-तत्त्व,0
427494,,शास्त्रतत्त्वज्ञ,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.ˈt̪ət̪.ˈt̪ʋəd͡ʑ.ɲə/,शास्त्र॔-तत्त्व-ज्ञ,0
427495,,शास्त्रतत्त्वज्ञ,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ˈt̪ət̪.ˈt̪ʋəd͡ʑ.ɲə/,शास्त्र॔-तत्त्व-ज्ञ,0
427496,,शास्त्रत्व,n,n-----n--a,,,,/ɕɑːs.ˈt̪ɹət̪.ʋə/,शास्त्र॔-त्व,0
427497,,शास्त्रौघ,n,n-----m--a,,,,/ɕɑːs.ˈt̪ɹəौ.gʰə/,शास्त्रौघ,0
427498,,शास्त्रवक्तृ,n,n-----m--r,,,,/ɕɑːs.t̪ɹə.ˈʋək.t̪ɹ̩/,शास्त्र॔-वक्तृ,0
427499,,शास्त्रवर्जित,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ˈʋəɹ.d͡ʑi.t̪ə/,शास्त्र॔-वर्जित,0
427500,131531,शास्त्रवत्,a,ap----a--c,,,,/ɕɑːs.t̪ɹə.ʋət̪/,शास्त्र॔-वत्,0
427501,,शास्त्रवत्,r,rp--------,,,,/ɕɑːs.t̪ɹə.ʋət̪/,शास्त्र॔-वत्,0
427502,,शास्त्रविद्,a,ap----a--c,,,,/ɕɑːs.t̪ɹə.ʋid̪/,शास्त्र॔-विद्,0
427503,,शास्त्रविधि,n,n-----m--i,,,,/ɕɑːs.t̪ɹə.ʋi.d̪ʰi/,शास्त्र॔-विधि,0
427504,,शास्त्रविधान,n,n-----n--a,,,,/ɕɑːs.t̪ɹə.ʋi.d̪ʰɑː.nə/,शास्त्र॔-विधान,0
427505,,शास्त्रविधानोक्त,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ʋi.d̪ʰɑː.noːk.t̪ə/,शास्त्र॔-विधानोक्त,0
427506,,शास्त्रविमुख,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ʋi.mu.kʰə/,शास्त्र॔-विमुख,0
427507,,शास्त्रविप्रतिषेध,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.ˈʋip.ɹə.t̪i.ʂeː.d̪ʰə/,शास्त्र॔-विप्रतिषेध,0
427508,,शास्त्रविप्रतिषिद्ध,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ˈʋip.ɹə.t̪i.ˈʂid̪.d̪ʰə/,शास्त्र॔-विप्रतिषिद्ध,0
427509,,शास्त्रविरोध,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.ʋi.ɹoː.d̪ʰə/,शास्त्र॔-विरोध,0
427510,,शास्त्रविरुद्ध,a,ap----a--a,,,,/ɕɑːs.t̪ɹə.ʋi.ˈɹud̪.d̪ʰə/,शास्त्र॔-विरुद्ध,0
427511,,शास्त्रव्युत्पत्ति,n,n-----f--i,,,,/ɕɑːs.ˈt̪ɹəʋ.ˈjut̪.ˈpət̪.t̪i/,शास्त्र॔-व्युत्पत्ति,0
427512,,शास्त्रव्याख्या,n,n-----f--ā,,,,/ɕɑːs.ˈt̪ɹəʋ.jɑːkʰ.jɑː/,शास्त्र॔-व्याख्या,0
427513,,शास्त्रवाद,n,n-----m--a,,,,/ɕɑːs.t̪ɹə.ʋɑː.d̪ə/,शास्त्र॔-वाद,0
427514,,शास्त्रवादिन्,n,n-----m--n,,,,/ɕɑːs.t̪ɹə.ʋɑː.d̪in/,शास्त्र॔-वादिन्,0
427515,,शास्त्रयोनि,n,n-----m--i,,,,/ɕɑːs.t̪ɹə.joː.ni/,शास्त्र॔-योनि,0
427555,130773,शातभिष,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.bʱi.ʂə/,शात-भिष,0
427516,,शास्त्रयोनित्व,n,n-----n--a,,,,/ɕɑːs.t̪ɹə.joː.ˈnit̪.ʋə/,शास्त्र॔-योनि-त्व,0
427517,131543,शास्त्रशिल्पिन्,n,n-----m--n,,,,/ɕɑːs.t̪ɹə.ˈɕil.pin/,शास्त्र॔-शिल्पिन्,0
427518,,शास्त्रटीका,n,n-----f--ā,,,,/ɕɑːs.t̪ɹə.ʈiː.kɑː/,शास्त्र॔-टीका,0
427519,131560,शास्त्रिक,a,ap----a--a,,,,/ɕɑːs.t̪ɹi.kə/,शास्त्रिक,0
427520,132524,शास्त्रिन्,a,ap----a--n,,,,/ɕɑːs.t̪ɹin/,शास्त्रिन्,0
427522,132525,शास्त्रिन्,n,n-----m--n,,,,/ɕɑːs.t̪ɹin/,शास्त्रिन्,0
427523,131561,शास्त्रित,a,ap----a--a,,,,/ɕɑːs.t̪ɹi.t̪ə/,शास्त्रित,0
427524,131562,शास्त्रितार्थ,n,n-----m--a,,,,/ɕɑːs.t̪ɹi.t̪ɑːɹ.t̪ʰə/,शास्त्रितार्थ,0
427525,,शास्त्रोक्त,a,ap----a--a,,,,/ɕɑːs.t̪ɹoːk.t̪ə/,शास्त्रोक्त,0
427526,131558,शास्त्रोपदेशक्रम,n,n-----m--a,,,,/ɕɑːs.t̪ɹoː.pə.d̪eː.ˈɕək.ɹə.mə/,शास्त्रोपदेश-क्रम,0
427527,131552,शास्त्राभिज्ञ,a,ap----a--a,,,,/ɕɑːs.t̪ɹɑː.ˈbʱid͡ʑ.ɲə/,शास्त्राभिज्ञ,0
427528,132523,शास्त्राचरण,n,n-----m--a,,,,/ɕɑːs.t̪ɹɑː.t͡ɕə.ɹə.ɳə/,शास्त्राचरण,0
427530,132522,शास्त्राचरण,n,n-----n--a,,,,/ɕɑːs.t̪ɹɑː.t͡ɕə.ɹə.ɳə/,शास्त्राचरण,0
427531,131546,शास्त्राध्यापक,n,n-----m--a,,,,/ɕɑːs.t̪ɹɑːd̪ʰ.jɑː.pə.kə/,शास्त्राध्यापक,0
427532,,शास्त्राननुष्ठान,n,n-----n--a,,,,/ɕɑːs.t̪ɹɑː.nə.ˈnuʂ.ʈʰɑː.nə/,शास्त्राननुष्ठान,0
427533,,शास्त्रानुसार,n,n-----m--a,,,,/ɕɑːs.t̪ɹɑː.nu.sɑː.ɹə/,शास्त्रानुसार,0
427534,131549,शास्त्रानुष्ठित,a,ap----a--a,,,,/ɕɑːs.t̪ɹɑː.ˈnuʂ.ʈʰi.t̪ə/,शास्त्रानुष्ठित,0
427535,,शास्त्रानुष्ठान,n,n-----n--a,,,,/ɕɑːs.t̪ɹɑː.ˈnuʂ.ʈʰɑː.nə/,शास्त्रानुष्ठान,0
427536,,शास्त्रान्वित,a,ap----a--a,,,,/ɕɑːs.t̪ɹɑːn.ʋi.t̪ə/,शास्त्रान्वित,0
427537,,शास्त्रारम्भसमर्थन,n,n-----n--a,,,,/ɕɑːs.t̪ɹɑː.ɹəm.bʱə.sə.ˈməɹ.t̪ʰə.nə/,शास्त्रारम्भ-समर्थन,0
427538,,शास्त्रारम्भवादार्थ,n,n-----m--a,,,,/ɕɑːs.t̪ɹɑː.ɹəm.bʱə.ʋɑː.d̪ɑːɹ.t̪ʰə/,शास्त्रारम्भ-वादार्थ,0
427539,,शास्त्रार्थ,n,n-----m--a,,,,/ɕɑːs.t̪ɹɑːɹ.t̪ʰə/,शास्त्रार्थ,0
427540,131544,शास्त्रातिक्रम,n,n-----m--a,,,,/ɕɑːs.t̪ɹɑː.ˈt̪ik.ɹə.mə/,शास्त्रातिक्रम,0
427541,131556,शास्त्रावर्तलिपि,n,n-----f--i,,,,/ɕɑːs.t̪ɹɑː.ˈʋəɹ.t̪ə.li.pi/,शास्त्रावर्त-लिपि,0
427542,131563,शास्त्रीय,a,ap----a--a,,,,/ɕɑːs.t̪ɹiː.jə/,शास्त्रीय,0
427543,131564,शास्त्रीयत्व,n,n-----n--a,,,,/ɕɑːs.t̪ɹiː.ˈjət̪.ʋə/,शास्त्रीय-त्व,0
427544,131503,शास्तृ,n,n-----m--r,,,,/ɕɑːs.t̪ɹ̩/,शास्तृ,0
427545,131505,शास्तृक,a,ap----a--a,,,,/ɕɑːs.t̪ɹ̩.kə/,शास्तृक,0
427546,131504,शास्तृत्व,n,n-----n--a,,,,/ɕɑːs.ˈt̪ɹ̩t̪.ʋə/,शास्तृ-त्व,0
427547,131500,शासुस्,n,n-----n-su,,,,/ɕɑː.sus/,शा॔सुस्,0
427548,,शास्य,a,ap----a--a,,,,/ɕɑːs.jə/,शा॔स्य,0
427549,131259,शात,n,n-----n--a,,,,/ɕɑː.t̪ə/,शात,0
427550,131259,शात,n,n-----n--a,,,,/ɕɑː.t̪ə/,शात॔,0
427551,131260,शात,a,ap----a--a,,,,/ɕɑː.t̪ə/,शात,0
427552,131260,शात,a,ap----a--a,,,,/ɕɑː.t̪ə/,शात॔,0
427554,130763,शात,n,n-----m--a,,,,/ɕɑː.t̪ə/,शात,0
427556,,शातभिषज,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.bʱi.ʂə.d͡ʑə/,शात-भिषज,0
427557,130775,शातभीरु,n,n-----m--u,,,,/ɕɑː.t̪ə.bʱiː.ɹu/,शात-भीरु,0
427558,130766,शातद्वारेय,n,n-----m--a,,,,/ɕɑː.ˈt̪əd̪.ʋɑː.ɹeː.jə/,शात-द्वारेय,0
427559,130780,शातह्रद,a,ap----a--a,,,,/ɕɑː.ˈt̪əɦ.ɹə.d̪ə/,शात-ह्रद,0
427560,130781,शातक,n,n-----m--a,,,,/ɕɑː.t̪ə.kə/,शातक,0
427561,130782,शातकर्णि,n,n-----m--i,,,,/ɕɑː.t̪ə.ˈkəɹ.ɳi/,शातकर्णि,0
427562,,शातकर्णिन्,n,n-----m--n,,,,/ɕɑː.t̪ə.ˈkəɹ.ɳin/,शातकर्णिन्,0
427563,131264,शातकौम्भ,a,ap----a--a,,,,/ɕɑː.t̪ə.ˈkəौm.bʱə/,शात-कौम्भ,0
427564,131265,शातकौम्भ,n,n-----n--a,,,,/ɕɑː.t̪ə.ˈkəौm.bʱə/,शात-कौम्भ,0
427565,,शातकौम्भमय,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.ˈkəौm.bʱə.mə.jə/,शात-कौम्भ-मय,0
427566,131266,शातक्रतव,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.ˈt̪ək.ɹə.t̪ə.ʋə/,शात-क्रतव,0
427567,131262,शातकुम्भ,a,ap----a--a,,,,/ɕɑː.t̪ə.kum.bʱə/,शात-कुम्भ,0
427568,131261,शातकुम्भ,n,n-----n--a,,,,/ɕɑː.t̪ə.kum.bʱə/,शात-कुम्भ,0
427570,131263,शातकुम्भ,n,n-----m--a,,,,/ɕɑː.t̪ə.kum.bʱə/,शात-कुम्भ,0
427571,,शातकुम्भद्रव,n,n-----n--a,,,,/ɕɑː.t̪ə.kum.ˈbʱəd̪.ɹə.ʋə/,शात-कुम्भ-द्रव,0
427572,,शातकुम्भमय,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.kum.bʱə.mə.jə/,शात-कुम्भ-मय,0
427573,130784,शातलेय,n,n-----m--a,,,,/ɕɑː.t̪ə.leː.jə/,शातलेय,0
427574,,शातला,n,n-----f--ā,,,,/ɕɑː.t̪ə.lɑː/,शातला,0
427575,131268,शातमन्यव,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.mən.jə.ʋə/,शात-मन्यव,0
427576,,शातमान,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.mɑː.nə/,शात-मान,0
427579,131258,शातन,n,n-----n--a,,,,/ɕɑː.t̪ə.nə/,शातन,0
427580,131257,शातन,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.nə/,शातन,0
427584,130771,शातपर्णेय,n,n-----m--a,,,,/ɕɑː.t̪ə.ˈpəɹ.ɳeː.jə/,शात-पर्णेय,0
427585,,शातपत,a,ap----a--a,,,,/ɕɑː.t̪ə.pə.t̪ə/,शात-पत,0
427586,131267,शातपथ,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪ə.pə.t̪ʰə/,शात-पथ,0
427587,,शातपथिक,n,n-----m--a,,,,/ɕɑː.t̪ə.pə.t̪ʰi.kə/,शात-पथिक,0
427588,,शातपत्त्र,a,ap----a--a,,,,/ɕɑː.t̪ə.ˈpət̪.t̪ɹə/,शात-पत्त्र,0
427589,130769,शातपत्त्रक,n,n-----m--a,,,,/ɕɑː.t̪ə.ˈpət̪.t̪ɹə.kə/,शात-पत्त्रक,0
427590,130770,शातपत्त्रकी,n,n-----f--ī,,,,/ɕɑː.t̪ə.ˈpət̪.t̪ɹə.kiː/,शात-पत्त्रकी,0
427591,130772,शातपुत्रक,n,n-----n--a,,,,/ɕɑː.t̪ə.ˈput̪.ɹə.kə/,शात-पुत्रक,0
427592,130777,शातरात्रिक,a,ap----a--a,,,,/ɕɑː.t̪ə.ɹɑːt̪.ɹi.kə/,शात-रात्रिक,0
427593,130778,शातवनेय,n,n-----m--a,,,,/ɕɑː.t̪ə.ʋə.neː.jə/,शात-वनेय॔,0
427594,130785,शातवाहन,n,n-----m--a,,,,/ɕɑː.t̪ə.ʋɑː.ɦə.nə/,शातवाहन,0
427595,130760,शातशिख,a,ap----a--a,,,,/ɕɑː.t̪ə.ɕi.kʰə/,शात॔-शिख,0
427596,130779,शातशूर्प,n,n-----m--a,,,,/ɕɑː.t̪ə.ɕuːɹ.pə/,शात-शूर्प,0
427597,130761,शातशृङ्गिन्,n,n-----m--n,,,,/ɕɑː.t̪ə.ɕɹ̩ŋ.gin/,शात॔-शृङ्गिन्,0
427598,130765,शातिन्,a,ap----a--n,,,,/ɕɑː.t̪in/,शातिन्,0
427599,,शातित,a,ap----a--a,,,,/ɕɑː.t̪i.t̪ə/,शातित,0
427600,131256,शातोदर,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.t̪oː.d̪ə.ɹə/,शातोदर,0
427601,,शातोदरत्व,n,n-----n--a,,,,/ɕɑː.t̪oː.d̪ə.ˈɹət̪.ʋə/,शातोदर-त्व,0
427602,130788,शात्र,n,n-----n--a,,,,/ɕɑːt̪.ɹə/,शात्र,0
427603,132262,शात्रव,n,n-----n--a,,,,/ɕɑːt̪.ɹə.ʋə/,शात्रव,0
427604,132261,शात्रव,n,n-----m--a,,,,/ɕɑːt̪.ɹə.ʋə/,शात्रव,0
427605,132260,शात्रव,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːt̪.ɹə.ʋə/,शात्रव,0
427607,,शात्रवेङ्गित,n,n-----n--a,,,,/ɕɑːt̪.ɹə.ʋeːŋ.gi.t̪ə/,शात्रवेङ्गित,0
427608,130790,शात्रवीय,a,ap----a--a,,,,/ɕɑːt̪.ɹə.ʋiː.jə/,शात्रवीय,0
427609,130791,शात्रुंतपि,n,n-----m--i,,,,/ɕɑːt̪.ɹun.t̪ə.pi/,शात्रुंतपि,0
427610,130792,शात्रुंतपीय,n,n-----m--a,,,,/ɕɑːt̪.ɹun.t̪ə.piː.jə/,शात्रुंतपीय,0
427611,130793,शात्वल,n,n-----m--a,,,,/ɕɑːt̪.ʋə.lə/,शात्वल,0
427612,130786,शाताहर,n,n-----m--a,,,,/ɕɑː.t̪ɑː.ɦə.ɹə/,शाताहर,0
427613,130787,शाताहरेय,n,n-----m--a,,,,/ɕɑː.t̪ɑː.ɦə.ɹeː.jə/,शाताहरेय,0
427614,131255,शातातप,n,n-----m--a,,,,/ɕɑː.t̪ɑː.t̪ə.pə/,शातातप,0
427615,,शातातपस्मृति,n,n-----f--i,,,,/ɕɑː.t̪ɑː.t̪ə.ˈpəs.mɹ̩.t̪i/,शातातप-स्मृति,0
427616,,शातातपीय,a,ap----a--a,,,,/ɕɑː.t̪ɑː.t̪ə.piː.jə/,शातातपीय,0
427617,132495,शाव,n,n-----n--a,,,,/ɕɑː.ʋə/,शाव,0
427618,132494,शाव,a,ap----a--a,,,,/ɕɑː.ʋə/,शाव,0
427619,131458,शाव,n,n-----m--a,,,,/ɕɑː.ʋə/,शाव,0
427620,131460,शावक,n,n-----m--a,,,,/ɕɑː.ʋə.kə/,शावक,0
427621,131461,शावसायन,n,n-----m--a,,,,/ɕɑː.ʋə.sɑː.jə.nə/,शावसायन,0
427622,,शावत्व,n,n-----n--a,,,,/ɕɑː.ˈʋət̪.ʋə/,शाव-त्व,0
427623,131462,शाविरी,n,n-----f--ī,,,,/ɕɑː.ʋi.ɹiː/,शाविरी,0
427624,,शावाशौच,n,n-----n--a,,,,/ɕɑː.ʋɑː.ˈɕəौ.t͡ɕə/,शावाशौच,0
427625,130983,शाय,a,ap----a--a,,,,/ɕɑː.jə/,शाय,0
427626,132349,शायक,a,ap----a--a,,ap----f--ā=>िका,,/ɕɑː.jə.kə/,शायक,0
427627,130990,शायन,n,n-----n--a,,,,/ɕɑː.jə.nə/,शायन,0
427628,130991,शायस्थि,n,n-----m--i,,,,/ɕɑː.ˈjəs.t̪ʰi/,शायस्थि,0
427629,,शाययितव्य,a,ap----a--a,,,,/ɕɑː.jə.ji.ˈt̪əʋ.jə/,शाययितव्य,0
427630,130988,शायण्डायन,n,n-----m--a,,,,/ɕɑː.ˈjəɳ.ɖɑː.jə.nə/,शायण्डायन,0
427631,130989,शायण्डायनभक्त,a,ap----a--a,,,,/ɕɑː.ˈjəɳ.ɖɑː.jə.nə.ˈbʱək.t̪ə/,शायण्डायन-भक्त,0
427632,132348,शायिका,n,n-----f--ā,,,,/ɕɑː.ji.kɑː/,शायिका,0
427633,130986,शायिन्,a,ap----a--n,,,,/ɕɑː.jin/,शायिन्,0
427634,130985,शायिता,n,n-----f--ā,,,,/ɕɑː.ji.t̪ɑː/,शायि-ता,0
427635,130987,शाय्यिक,a,ap----a--a,,,,/ɕɑːj.ji.kə/,शाय्यिक,0
427636,131463,शाश,a,ap----a--a,,,,/ɕɑː.ɕə/,शाश,0
427637,132497,शाशबिन्दु,a,ap----a--u,,ap----f--ī=>ी,,/ɕɑː.ɕə.bin.d̪u/,शाशबिन्दु,0
427638,,शाशक,a,ap----a--a,,,,/ɕɑː.ɕə.kə/,शाशक,0
427639,131465,शाशकर्णि,n,n-----m--i,,,,/ɕɑː.ɕə.ˈkəɹ.ɳi/,शाशकर्णि,0
427640,131467,शाशिक,n,n-----m--a,,,,/ɕɑː.ɕi.kə/,शाशिक,0
427642,132498,शाश्वत,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːɕʋət̪ə/,शाश्वत॔,0
427644,132501,शाश्वत,n,n-----n--a,,,,/ɕɑːɕʋət̪ə/,शाश्वत॔,0
427645,132499,शाश्वत,n,n-----m--a,,,,/ɕɑːɕʋət̪ə/,शाश्वत॔,0
427937,123691,शीलन,n,n-----n--a,,,,/ɕiː.lə.nə/,शीलन,0
427648,131469,शाश्वतमन्दिर,a,ap----a--a,,,,/ɕɑːɕʋət̪əmənd̪iɹə/,शाश्वत॔-मन्दिर,0
427649,,शाश्वतत्व,n,n-----n--a,,,,/ɕɑːɕʋət̪ət̪ʋə/,शाश्वत॔-त्व,0
427650,131471,शाश्वतेन्द्र,n,n-----m--a,,,,/ɕɑːɕʋət̪eːnd̪ɹə/,शाश्वतेन्द्र,0
427651,131472,शाश्वतिक,a,ap----a--a,,,,/ɕɑːɕʋət̪ikə/,शाश्वतिक,0
427652,131473,शाश्वतिकता,n,n-----f--ā,,,,/ɕɑːɕʋət̪ikət̪ɑː/,शाश्वतिक-ता,0
427653,131470,शाश्वतानन्द,n,n-----m--a,,,,/ɕɑːɕʋət̪ɑːnənd̪ə/,शाश्वतानन्द,0
427654,132500,शाश्वती,n,n-----f--ī,,,,/ɕɑːɕʋət̪iː/,शाश्वती॔,0
427655,,शाशादनक,a,ap----a--a,,,,/ɕɑː.ɕɑː.d̪ə.nə.kə/,शाशादनक,0
427656,,शाड्,v,v----d--1-,,,,/ɕɑːɖ/,शाड्,0
427657,,शाडव,n,n-----m--a,,,,/ɕɑː.ɖə.ʋə/,शाडव,0
427658,131217,शांकर,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːŋ.kə.ɹə/,शांकर,0
427660,131219,शांकर,n,n-----n--a,,,,/ɕɑːŋ.kə.ɹə/,शांकर,0
427661,131218,शांकर,n,n-----m--a,,,,/ɕɑːŋ.kə.ɹə/,शांकर,0
427662,130687,शांकरब्राह्मण,n,n-----n--a,,,,/ɕɑːŋ.kə.ˈɹəb.ɹɑːɦ.mə.ɳə/,शांकर-ब्राह्मण,0
427663,130688,शांकरि,n,n-----m--i,,,,/ɕɑːŋ.kə.ɹi/,शांकरि,0
427664,130689,शांकरी,n,n-----f--ī,,,,/ɕɑːŋ.kə.ɹiː/,शांकरी,0
427666,131220,शांकरीक्रोड,n,n-----m--a,,,,/ɕɑːŋ.kə.ɹiːk.ɹoː.ɖə/,शांकरी-क्रोड,0
427667,,शांकरीरत्नमाला,n,n-----f--ā,,,,/ɕɑːŋ.kə.ɹiː.ˈɹət̪.nə.mɑː.lɑː/,शांकरी-रत्नमाला,0
427668,130690,शांकरीय,n,n-----n--a,,,,/ɕɑːŋ.kə.ɹiː.jə/,शांकरीय,0
427670,132307,शांतनव,n,n-----m--a,,,,/ɕɑːn.t̪ə.nə.ʋə/,शांतनव,0
427672,132306,शांतनव,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːn.t̪ə.nə.ʋə/,शांतनव,0
