,भूमिपतित्व,n,n-----n--a,,,,/bʱuː.mi.pə.ˈt̪it̪.ʋə/,भूमि-पति-त्व,0
235169,148882,बाह्वोजस्,n,n-----n-sa,,,,/bɑːɦ.ʋoː.d͡ʑəs/,बाह्व्-ओ॔जस्,0
235170,148096,बाह्वृच्य,n,n-----n--a,,,,/bɑːɦ.ˈʋɹ̩t͡ɕ.jə/,बा॔ह्वृच्य,0
235171,148892,बाह्य,a,ap----a--a,,ap----f--ā=>ा,,/bɑːɦ.jə/,बाह्य,0
235173,148893,बाह्य,n,n-----m--a,,,,/bɑːɦ.jə/,बाह्य,0
235175,,बाह्य,n,n--------a,,,n-----f--ā=बाह्यआ,/bɑːɦ.jə/,बाह्य,0
235176,148105,बाह्यद्रुति,n,n-----f--i,,,,/bɑːɦ.ˈjəd̪.ɹu.t̪i/,बाह्य-द्रुति,0
235177,148099,बाह्यकक्ष,n,n-----m--a,,,,/bɑːɦ.jə.ˈkək.ʂə/,बाह्य-कक्ष,0
235178,148100,बाह्यकरण,n,n-----n--a,,,,/bɑːɦ.jə.kə.ɹə.ɳə/,बाह्य-करण,0
235179,148101,बाह्यकर्ण,n,n-----m--a,,,,/bɑːɦ.jə.ˈkəɹ.ɳə/,बाह्य-कर्ण,0
235180,148124,बाह्यकसृञ्जरी,n,n-----f--ī,,,,/bɑːɦ.jə.kə.sɹ̩ɲ.d͡ʑə.ɹiː/,बाह्यक-सृञ्जरी,0
235181,148102,बाह्यकुण्ड,n,n-----m--a,,,,/bɑːɦ.jə.ˈkuɳ.ɖə/,बाह्य-कुण्ड,0
235182,148125,बाह्यका,n,n-----f--ā,,,,/bɑːɦ.jə.kɑː/,बाह्यका,0
235183,148109,बाह्यलिङ्गिन्,n,n-----m--n,,,,/bɑːɦ.jə.liŋ.gin/,बाह्य-लिङ्गिन्,0
235184,,बाह्यम्,r,rp--------,,,,/bɑːɦ.jəm/,बाह्यम्,0
235185,148106,बाह्यप्रकृति,n,n-----f--i,,,,/bɑːɦ.ˈjəp.ɹə.kɹ̩.t̪i/,बाह्य-प्रकृति,0
235186,148107,बाह्यप्रयत्न,n,n-----m--a,,,,/bɑːɦ.ˈjəp.ɹə.ˈjət̪.nə/,बाह्य-प्रयत्न,0
235187,,बाह्यरत,n,n-----n--a,,,,/bɑːɦ.jə.ɹə.t̪ə/,बाह्य-रत,0
235188,148112,बाह्यसम्भोग,n,n-----m--a,,,,/bɑːɦ.jə.səm.bʱoː.gə/,बाह्य-सम्भोग,0
235189,,बाह्यस्पर्श,n,n-----m--a,,,,/bɑːɦ.ˈjəs.pə.ɹɕə/,बाह्य-स्पर्श,0
235190,148103,बाह्यतद्धित,n,n-----n--a,,,,/bɑːɦ.jə.ˈt̪əd̪.d̪ʰi.t̪ə/,बाह्य-तद्धित,0
235192,148895,बाह्यतस्,r,rp--------,,,,/bɑːɦ.jə.t̪əs/,बाह्य-त॔स्,0
235193,,बाह्यतोनर,n,n-----m--a,,,,/bɑːɦ.jə.t̪oː.nə.ɹə/,बाह्य-तो-नर,0
235194,,बाह्यत्व,n,n-----n--a,,,,/bɑːɦ.ˈjət̪.ʋə/,बाह्य-त्व,0
235195,148896,बाह्यता,n,n-----f--ā,,,,/bɑːɦ.jə.t̪ɑː/,बाह्य-ता,0
235196,,बाह्यवस्तु,n,n-----n--u,,,,/bɑːɦ.jə.ˈʋəs.t̪u/,बाह्य-वस्तु,0
235197,,बाह्यवासिन्,a,ap----a--n,,,,/bɑːɦ.jə.ʋɑː.sin/,बाह्य-वासिन्,0
235198,,बाह्ये,r,rp--------,,,,/bɑːɦ.jeː/,बाह्ये,0
235199,,बाह्येन,r,rp--------,,,,/bɑːɦ.jeː.nə/,बाह्येन,0
235200,,बाह्येन्द्रिय,n,n-----n--a,,,,/bɑːɦ.jeːn.d̪ɹi.jə/,बाह्येन्द्रिय,0
235201,,बाह्योपवन,n,n-----n--a,,,,/bɑːɦ.joː.pə.ʋə.nə/,बाह्योपवन,0
235202,148894,बाह्या,n,n-----f--ā,,,,/bɑːɦ.jɑː/,बाह्या,0
235203,,बाह्याभ्यन्तर,a,ap----a--a,,,,/bɑːɦ.jɑːbʱ.jən.t̪ə.ɹə/,बाह्याभ्यन्तर,0
235204,148119,बाह्यालय,n,n-----m--a,,,,/bɑːɦ.jɑː.lə.jə/,बाह्यालय,0
235205,148115,बाह्यान्त,n,n-----m--a,,,,/bɑːɦ.jɑːn.t̪ə/,बाह्यान्त,0
235206,,बाह्यान्तर्,r,rp--------,,,,/bɑːɦ.jɑːn.t̪əɹ/,बाह्यान्तर्,0
235207,,बाह्यार्थ,n,n-----m--a,,,,/bɑːɦ.jɑːɹ.t̪ʰə/,बाह्यार्थ,0
235208,,बाह्यार्थभङ्गनिराकरण,n,n-----n--a,,,,/bɑːɦ.jɑːɹ.t̪ʰə.bʱəŋ.gə.ni.ɹɑː.kə.ɹə.ɳə/,बाह्यार्थ-भङ्ग-निराकरण,0
235209,148898,बाह्यार्थवाद,n,n-----m--a,,,,/bɑːɦ.jɑːɹ.t̪ʰə.ʋɑː.d̪ə/,बाह्यार्थ-वाद,0
235210,,बाह्यार्थवादिन्,a,ap----a--n,,,,/bɑːɦ.jɑːɹ.t̪ʰə.ʋɑː.d̪in/,बाह्यार्थ-वादिन्,0
235211,,बाह्यात्,r,rp--------,,,,/bɑːɦ.jɑːt̪/,बाह्यात्,0
235212,202769,बाह्यायाम,n,n-----m--a,,,,/bɑːɦ.jɑː.jɑː.mə/,बाह्यायाम,0
235213,148120,बाह्याशकल,n,n-----m--a,,,,/bɑːɦ.jɑː.ɕə.kə.lə/,बाह्या-शकल॔,0
235214,148121,बाह्याश्व,n,n-----m--a,,,,/bɑːɦjɑːɕʋə/,बाह्याश्व,0
235215,148114,बाह्यांस,a,ap----a--a,,,,/bɑːɦ.jɑː̃.sə/,बाह्यांस,0
235216,148026,बाहाबाहवि,r,rp--------,,,,/bɑː.ɦɑː.bɑː.ɦə.ʋi/,बाहा-बाहवि,0
235217,148033,बाहादुर,n,n-----m--a,,,,/bɑː.ɦɑː.d̪u.ɹə/,बाहादुर,0
235218,148856,बाहीक,a,ap----a--a,,,,/bɑː.ɦiː.kə/,बाहीक॔,0
235219,148858,बाहीक,n,n-----n--a,,,,/bɑː.ɦiː.kə/,बाहीक॔,0
235220,148857,बाहीक,n,n-----m--a,,,,/bɑː.ɦiː.kə/,बाहीक॔,0
235225,148082,बाहूबाहवि,r,rp--------,,,,/bɑː.ɦuː.bɑː.ɦə.ʋi/,बाहू-बाहवि,0
235226,148080,बाहूपपीडम्,r,rp--------,,,,/bɑː.ɦuː.pə.piː.ɖəm/,बाहूपपीडम्,0
235227,148079,बाहूत्क्षेपम्,r,rp--------,,,,/bɑː.ɦuːt̪.kʂeː.pəm/,बाहूत्क्षेपम्,0
235228,147412,बाजबहादुरचन्द्र,n,n-----m--a,,,,/bɑː.d͡ʑə.bə.ɦɑː.d̪u.ɹə.t͡ɕən.d̪ɹə/,बाज-बहादुर-चन्द्र,0
235229,147408,बाक,n,n-----n--a,,,,/bɑː.kə/,बाक,0
235230,147409,बाकरुका,n,n-----f--ā,,,,/bɑː.kə.ɹu.kɑː/,बाकरुका,0
235231,147843,बाकुल,a,ap----a--a,,,,/bɑː.ku.lə/,बाकुल,0
235232,147844,बाकुल,n,n-----n--a,,,,/bɑː.ku.lə/,बाकुल,0
235233,147411,बाकुर,n,n-----m--a,,,,/bɑː.ku.ɹə/,बाकुर॔,0
235234,147410,बाकायन,n,n-----m--a,,,,/bɑː.kɑː.jə.nə/,बाकायन,0
235235,147544,बाल्,r,rp--------,,,,/bɑːl/,बा॔ल्,0
235248,147590,बालबन्धन,n,n-----m--a,,,,/bɑː.lə.bən.d̪ʰə.nə/,बाल-बन्धन,0
235249,147594,बालभद्रक,n,n-----n--a,,,,/bɑː.lə.ˈbʱəd̪.ɹə.kə/,बाल-भद्रक,0
235250,147598,बालभैरवीदीपदान,n,n-----n--a,,,,/bɑː.lə.bʱɑːi.ɹə.ʋiː.d̪iː.pə.d̪ɑː.nə/,बाल-भैरवी-दीप-दान,0
235251,147599,बालभैषज्य,n,n-----n--a,,,,/bɑː.lə.bʱɑːi.ˈʂəd͡ʑ.jə/,बाल-भैषज्य,0
235252,147593,बालभञ्जक,n,n-----m--a,,,,/bɑː.lə.bʱəɲ.d͡ʑə.kə/,बाल-भञ्जक,0
235253,147600,बालभोज्य,n,n-----n--a,,,,/bɑː.lə.bʱoːd͡ʑ.jə/,बाल-भोज्य,0
235254,147595,बालभारत,n,n-----n--a,,,,/bɑː.lə.bʱɑː.ɹə.t̪ə/,बाल-भारत,0
235255,,बालभाव,n,n-----m--a,,,,/bɑː.lə.bʱɑː.ʋə/,बाल-भाव,0
235256,,बालभाषाव्याकरणसूत्रवृत्ति,n,n-----f--i,,,,/bɑː.lə.bʱɑː.ʂɑːʋ.jɑː.kə.ɹə.ɳə.suːt̪.ɹə.ˈʋɹ̩t̪.t̪i/,बाल-भाषा-व्याकरण-सूत्र-वृत्ति,0
235257,,बालभूषा,n,n-----f--ā,,,,/bɑː.lə.bʱuː.ʂɑː/,बाल-भूषा,0
235258,,बालभूषासार,n,n-----m--a,,,,/bɑː.lə.bʱuː.ʂɑː.sɑː.ɹə/,बाल-भूषा-सार,0
235259,147597,बालभृत्य,n,n-----m--a,,,,/bɑː.lə.ˈbʱɹ̩t̪.jə/,बाल-भृत्य,0
235260,147592,बालबोध,n,n-----m--a,,,,/bɑː.lə.boː.d̪ʰə/,बाल-बोध,0
235261,147910,बालबोधक,n,n-----m--a,,,,/bɑː.lə.boː.d̪ʰə.kə/,बाल-बोधक,0
235262,147912,बालबोधनी,n,n-----f--ī,,,,/bɑː.lə.boː.d̪ʰə.niː/,बाल-बोधनी,0
235263,,बालबोधनीभावप्रकाश,n,n-----m--a,,,,/bɑː.lə.boː.d̪ʰə.niː.bʱɑː.ˈʋəp.ɹə.kɑː.ɕə/,बाल-बोधनी-भाव-प्रकाश,0
235264,,बालबोधनीन्यास,n,n-----m--a,,,,/bɑː.lə.boː.d̪ʰə.niːn.jɑː.sə/,बाल-बोधनी-न्यास,0
235265,147911,बालबोधिका,n,n-----f--ā,,,,/bɑː.lə.boː.d̪ʰi.kɑː/,बाल-बोधिका,0
235266,147591,बालबुद्धिप्रकाशिनी,n,n-----f--ī,,,,/bɑː.lə.ˈbud̪.ˈd̪ʰip.ɹə.kɑː.ɕi.niː/,बाल-बुद्धि-प्रकाशिनी,0
235267,,बालचन्द्र,n,n-----m--a,,,,/bɑː.lə.t͡ɕən.d̪ɹə/,बाल-चन्द्र,0
235268,147905,बालचन्द्र,n,n-----n--a,,,,/bɑː.lə.t͡ɕən.d̪ɹə/,बाल-चन्द्र,0
235269,147560,बालचन्द्रिका,n,n-----f--ā,,,,/bɑː.lə.t͡ɕən.d̪ɹi.kɑː/,बाल-चन्द्रिका,0
235270,147561,बालचरित,n,n-----n--a,,,,/bɑː.lə.t͡ɕə.ɹi.t̪ə/,बाल-चरित,0
235271,,बालचरितनामन्,n,n-----n--n,,,,/bɑː.lə.t͡ɕə.ɹi.t̪ə.nɑː.mən/,बाल-चरित-नामन्,0
235272,147906,बालचरित्व,n,n-----n--a,,,,/bɑː.lə.t͡ɕə.ˈɹit̪.ʋə/,बाल-चरित्व,0
235273,147907,बालचर्य,n,n-----m--a,,,,/bɑː.lə.ˈt͡ɕəɹ.jə/,बाल-चर्य,0
235274,147908,बालचर्या,n,n-----f--ā,,,,/bɑː.lə.ˈt͡ɕəɹ.jɑː/,बाल-चर्या,0
235275,147563,बालचिकित्सा,n,n-----f--ā,,,,/bɑː.lə.t͡ɕi.ˈkit̪.sɑː/,बाल-चिकित्सा,0
235276,147562,बालचातुर्भद्रिका,n,n-----f--ā,,,,/bɑː.lə.t͡ɕɑː.ˈt̪uɹ.ˈbʱəd̪.ɹi.kɑː/,बाल-चातुर्भद्रिका,0
235277,147564,बालचूत,n,n-----m--a,,,,/bɑː.lə.t͡ɕuː.t̪ə/,बाल-चूत,0
235278,147574,बालदलक,n,n-----m--a,,,,/bɑː.lə.d̪ə.lə.kə/,बाल-दलक,0
235279,147573,बालदर्शम्,r,rp--------,,,,/bɑː.lə.d̪ə.ɹɕəm/,बाल-दर्शम्,0
235280,147575,बालदेव,n,n-----m--a,,,,/bɑː.lə.d̪eː.ʋə/,बाल-देव,0
235281,,बालधन,n,n-----n--a,,,,/bɑː.lə.d̪ʰə.nə/,बाल-धन,0
235282,147553,बालगज,n,n-----m--a,,,,/bɑː.lə.gə.d͡ʑə/,बाल-गज,0
235283,147555,बालगर्भिणी,n,n-----f--ī,,,,/bɑː.lə.ˈgəɹ.bʱi.ɳiː/,बाल-गर्भिणी,0
235284,147558,बालगौरीतीर्थ,n,n-----n--a,,,,/bɑː.lə.ˈgəौ.ɹiː.t̪iːɹ.t̪ʰə/,बाल-गौरी-तीर्थ,0
235285,147554,बालगणपतिपूजा,n,n-----f--ā,,,,/bɑː.lə.gə.ɳə.pə.t̪i.puː.d͡ʑɑː/,बाल-गणपति-पूजा,0
235286,,बालघ्न,n,n-----m--a,,,,/bɑː.ˈləgʰ.nə/,बाल-घ्न,0
235287,147902,बालगोपाल,n,n-----m--a,,,,/bɑː.lə.goː.pɑː.lə/,बाल-गोपाल,0
235288,,बालगोपालतीर्थ,n,n-----m--a,,,,/bɑː.lə.goː.pɑː.lə.t̪iːɹ.t̪ʰə/,बाल-गोपाल-तीर्थ,0
235289,,बालगोपालयतीन्द्र,n,n-----m--a,,,,/bɑː.lə.goː.pɑː.lə.jə.t̪iːn.d̪ɹə/,बाल-गोपाल-यतीन्द्र,0
235290,147557,बालगोविन्द,n,n-----m--a,,,,/bɑː.lə.goː.ʋin.d̪ə/,बाल-गोविन्द,0
235291,147903,बालग्रह,n,n-----m--a,,,,/bɑː.ˈləg.ɹə.ɦə/,बाल-ग्र॔ह,0
235292,206319,बालग्रहप्रतिषेध,n,n-----m--a,,,,/bɑː.ˈləg.ɹə.ˈɦəp.ɹə.t̪i.ʂeː.d̪ʰə/,बाल-ग्र॔ह-प्रतिषेध,0
235293,,बालग्रहयोगशान्ति,n,n-----f--i,,,,/bɑː.ˈləg.ɹə.ɦə.joː.gə.ɕɑːn.t̪i/,बाल-ग्र॔ह-योग-शान्ति,0
235294,,बालग्रहोपशमन,n,n-----n--a,,,,/bɑː.ˈləg.ɹə.ɦoː.pə.ɕə.mə.nə/,बाल-ग्र॔होपशमन,0
235295,147556,बालगादाधरी,n,n-----f--ī,,,,/bɑː.lə.gɑː.d̪ɑː.d̪ʰə.ɹiː/,बाल-गादा-धरी,0
235296,,बालहन्,a,ap----a--n,,ap----f--ī=>घ्नी,,/bɑː.lə.ɦən/,बाल-हन्,0
235297,,बालहत्या,n,n-----f--ā,,,,/bɑː.lə.ˈɦət̪.jɑː/,बाल-हत्या,0
235298,147565,बालजातक,n,n-----n--a,,,,/bɑː.lə.d͡ʑɑː.t̪ə.kə/,बाल-जातक,0
235299,,बालजातीय,a,ap----a--a,,,,/bɑː.lə.d͡ʑɑː.t̪iː.jə/,बाल-जातीय,0
235302,148826,बालक,n,n-----m--a,,,n-----f--ā=बालकइका,/bɑː.lə.kə/,बालक,0
235304,148827,बालक,a,ap----a--a,,ap----f--ā=>िका,,/bɑː.lə.kə/,बालक,0
235306,147545,बालकदली,n,n-----f--ī,,,,/bɑː.lə.kə.d̪ə.liː/,बाल-कदली,0
235307,147958,बालकहत्या,n,n-----f--ā,,,,/bɑː.lə.kə.ˈɦət̪.jɑː/,बालक-हत्या,0
235308,147546,बालकमलिनी,n,n-----f--ī,,,,/bɑː.lə.kə.mə.li.niː/,बाल-कमलिनी,0
235309,147957,बालकप्रलपित,n,n-----n--a,,,,/bɑː.lə.ˈkəp.ɹə.lə.pi.t̪ə/,बालक-प्रलपित,0
235310,148828,बालकप्रिय,a,ap----a--a,,,,/bɑː.lə.ˈkəp.ɹi.jə/,बालक-प्रिय,0
235312,148829,बालकप्रिया,n,n-----f--ā,,,,/bɑː.lə.ˈkəp.ɹi.jɑː/,बालक-प्रिया,0
235313,147956,बालकत्व,n,n-----n--a,,,,/bɑː.lə.ˈkət̪.ʋə/,बालक-त्व,0
235314,147547,बालकवि,n,n-----m--i,,,,/bɑː.lə.kə.ʋi/,बाल-कवि,0
235315,,बालकेलि,n,n-----f--i,,,,/bɑː.lə.keː.li/,बाल-केलि,0
235316,,बालकेली,n,n-----f--ī,,,,/bɑː.lə.keː.liː/,बाल-केली,0
235317,147552,बालक्रिया,n,n-----f--ā,,,,/bɑː.ˈlək.ɹi.jɑː/,बाल-क्रिया,0
235318,,बालक्रीडन,n,n-----n--a,,,,/bɑː.ˈlək.ɹiː.ɖə.nə/,बाल-क्रीडन,0
235319,,बालक्रीडनक,n,n-----n--a,,,,/bɑː.ˈlək.ɹiː.ɖə.nə.kə/,बाल-क्रीडनक,0
235320,205819,बालक्रीडनक,n,n-----m--a,,,,/bɑː.ˈlək.ɹiː.ɖə.nə.kə/,बाल-क्रीडनक,0
235324,,बालक्रीडा,n,n-----f--ā,,,,/bɑː.ˈlək.ɹiː.ɖɑː/,बाल-क्रीडा,0
235325,,बालक्रीडाकाव्य,n,n-----n--a,,,,/bɑː.ˈlək.ɹiː.ɖɑː.kɑːʋ.jə/,बाल-क्रीडा-काव्य,0
235326,,बालक्रीडावर्णन,n,n-----n--a,,,,/bɑː.ˈlək.ɹiː.ɖɑː.ˈʋəɹ.ɳə.nə/,बाल-क्रीडा-वर्णन,0
235327,,बालकुन्द,n,n-----m--a,,,,/bɑː.lə.kun.d̪ə/,बाल-कुन्द,0
235328,,बालकुन्दानुविद्ध,a,ap----a--a,,,,/bɑː.lə.kun.d̪ɑː.nu.ˈʋid̪.d̪ʰə/,बाल-कुन्दानुविद्ध,0
235329,147549,बालकाव्य,n,n-----n--a,,,,/bɑː.lə.kɑːʋ.jə/,बाल-काव्य,0
235330,147548,बालकाण्ड,n,n-----m--a,,,,/bɑː.lə.kɑːɳ.ɖə/,बाल-काण्ड,0
235331,147959,बालकीय,a,ap----a--a,,,,/bɑː.lə.kiː.jə/,बालकीय,0
235332,147898,बालकृष्ण,n,n-----m--a,,,,/bɑː.lə.ˈkɹ̩ʂ.ɳə/,बाल-कृष्ण,0
235333,,बालकृष्णचम्पू,n,n-----f--ū,,,,/bɑː.lə.ˈkɹ̩ʂ.ɳə.t͡ɕəm.puː/,बाल-कृष्ण-चम्पू,0
235334,,बालकृष्णक्रीडाकाव्य,n,n-----n--a,,,,/bɑː.lə.ˈkɹ̩ʂ.ˈɳək.ɹiː.ɖɑː.kɑːʋ.jə/,बाल-कृष्ण-क्रीडा-काव्य,0
235335,,बालकृष्णानन्द,n,n-----m--a,,,,/bɑː.lə.ˈkɹ̩ʂ.ɳɑː.nən.d̪ə/,बाल-कृष्णानन्द,0
235336,,बालकृष्णाष्टक,n,n-----n--a,,,,/bɑː.lə.ˈkɹ̩ʂ.ɳɑːʂ.ʈə.kə/,बाल-कृष्णाष्टक,0
235337,147617,बाललता,n,n-----f--ā,,,,/bɑː.lə.lə.t̪ɑː/,बाल-लता,0
235338,,बाललीला,n,n-----f--ā,,,,/bɑː.lə.liː.lɑː/,बाल-लीला,0
235339,147604,बालमल्लवेनसिद्धान्त,n,n-----m--a,,,,/bɑː.lə.ˈməl.lə.ʋeː.nə.ˈsid̪.d̪ʰɑːn.t̪ə/,बाल-मल्लवेन-सिद्धान्त,0
235340,,बालमन्दारवृक्ष,n,n-----m--a,,,,/bɑː.lə.mən.d̪ɑː.ɹə.ˈʋɹ̩k.ʂə/,बाल-मन्दार-वृक्ष,0
235341,147602,बालमनोरमा,n,n-----f--ā,,,,/bɑː.lə.mə.noː.ɹə.mɑː/,बाल-मनोरमा,0
235342,147914,बालमरण,n,n-----n--a,,,,/bɑː.lə.mə.ɹə.ɳə/,बाल-मरण,0
235343,,बालमरणविधिकर्तव्यता,n,n-----f--ā,,,,/bɑː.lə.mə.ɹə.ɳə.ʋi.d̪ʰi.ˈkəɹ.ˈt̪əʋ.jə.t̪ɑː/,बाल-मरण-विधि-कर्तव्यता,0
235344,,बालमति,a,ap----a--i,,,,/bɑː.lə.mə.t̪i/,बाल-मति,0
235345,147918,बालम्भट्ट,n,n-----m--a,,,,/bɑː.ləm.ˈbʱəʈ.ʈə/,बाल-म्-भट्ट,0
235346,147919,बालम्भट्ट,a,ap----a--a,,ap----f--ī=>ी,,/bɑː.ləm.ˈbʱəʈ.ʈə/,बाल-म्-भट्ट,0
235347,,बालम्भट्टीय,n,n-----n--a,,,,/bɑː.ləm.ˈbʱəʈ.ʈiː.jə/,बाल-म्-भट्टीय,0
235348,147605,बालमित्र,n,n-----n--a,,,,/bɑː.lə.ˈmit̪.ɹə/,बाल-मित्र,0
235349,147606,बालमुकुन्दाचार्य,n,n-----m--a,,,,/bɑː.lə.mu.kun.d̪ɑː.t͡ɕɑːɹ.jə/,बाल-मुकुन्दाचार्य,0
235350,147607,बालमूल,n,n-----m--a,,,,/bɑː.lə.muː.lə/,बाल-मूल,0
235351,147915,बालमूलक,n,n-----m--a,,,,/bɑː.lə.muː.lə.kə/,बाल-मूलक,0
235352,147916,बालमूलिका,n,n-----f--ā,,,,/bɑː.lə.muː.li.kɑː/,बाल-मूलिका,0
235353,147608,बालमूषिका,n,n-----f--ā,,,,/bɑː.lə.muː.ʂi.kɑː/,बाल-मूषिका,0
235354,147609,बालमृग,n,n-----m--a,,,,/bɑː.lə.mɹ̩.gə/,बाल-मृग,0
235355,,बालमृणाल,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बालमृणाल",/bɑː.lə.mɹ̩.ɳɑː.lə/,बाल-मृणाल,0
235356,147971,बालन्दन,n,n-----m--a,,,,/bɑː.lən.d̪ə.nə/,बालन्दन,0
235357,147577,बालनेत्र,a,ap----a--a,,ap----f--ā=>ा,,/bɑː.lə.neːt̪.ɹə/,बाल-नेत्र,0
235358,147579,बालपत्त्र,n,n-----m--a,,,,/bɑː.lə.ˈpət̪.t̪ɹə/,बाल-पत्त्र,0
235359,147580,बालपत्त्रक,n,n-----m--a,,,,/bɑː.lə.ˈpət̪.t̪ɹə.kə/,बाल-पत्त्रक,0
235360,147578,बालपण्डित,n,n-----m--a,,,,/bɑː.lə.ˈpəɳ.ɖi.t̪ə/,बाल-पण्डित,0
235361,,बालप्रबोधिका,n,n-----f--ā,,,,/bɑː.ˈləp.ɹə.boː.d̪ʰi.kɑː/,बाल-प्रबोधिका,0
235362,147588,बालप्रबोधिनी,n,n-----f--ī,,,,/bɑː.ˈləp.ɹə.boː.d̪ʰi.niː/,बाल-प्रबोधिनी,0
235363,147909,बालप्रकाश,n,n-----m--a,,,,/bɑː.ˈləp.ɹə.kɑː.ɕə/,बाल-प्रकाश,0
235364,147589,बालप्रमथनी,n,n-----f--ī,,,,/bɑː.ˈləp.ɹə.mə.t̪ʰə.niː/,बाल-प्रमथनी,0
235365,,बालपुत्र,a,ap----a--a,,ap----f--ā=>ा,,/bɑː.lə.ˈput̪.ɹə/,बाल-पुत्र,0
235366,147585,बालपुत्रक,n,n-----m--a,,,,/bɑː.lə.ˈput̪.ɹə.kə/,बाल-पुत्रक,0
235367,147586,बालपुष्पिका,n,n-----f--ā,,,,/bɑː.lə.ˈpuʂ.pi.kɑː/,बाल-पुष्पिका,0
235368,147587,बालपुष्पी,n,n-----f--ī,,,,/bɑː.lə.ˈpuʂ.piː/,बाल-पुष्पी,0
235369,,बालपादप,n,n-----m--a,,,,/bɑː.lə.pɑː.d̪ə.pə/,बाल-पादप,0
235370,147583,बालपाश्या,n,n-----f--ā,,,,/bɑːləpɑːɕjɑː/,बाल-पाश्या,0
235371,147581,बालपाठ,n,n-----m--a,,,,/bɑː.lə.pɑː.ʈʰə/,बाल-पाठ,0
235372,147920,बालरक्षण,n,n-----n--a,,,,/bɑː.lə.ˈɹək.ʂə.ɳə/,बाल-रक्षण,0
235373,,बालरक्षणविधान,n,n-----n--a,,,,/bɑː.lə.ˈɹək.ʂə.ɳə.ʋi.d̪ʰɑː.nə/,बाल-रक्षण-विधान,0
235374,,बालरक्षा,n,n-----f--ā,,,,/bɑː.lə.ˈɹək.ʂɑː/,बाल-रक्षा,0
235375,,बालरक्षास्तव,n,n-----m--a,,,,/bɑː.lə.ˈɹək.ʂɑːs.t̪ə.ʋə/,बाल-रक्षा-स्तव,0
235376,,बालरक्षास्तोत्र,n,n-----n--a,,,,/bɑː.lə.ˈɹək.ʂɑːs.t̪oːt̪.ɹə/,बाल-रक्षा-स्तोत्र,0
235377,147611,बालरञ्जिनी,n,n-----f--ī,,,,/bɑː.lə.ɹəɲ.d͡ʑi.niː/,बाल-रञ्जिनी,0
235378,147616,बालरोग,n,n-----m--a,,,,/bɑː.lə.ɹoː.gə/,बाल-रोग,0
235379,147612,बालराघवीय,n,n-----n--a,,,,/bɑː.lə.ɹɑː.gʰə.ʋiː.jə/,बाल-राघवीय,0
235380,147613,बालराज,n,n-----n--a,,,,/bɑː.lə.ɹɑː.d͡ʑə/,बाल-राज,0
235381,147614,बालरामभरत,n,n-----n--a,,,,/bɑː.lə.ɹɑː.mə.bʱə.ɹə.t̪ə/,बाल-राम-भरत,0
235382,147615,बालरामायण,n,n-----n--a,,,,/bɑː.lə.ɹɑː.mɑː.jə.ɳə/,बाल-रामायण,0
235383,147922,बालरूप,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बालरूप",/bɑː.lə.ɹuː.pə/,बाल-रूप,0
235384,,बालरूपधर,n,n-----m--a,,,,/bɑː.lə.ɹuː.pə.d̪ʰə.ɹə/,बाल-रूप-धर,0
235385,,बालरूपधृक्,a,ap----a--c,,,,/bɑː.lə.ɹuː.pə.d̪ʰɹ̩k/,बाल-रूप-धृक्,0
235386,,बालसखि,n,n-----m--i,,,,/bɑː.lə.sə.kʰi/,बाल-सखि,0
235387,,बालसखित्व,n,n-----n--a,,,,/bɑː.lə.sə.ˈkʰit̪.ʋə/,बाल-सखि-त्व,0
235388,,बालसरस्वती,n,n-----m--ī,,,,/bɑː.lə.sə.ˈɹəs.ʋə.t̪iː/,बाल-सरस्वती,0
235389,,बालसरस्वतीय,n,n-----n--a,,,,/bɑː.lə.sə.ˈɹəs.ʋə.t̪iː.jə/,बाल-सरस्वतीय,0
235390,147928,बालसंध्या,n,n-----f--ā,,,,/bɑː.lə.sən.d̪ʰjɑː/,बाल-संध्या,0
235391,,बालसंध्याभ,a,ap----a--a,,,,/bɑː.lə.sən.d̪ʰjɑː.bʱə/,बाल-संध्याभ,0
235392,147628,बालसंजीवन,n,n-----n--a,,,,/bɑː.lə.səɲ.d͡ʑiː.ʋə.nə/,बाल-संजीवन,0
235393,147631,बालसिंह,n,n-----m--a,,,,/bɑː.lə.ˈsĩ.ɦə/,बाल-सिंह,0
235394,147932,बालस्थान,n,n-----n--a,,,,/bɑː.ˈləs.t̪ʰɑː.nə/,बाल-स्थान,0
235395,,बालसुहृद्,n,n-----m--c,,,,/bɑː.lə.su.ɦɹ̩d̪/,बाल-सुहृद्,0
235443,147987,बाल्हिक,n,n-----m--a,,,,/bɑːl.ɦi.kə/,बाल्हिक,0
235396,147630,बालसारयन्त्र,n,n-----n--a,,,,/bɑː.lə.sɑː.ɹə.jən.t̪ɹə/,बाल-सार-यन्त्र,0
235397,,बालसात्म्य,n,n-----n--a,,,,/bɑː.lə.sɑːt̪.mjə/,बाल-सात्म्य,0
