4,आततीकरण,n,n-----n--a,,,,/ɑː.t̪ə.t̪iː.kə.ɹə.ɳə/,आतती-करण,0
417293,,शैलत्व,n,n-----n--a,,,,/ɕɑːi.ˈlət̪.ʋə/,शैल-त्व,0
417294,176105,शैलता,n,n-----f--ā,,,,/ɕɑːi.lə.t̪ɑː/,शैल-ता,0
417295,126862,शैलवल्कला,n,n-----f--ā,,,,/ɕɑːi.lə.ˈʋəl.kə.lɑː/,शैल-वल्कला,0
417296,,शैलवनोपपन्न,a,ap----a--a,,,,/ɕɑːi.lə.ʋə.noː.pə.pən.nə/,शैल-वनोपपन्न,0
417297,126861,शैलवर,n,n-----m--a,,,,/ɕɑːi.lə.ʋə.ɹə/,शैल-वर,0
417298,,शैलवास,n,n-----m--a,,,,/ɕɑːi.lə.ʋɑː.sə/,शैल-वास,0
417299,,शैलशेखर,n,n-----m--a,,,,/ɕɑːi.lə.ɕeː.kʰə.ɹə/,शैल-शेखर,0
417300,126865,शैलशिबिर,n,n-----n--a,,,,/ɕɑːi.lə.ɕi.bi.ɹə/,शैल-शिबिर,0
417301,,शैलशिखर,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शैलशिखर",/ɕɑːi.lə.ɕi.kʰə.ɹə/,शैल-शिखर,0
417302,126864,शैलशिखा,n,n-----f--ā,,,,/ɕɑːi.lə.ɕi.kʰɑː/,शैल-शिखा,0
417303,,शैलशृङ्ग,n,n-----n--a,,,,/ɕɑːi.lə.ɕɹ̩ŋ.gə/,शैल-शृङ्ग,0
417304,127736,शैलेन्द्र,n,n-----m--a,,,,/ɕɑːi.leːn.d̪ɹə/,शैलेन्द्र,0
417305,,शैलेन्द्रदुहितृ,n,n-----f--r,,,,/ɕɑːi.leːn.d̪ɹə.d̪u.ɦi.t̪ɹ̩/,शैलेन्द्र-दुहितृ,0
417306,172958,शैलेन्द्रजा,n,n-----f--ā,,,,/ɕɑːi.leːn.d̪ɹə.d͡ʑɑː/,शैलेन्द्र-जा,0
417307,166372,शैलेन्द्रस्थ,n,n-----m--a,,,,/ɕɑːi.leːn.ˈd̪ɹəs.t̪ʰə/,शैलेन्द्र-स्थ,0
417308,,शैलेन्द्रसुता,n,n-----f--ā,,,,/ɕɑːi.leːn.d̪ɹə.su.t̪ɑː/,शैलेन्द्र-सुता,0
417311,127742,शैलेय,n,n-----m--a,,,,/ɕɑːi.leː.jə/,शैलेय,0
417313,127744,शैलेय,n,n-----n--a,,,,/ɕɑːi.leː.jə/,शैलेय,0
417317,126893,शैलेयगन्धि,a,ap----a--i,,,,/ɕɑːi.leː.jə.gən.d̪ʰi/,शैलेय-गन्धि,0
417318,126894,शैलेयक,n,n-----n--a,,,,/ɕɑːi.leː.jə.kə/,शैलेयक,0
417319,126895,शैलेयिक,a,ap----a--a,,,,/ɕɑːi.leː.ji.kə/,शैलेयिक,0
417320,127743,शैलेयी,n,n-----f--ī,,,,/ɕɑːi.leː.jiː/,शैलेयी,0
417321,127737,शैलेश,n,n-----m--a,,,,/ɕɑːi.leː.ɕə/,शैलेश,0
417322,,शैलेशलिङ्ग,n,n-----n--a,,,,/ɕɑːi.leː.ɕə.liŋ.gə/,शैलेश-लिङ्ग,0
417323,126908,शैलेश्चय,n,n-----m--a,,,,/ɕɑːileːɕt͡ɕəjə/,शैलेश्चय,0
417324,126887,शैलेश्यवस्था,n,n-----f--ā,,,,/ɕɑːileːɕjəʋəst̪ʰɑː/,शैलेश्य्-अवस्था,0
417325,127738,शैलिक,n,n-----m--a,,,,/ɕɑːi.li.kə/,शैलिक,0
417326,127739,शैलिक,n,n-----n--a,,,,/ɕɑːi.li.kə/,शैलिक,0
417327,,शैलिक्य,n,n-----n--a,,,,/ɕɑːi.ˈlik.jə/,शैलिक्य,0
417328,,शैलिक्य,n,n-----m--a,,,,/ɕɑːi.ˈlik.jə/,शैलिक्य,0
417329,126903,शैलिन,n,n-----m--a,,,,/ɕɑːi.li.nə/,शैलिन॔,0
417330,126904,शैलिनि,n,n-----m--i,,,,/ɕɑːi.li.ni/,शैलिनि,0
417331,126889,शैलोद्भवा,n,n-----f--ā,,,,/ɕɑːi.loːd̪.bʱə.ʋɑː/,शैलोद्भवा,0
417332,126888,शैलोदा,n,n-----f--ā,,,,/ɕɑːi.loː.d̪ɑː/,शैलोदा,0
417333,127746,शैल्य,n,n-----n--a,,,,/ɕɑːi.ljə/,शैल्य,0
417334,127745,शैल्य,a,ap----a--a,,,,/ɕɑːi.ljə/,शैल्य,0
417335,127715,शैला,n,n-----f--ā,,,,/ɕɑːi.lɑː/,शैला,0
417336,127733,शैलाभ,n,n-----m--a,,,,/ɕɑːi.lɑː.bʱə/,शैलाभ,0
417337,,शैलाभ,a,ap----a--a,,,,/ɕɑːi.lɑː.bʱə/,शैलाभ,0
417338,126896,शैलाद,n,n-----m--a,,,,/ɕɑːi.lɑː.d̪ə/,शैलाद,0
417339,126883,शैलाधिप,n,n-----m--a,,,,/ɕɑːi.lɑː.d̪ʰi.pə/,शैलाधिप,0
417340,127731,शैलाधिराज,n,n-----m--a,,,,/ɕɑːi.lɑː.d̪ʰi.ɹɑː.d͡ʑə/,शैलाधिराज,0
417341,,शैलाधिराजतनया,n,n-----f--ā,,,,/ɕɑːi.lɑː.d̪ʰi.ɹɑː.d͡ʑə.t̪ə.nə.jɑː/,शैलाधिराज-तनया,0
417342,126882,शैलाधारा,n,n-----f--ā,,,,/ɕɑːi.lɑː.d̪ʰɑː.ɹɑː/,शैलाधारा,0
417343,126897,शैलादि,n,n-----m--i,,,,/ɕɑːi.lɑː.d̪i/,शैलादि,0
417344,,शैलाग्र,n,n-----n--a,,,,/ɕɑːi.lɑːg.ɹə/,शैलाग्र,0
417345,126886,शैलाह्व,n,n-----n--a,,,,/ɕɑːi.lɑːɦ.ʋə/,शैलाह्व,0
417346,126880,शैलाज,n,n-----n--a,,,,/ɕɑːi.lɑː.d͡ʑə/,शैला-ज,0
417347,126876,शैलाख्य,n,n-----n--a,,,,/ɕɑːi.lɑːkʰ.jə/,शैलाख्य,0
417348,126898,शैलाल,n,n-----n--a,,,,/ɕɑːi.lɑː.lə/,शैलाल,0
417349,126884,शैलालय,n,n-----m--a,,,,/ɕɑːi.lɑː.lə.jə/,शैलालय,0
417350,126899,शैलालि,n,n-----m--i,,,,/ɕɑːi.lɑː.li/,शै॔लालि,0
417351,126900,शैलालिब्राह्मन,n,n-----n--a,,,,/ɕɑːi.lɑː.ˈlib.ɹɑːɦ.mə.nə/,शैलालि-ब्राह्मन,0
417352,126902,शैलालिन्,n,n-----m--n,,,,/ɕɑːi.lɑː.lin/,शैलालिन्,0
417353,126901,शैलालियुवन्,n,n-----m--n,,,,/ɕɑːi.lɑː.li.ju.ʋən/,शैलालि-युवन्,0
417354,127734,शैलासन,a,ap----a--a,,,,/ɕɑːi.lɑː.sə.nə/,शैलासन,0
417355,,शैलासनोद्भव,a,ap----a--a,,,,/ɕɑːi.lɑː.sə.noːd̪.bʱə.ʋə/,शैलासनोद्भव,0
417356,126885,शैलासा,n,n-----f--ā,,,,/ɕɑːi.lɑː.sɑː/,शैलासा,0
417357,126891,शैलावत्य,n,n-----m--a,,,,/ɕɑːi.lɑː.ˈʋət̪.jə/,शैलावत्य,0
417358,126874,शैलांश,n,n-----m--a,,,,/ɕɑːi.lɑː.̃ɕə/,शैलांश,0
417359,126875,शैलांशदेश,n,n-----m--a,,,,/ɕɑːi.lɑː.̃ɕə.d̪eː.ɕə/,शैलांश-देश,0
417360,126878,शैलाङ्ग,n,n-----m--a,,,,/ɕɑːi.lɑːŋ.gə/,शैलाङ्ग,0
417361,126879,शैलाङ्गदेश,n,n-----m--a,,,,/ɕɑːi.lɑːŋ.gə.d̪eː.ɕə/,शैलाङ्ग-देश,0
417362,126881,शैलाट,n,n-----m--a,,,,/ɕɑːi.lɑː.ʈə/,शैलाट,0
417363,126905,शैली,n,n-----f--ī,,,,/ɕɑːi.liː/,शैली,0
417366,126906,शैलीज्ञापक,n,n-----n--a,,,,/ɕɑːi.liːd͡ʑ.ɲɑː.pə.kə/,शैली-ज्ञापक,0
417367,127748,शैलूत,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शैलूत",/ɕɑːi.luː.t̪ə/,शैलूत,0
417368,127749,शैलूष,n,n-----m--a,,,,/ɕɑːi.luː.ʂə/,शैलूष॔,0
417369,127751,शैलूषक,a,ap----a--a,,,,/ɕɑːi.luː.ʂə.kə/,शैलूषक,0
417370,,शैलूषक,n,n-----m--a,,,,/ɕɑːi.luː.ʂə.kə/,शैलूषक,0
417371,126907,शैलूषि,n,n-----m--i,,,,/ɕɑːi.luː.ʂi/,शैलूषि,0
417372,,शैलूषिक,n,n-----m--a,,,n-----f--ī=शैलूषिकई,/ɕɑːi.luː.ʂi.kə/,शैलूषिक,0
417373,127750,शैलूषी,n,n-----f--ī,,,,/ɕɑːi.luː.ʂiː/,शैलूषी,0
417374,126813,शैम्ब्य,a,ap----a--a,,,,/ɕɑːimbjə/,शैम्ब्य,0
417375,126808,शैनेय,n,n-----m--a,,,,/ɕɑːi.neː.jə/,शैनेय,0
417376,126809,शैन्य,n,n-----m--a,,,,/ɕɑːi.njə/,शैन्य,0
417377,126810,शैपथ,n,n-----m--a,,,,/ɕɑːi.pə.t̪ʰə/,शैपथ,0
417378,126811,शैफालिक,a,ap----a--a,,,,/ɕɑːi.pʰɑː.li.kə/,शैफालिक,0
417379,126814,शैरस,n,n-----n--a,,,,/ɕɑːi.ɹə.sə/,शैरस,0
417380,126815,शैरसि,n,n-----m--i,,,,/ɕɑːi.ɹə.si/,शैरसि,0
417381,,शैरेयक,n,n-----m--a,,,,/ɕɑːi.ɹeː.jə.kə/,शैरेयक,0
417382,126816,शैरिक,n,n-----m--a,,,,/ɕɑːi.ɹi.kə/,शैरिक,0
417383,126817,शैरिन्,n,n-----m--n,,,,/ɕɑːi.ɹin/,शैरिन्,0
417384,126818,शैरीयक,n,n-----m--a,,,,/ɕɑːi.ɹiː.jə.kə/,शैरीयक,0
417385,127710,शैरीष,n,n-----n--a,,,,/ɕɑːi.ɹiː.ʂə/,शैरीष,0
417386,,शैरीष,n,n-----m--a,,,,/ɕɑːi.ɹiː.ʂə/,शैरीष,0
417387,,शैरीषक,a,ap----a--a,,,,/ɕɑːi.ɹiː.ʂə.kə/,शैरीषक,0
417388,127712,शैरीषक,n,n-----n--a,,,,/ɕɑːi.ɹiː.ʂə.kə/,शैरीषक,0
417389,126819,शैरीषि,n,n-----m--i,,,,/ɕɑːi.ɹiː.ʂi/,शैरीषि,0
417390,,शैरीषिक,a,ap----a--a,,,,/ɕɑːi.ɹiː.ʂi.kə/,शैरीषिक,0
417391,126822,शैर्षच्छेदिक,a,ap----a--a,,,,/ɕɑːiɹ.ˈʂət͡ɕ.t͡ɕʰeː.d̪i.kə/,शैर्षच्छेदिक,0
417392,,शैर्षघात्य,n,n-----n--a,,,,/ɕɑːiɹ.ʂə.gʰɑːt̪.jə/,शैर्षघात्य,0
417393,,शैर्ष्य,a,ap----a--a,,,,/ɕɑːiɹʂjə/,शैर्ष्य,0
417394,,शैर्षायण,a,ap----a--a,,,,/ɕɑːiɹ.ʂɑː.jə.ɳə/,शैर्षायण,0
417395,126953,शैसीक,n,n-----m--a,,,,/ɕɑːi.siː.kə/,शैसीक,0
417396,,शैसीत,n,n-----m--a,,,,/ɕɑːi.siː.t̪ə/,शैसीत,0
417397,126806,शैथिलिक,a,ap----a--a,,,,/ɕɑːi.t̪ʰi.li.kə/,शैथिलिक,0
417398,126807,शैथिल्य,n,n-----n--a,,,,/ɕɑːi.ˈt̪ʰil.jə/,शैथिल्य,0
417399,126802,शैतिबाहेय,n,n-----m--a,,,,/ɕɑːi.t̪i.bɑː.ɦeː.jə/,शैतिबाहेय,0
417400,126801,शैतिकक्ष,n,n-----m--a,,,,/ɕɑːi.t̪i.ˈkək.ʂə/,शैतिकक्ष,0
417401,126803,शैतोष्म,n,n-----n--a,,,,/ɕɑːi.t̪oːʂ.mə/,शैतोष्म,0
417402,,शैतोष्मन्,n,n-----n--n,,,,/ɕɑːi.t̪oːʂ.mən/,शैतोष्मन्,0
417403,126804,शैत्य,n,n-----n--a,,,,/ɕɑːi.t̪jə/,शैत्य,0
417404,127704,शैत्यमय,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːi.t̪jə.mə.jə/,शैत्य-मय,0
417405,,शैत्यमयत्व,n,n-----n--a,,,,/ɕɑːi.t̪jə.mə.ˈjət̪.ʋə/,शैत्य-मय-त्व,0
417406,126805,शैत्यायन,n,n-----m--a,,,,/ɕɑːi.t̪jɑː.jə.nə/,शैत्यायन,0
417408,127755,शैव,n,n-----m--a,,,,/ɕɑːi.ʋə/,शैव,0
417409,127757,शैव,n,n-----n--a,,,,/ɕɑːi.ʋə/,शैव,0
417412,127754,शैव,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːi.ʋə/,शैव,0
417417,,शैवभाष्य,n,n-----n--a,,,,/ɕɑːi.ʋə.bʱɑːʂ.jə/,शैव-भाष्य,0
417418,126912,शैवदर्शन,n,n-----n--a,,,,/ɕɑːi.ʋə.d̪ə.ɹɕə.nə/,शैव-दर्शन,0
417419,126913,शैवधर्ममण्डन,n,n-----n--a,,,,/ɕɑːi.ʋə.ˈd̪ʰəɹ.mə.ˈməɳ.ɖə.nə/,शैव-धर्म-मण्डन,0
417420,126918,शैवगव,n,n-----m--a,,,,/ɕɑːi.ʋə.gə.ʋə/,शैव-गव,0
417421,126909,शैवकल्पद्रुम,n,n-----m--a,,,,/ɕɑːi.ʋə.ˈkəl.ˈpəd̪.ɹu.mə/,शैव-कल्पद्रुम,0
417422,,शैवल,a,ap----a--a,,ap----f--ā=>ा,,/ɕɑːi.ʋə.lə/,शैवल,0
417423,127768,शैवल,n,n-----n--a,,,,/ɕɑːi.ʋə.lə/,शैवल,0
417426,127767,शैवल,n,n-----m--a,,,,/ɕɑːi.ʋə.lə/,शैवल,0
417427,126925,शैवलवत्,a,ap----a--c,,,,/ɕɑːi.ʋə.lə.ʋət̪/,शैवल-वत्,0
417428,,शैवलिन्,a,ap----a--n,,,,/ɕɑːi.ʋə.lin/,शैवलिन्,0
417429,127770,शैवलिनी,n,n-----f--ī,,,,/ɕɑːi.ʋə.li.niː/,शैवलिनी,0
417430,126926,शैवलित,a,ap----a--a,,,,/ɕɑːi.ʋə.li.t̪ə/,शैवलित,0
417431,,शैवल्य,a,ap----a--a,,ap----f--ā=>ा,,/ɕɑːi.ˈʋəl.jə/,शैवल्य,0
417432,126914,शैवनगर,n,n-----n--a,,,,/ɕɑːi.ʋə.nə.gə.ɹə/,शैव-नगर,0
417433,127759,शैवनवदशप्रकरण,n,n-----n--a,,,,/ɕɑːi.ʋə.nə.ʋə.d̪ə.ˈɕəp.ɹə.kə.ɹə.ɳə/,शैव-नव-दश-प्रकरण,0
417434,,शैवपरिभाषा,n,n-----f--ā,,,,/ɕɑːi.ʋə.pə.ɹi.bʱɑː.ʂɑː/,शैव-परिभाषा,0
417435,,शैवपञ्चक,n,n-----n--a,,,,/ɕɑːi.ʋə.pəɲ.t͡ɕə.kə/,शैव-पञ्चक,0
417436,,शैवपुर,a,ap----a--a,,,,/ɕɑːi.ʋə.pu.ɹə/,शैव-पुर,0
417437,126915,शैवपुराण,n,n-----n--a,,,,/ɕɑːi.ʋə.pu.ɹɑː.ɳə/,शैव-पुराण,0
417438,127765,शैवपाशुपत,n,n-----m--a,,,,/ɕɑːi.ʋə.pɑː.ɕu.pə.t̪ə/,शैव-पाशुपत,0
417439,127764,शैवपाशुपत,a,ap----a--a,,,,/ɕɑːi.ʋə.pɑː.ɕu.pə.t̪ə/,शैव-पाशुपत,0
417440,126916,शैवपूजाविधान,n,n-----n--a,,,,/ɕɑːi.ʋə.puː.d͡ʑɑː.ʋi.d̪ʰɑː.nə/,शैव-पूजा-विधान,0
417442,,शैवरूप्य,a,ap----a--a,,,,/ɕɑːi.ʋə.ɹuːp.jə/,शैव-रूप्य,0
417443,,शैवसर्वस्व,n,n-----n--a,,,,/ɕɑːi.ʋə.ˈsəɹ.ˈʋəs.ʋə/,शैव-सर्वस्व,0
417444,,शैवसर्वस्वसार,n,n-----m--a,,,,/ɕɑːi.ʋə.ˈsəɹ.ˈʋəs.ʋə.sɑː.ɹə/,शैव-सर्वस्व-सार,0
417445,,शैवसिद्धान्तदीपिका,n,n-----f--ā,,,,/ɕɑːi.ʋə.ˈsid̪.d̪ʰɑːn.t̪ə.d̪iː.pi.kɑː/,शैव-सिद्धान्त-दीपिका,0
417446,,शैवसिद्धान्तसंग्रह,n,n-----m--a,,,,/ɕɑːi.ʋə.ˈsid̪.d̪ʰɑːn.t̪ə.səŋ.gɹə.ɦə/,शैव-सिद्धान्त-संग्रह,0
417447,,शैवसिद्धान्तसार,n,n-----m--a,,,,/ɕɑːi.ʋə.ˈsid̪.d̪ʰɑːn.t̪ə.sɑː.ɹə/,शैव-सिद्धान्त-सार,0
417448,,शैवसिद्धान्तसारावली,n,n-----f--ī,,,,/ɕɑːi.ʋə.ˈsid̪.d̪ʰɑːn.t̪ə.sɑː.ɹɑː.ʋə.liː/,शैव-सिद्धान्त-सारावली,0
417493,126938,शैशिरि,n,n-----m--i,,,,/ɕɑː.iɕi.ɹi/,शैशिरि,0
417449,,शैवसिद्धान्तशेखर,n,n-----m--a,,,,/ɕɑːi.ʋə.ˈsid̪.d̪ʰɑːn.t̪ə.ɕeː.kʰə.ɹə/,शैव-सिद्धान्त-शेखर,0
417450,,शैवतन्त्र,n,n-----n--a,,,,/ɕɑːi.ʋə.t̪ən.t̪ɹə/,शैव-तन्त्र,0
417451,127758,शैवतत्त्वप्रकाश,n,n-----m--a,,,,/ɕɑːi.ʋə.ˈt̪ət̪.ˈt̪ʋəp.ɹə.kɑː.ɕə/,शैव-तत्त्व-प्रकाश,0
417452,,शैवतत्त्वामृत,n,n-----n--a,,,,/ɕɑːi.ʋə.ˈt̪ət̪.t̪ʋɑː.mɹ̩.t̪ə/,शैव-तत्त्वामृत,0
417453,126910,शैवता,n,n-----f--ā,,,,/ɕɑːi.ʋə.t̪ɑː/,शैव-ता,0
417454,126911,शैवतात्पर्यसंग्रह,n,n-----m--a,,,,/ɕɑːi.ʋə.t̪ɑːt̪.ˈpəɹ.jə.səŋ.gɹə.ɦə/,शैव-तात्पर्य-संग्रह,0
417455,127761,शैववैष्णव,n,n-----n--a,,,,/ɕɑːi.ʋə.ʋɑːiʂ.ɳə.ʋə/,शैव-वैष्णव,0
417456,,शैववैष्णवमतमण्डन,n,n-----n--a,,,,/ɕɑːi.ʋə.ʋɑːiʂ.ɳə.ʋə.mə.t̪ə.ˈməɳ.ɖə.nə/,शैव-वैष्णव-मत-मण्डन,0
417457,,शैववैष्णवप्रतिष्ठाप्रयोग,n,n-----m--a,,,,/ɕɑːi.ʋə.ʋɑːiʂ.ɳə.ˈʋəp.ɹə.ˈt̪iʂ.ʈʰɑːp.ɹə.joː.gə/,शैव-वैष्णव-प्रतिष्ठा-प्रयोग,0
417458,,शैववैष्णववाद,n,n-----m--a,,,,/ɕɑːi.ʋə.ʋɑːiʂ.ɳə.ʋə.ʋɑː.d̪ə/,शैव-वैष्णव-वाद,0
417459,,शैववैष्णववादार्थ,n,n-----m--a,,,,/ɕɑːi.ʋə.ʋɑːiʂ.ɳə.ʋə.ʋɑː.d̪ɑːɹ.t̪ʰə/,शैव-वैष्णव-वादार्थ,0
417460,126917,शैववायवीयपुराण,n,n-----n--a,,,,/ɕɑːi.ʋə.ʋɑː.jə.ʋiː.jə.pu.ɹɑː.ɳə/,शैव-वायवीय-पुराण,0
417461,,शैवशास्त्र,n,n-----n--a,,,,/ɕɑːi.ʋə.ɕɑːs.t̪ɹə/,शैव-शास्त्र,0
417462,126922,शैवि,n,n-----m--i,,,,/ɕɑːi.ʋi/,शैवि,0
417463,126923,शैव्य,a,ap----a--a,,,,/ɕɑːi.ʋjə/,शैव्य,0
417464,127763,शैवागम,n,n-----m--a,,,,/ɕɑːi.ʋɑː.gə.mə/,शैवागम,0
417465,,शैवाह्निक,n,n-----n--a,,,,/ɕɑːi.ʋɑːɦ.ni.kə/,शैवाह्निक,0
417466,126931,शैवाकवि,n,n-----m--i,,,,/ɕɑːi.ʋɑː.kə.ʋi/,शैवाकवि,0
417467,127772,शैवाल,n,n-----m--a,,,,/ɕɑːi.ʋɑː.lə/,शैवाल,0
417468,127771,शैवाल,n,n-----n--a,,,,/ɕɑːi.ʋɑː.lə/,शैवाल,0
417470,126929,शैवालक,n,n-----m--a,,,,/ɕɑːi.ʋɑː.lə.kə/,शैवालक,0
417471,,शैवालक,a,ap----a--a,,,,/ɕɑːi.ʋɑː.lə.kə/,शैवालक,0
417472,126928,शैवालवज्र,n,n-----n--a,,,,/ɕɑːi.ʋɑː.lə.ˈʋəd͡ʑ.ɹə/,शैवाल-वज्र,0
417473,,शैवालिन्,a,ap----a--n,,,,/ɕɑːi.ʋɑː.lin/,शैवालिन्,0
417475,126921,शैवायन,n,n-----m--a,,,,/ɕɑːi.ʋɑː.jə.nə/,शैवायन,0
417476,,शैवाष्टक,n,n-----n--a,,,,/ɕɑːi.ʋɑːʂ.ʈə.kə/,शैवाष्टक,0
417477,127756,शैवी,n,n-----f--ī,,,,/ɕɑːi.ʋiː/,शैवी,0
417479,127773,शैशव,a,ap----a--a,,,,/ɕɑː.iɕə.ʋə/,शैशव,0
417481,127774,शैशव,n,n-----m--a,,,,/ɕɑː.iɕə.ʋə/,शैशव,0
417482,127775,शैशव,n,n-----n--a,,,,/ɕɑː.iɕə.ʋə/,शैशव,0
417484,126932,शैशवयौवनीय,a,ap----a--a,,,,/ɕɑː.iɕə.ʋə.ˈjəौ.ʋə.niː.jə/,शैशव-यौवनीय,0
417485,126933,शैशव्य,n,n-----n--a,,,,/ɕɑː.ˈiɕəʋ.jə/,शैशव्य,0
417486,126934,शैशिक,n,n-----m--a,,,,/ɕɑː.iɕi.kə/,शैशिक,0
417487,127776,शैशिर,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑː.iɕi.ɹə/,शैशिर॔,0
417490,127777,शैशिर,n,n-----m--a,,,,/ɕɑː.iɕi.ɹə/,शैशिर॔,0
417491,126935,शैशिरशाखा,n,n-----f--ā,,,,/ɕɑː.iɕi.ɹə.ɕɑː.kʰɑː/,शैशिर॔-शाखा,0
417492,126943,शैशिरेय,n,n-----m--a,,,,/ɕɑː.iɕi.ɹeː.jə/,शैशिरेय,0
417494,126939,शैशिरिक,a,ap----a--a,,,,/ɕɑː.iɕi.ɹi.kə/,शैशिरिक,0
417495,126936,शैशिरास्त्र,a,ap----a--a,,,,/ɕɑː.iɕi.ɹɑːs.t̪ɹə/,शैशिरास्त्र,0
417496,126937,शैशिरायण,n,n-----m--a,,,,/ɕɑː.iɕi.ɹɑː.jə.ɳə/,शैशिरायण,0
417497,126940,शैशिरीय,a,ap----a--a,,,,/ɕɑː.iɕi.ɹiː.jə/,शैशिरीय,0
417498,,शैशिरीयक,a,ap----a--a,,,,/ɕɑː.iɕi.ɹiː.jə.kə/,शैशिरीयक,0
417499,126941,शैशिरीयशाखा,n,n-----f--ā,,,,/ɕɑː.iɕi.ɹiː.jə.ɕɑː.kʰɑː/,शैशिरीय-शाखा,0
417500,126950,शैश्न्य,n,n-----m--a,,,,/ɕɑːiɕ.njə/,शैश्न्य,0
417501,126949,शैशुमार,a,ap----a--a,,,,/ɕɑː.iɕu.mɑː.ɹə/,शैशुमार,0
417502,126944,शैशुनाग,n,n-----m--a,,,,/ɕɑː.iɕu.nɑː.gə/,शैशुनाग,0
417503,,शैशुनालि,n,n-----m--i,,,,/ɕɑː.iɕu.nɑː.li/,शैशुनालि,0
417504,,शैशुनारि,n,n-----m--i,,,,/ɕɑː.iɕu.nɑː.ɹi/,शैशुनारि,0
417505,126947,शैशुपाल,n,n-----m--a,,,,/ɕɑː.iɕu.pɑː.lə/,शैशुपाल,0
417506,126948,शैशुपालि,n,n-----m--i,,,,/ɕɑː.iɕu.pɑː.li/,शैशुपालि,0
417507,126951,शैष,n,n-----m--a,,,,/ɕɑːi.ʂə/,शैष,0
417508,127778,शैषिक,a,ap----a--a,,ap----f--ī=>ी,,/ɕɑːi.ʂi.kə/,शैषिक,0
417509,127779,शैषिकी,n,n-----f--ī,,,,/ɕɑːi.ʂi.kiː/,शैषिकी,0
417510,126952,शैष्योपाध्यायिका,n,n-----f--ā,,,,/ɕɑːi.ʂjoː.pɑːd̪ʰ.jɑː.ji.kɑː/,शैष्योपाध्यायिका,0
417511,,शक्,v,v----a--5-,,,,/ɕək/,शक्,0
417512,215030,शक,n,n-----m--a,,,,/ɕə.kə/,शक,0
417513,116339,शक,n,n-----n--a,,,,/ɕə.kə/,श॔क,0
417514,215030,शक,n,n-----m--a,,,,/ɕə.kə/,श॔क,0
417516,116343,शकबलि,n,n-----m--i,,,,/ɕə.kə.bə.li/,श॔क-बलि,0
417517,,शकभूपकाल,n,n-----m--a,,,,/ɕə.kə.bʱuː.pə.kɑː.lə/,शक-भूप-काल,0
417518,114970,शकच,n,n-----m--a,,,,/ɕə.kə.t͡ɕə/,शकच,0
417519,114951,शकचेल्ल,n,n-----m--a,,,,/ɕə.kə.t͡ɕeːl.lə/,शक-चेल्ल,0
417520,114952,शकदेश,n,n-----m--a,,,,/ɕə.kə.d̪eː.ɕə/,शक-देश,0
417521,116342,शकधूम,n,n-----m--a,,,,/ɕə.kə.d̪ʰuː.mə/,श॔क-धू॔म,0
417522,,शकधूमज,a,ap----a--a,,,,/ɕə.kə.d̪ʰuː.mə.d͡ʑə/,श॔क-धू॔म-ज॔,0
417523,,शकधूमजा,a,ap----a--ā,,,,/ɕə.kə.d̪ʰuː.mə.d͡ʑɑː/,श॔क-धू॔म-जा॔,0
417524,,शकहू,a,ap----a--ū,,,,/ɕə.kə.ɦuː/,श॔क-हू,0
417525,114944,शकैध,n,n-----m--a,,,,/ɕə.kɑːi.d̪ʰə/,शकैध,0
417526,114947,शककर्तृ,n,n-----m--r,,,,/ɕə.kə.ˈkəɹ.t̪ɹ̩/,शक-कर्तृ,0
417527,114949,शककाल,n,n-----m--a,,,,/ɕə.kə.kɑː.lə/,शक-काल,0
417528,114948,शककारक,n,n-----m--a,,,,/ɕə.kə.kɑː.ɹə.kə/,शक-कारक,0
417529,,शककारकोत्पत्ति,n,n-----f--i,,,,/ɕə.kə.kɑː.ɹə.koːt̪.ˈpət̪.t̪i/,शक-कारकोत्पत्ति,0
417530,,शककृत्,n,n-----m--c,,,,/ɕə.kə.kɹ̩t̪/,शक-कृत्,0
417533,116353,शकल,n,n-----n--a,,,,/ɕə.kə.lə/,श॔कल,0
417535,116354,शकल,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शकल",/ɕə.kə.lə/,श॔कल,0
417541,114999,शकलज्योतिस्,n,n-----m-si,,,,/ɕə.kə.ˈləd͡ʑ.joː.t̪is/,श॔कल-ज्योतिस्,0
417542,,शकलवत्,a,ap----a--c,,,,/ɕə.kə.lə.ʋət̪/,श॔कल-वत्,0
417544,115002,शकलेन्दु,n,n-----m--u,,,,/ɕə.kə.leːn.d̪u/,शकलेन्दु,0
417545,115004,शकलिन्,n,n-----m--n,,,,/ɕə.kə.lin/,शकलिन्,0
