4,आततीकरण,n,n-----n--a,,,,/ɑː.t̪ə.t̪iː.kə.ɹə.ɳə/,आतती-करण,0
418181,115883,शम्भुचन्द्र,n,n-----m--a,,,,/ɕəm.bʱu.t͡ɕən.d̪ɹə/,शम्भु॔-चन्द्र,0
418182,,शम्भुदेव,n,n-----m--a,,,,/ɕəm.bʱu.d̪eː.ʋə/,शम्भु॔-देव,0
418183,116753,शम्भुदास,n,n-----m--a,,,,/ɕəm.bʱu.d̪ɑː.sə/,शम्भु॔-दास,0
418184,115881,शम्भुगिरि,n,n-----m--i,,,,/ɕəm.bʱu.gi.ɹi/,शम्भु॔-गिरि,0
418185,,शम्भुगिरिमाहात्म्य,n,n-----n--a,,,,/ɕəm.bʱu.gi.ɹi.mɑː.ɦɑːt̪.mjə/,शम्भु॔-गिरि-माहात्म्य,0
418186,115897,शम्भुहोराप्रकाश,n,n-----m--a,,,,/ɕəm.bʱu.ɦoː.ɹɑːp.ɹə.kɑː.ɕə/,शम्भु॔-होरा-प्रकाश,0
418187,115880,शम्भुकान्ता,n,n-----f--ā,,,,/ɕəm.bʱu.kɑːn.t̪ɑː/,शम्भु॔-कान्ता,0
418188,116755,शम्भुमहादेवक्षेत्रमाहात्म्य,n,n-----n--a,,,,/ɕəm.bʱu.mə.ɦɑː.d̪eː.ˈʋək.ʂeːt̪.ɹə.mɑː.ɦɑːt̪.mjə/,शम्भु॔-महादेव-क्षेत्र-माहात्म्य,0
418189,115891,शम्भुमयोभू,n,n-----f--ū,,,,/ɕəm.bʱu.mə.joː.bʱuː/,शम्भु॔-मयो-भू,0
418190,115886,शम्भुनन्दन,n,n-----m--a,,,,/ɕəm.bʱu.nən.d̪ə.nə/,शम्भु॔-नन्दन,0
418191,115887,शम्भुनित्या,n,n-----f--ā,,,,/ɕəm.bʱu.ˈnit̪.jɑː/,शम्भु॔-नित्या,0
418192,116754,शम्भुनाथ,n,n-----m--a,,,,/ɕəm.bʱu.nɑː.t̪ʰə/,शम्भु॔-नाथ,0
418193,,शम्भुनाथरस,n,n-----m--a,,,,/ɕəm.bʱu.nɑː.t̪ʰə.ɹə.sə/,शम्भु॔-नाथ-रस,0
418194,,शम्भुनाथार्चन,n,n-----n--a,,,,/ɕəm.bʱu.nɑː.t̪ʰɑːɹ.t͡ɕə.nə/,शम्भु॔-नाथार्चन,0
418195,115888,शम्भुप्रिया,n,n-----f--ā,,,,/ɕəm.ˈbʱup.ɹi.jɑː/,शम्भु॔-प्रिया,0
418196,,शम्भुरहस्य,n,n-----n--a,,,,/ɕəm.bʱu.ɹə.ˈɦəs.jə/,शम्भु॔-रहस्य,0
418197,116756,शम्भुराज,n,n-----m--a,,,,/ɕəm.bʱu.ɹɑː.d͡ʑə/,शम्भु॔-राज,0
418198,,शम्भुराजचरित्र,n,n-----n--a,,,,/ɕəm.bʱu.ɹɑː.d͡ʑə.t͡ɕə.ˈɹit̪.ɹə/,शम्भु॔-राज-चरित्र,0
418199,115892,शम्भुराम,n,n-----m--a,,,,/ɕəm.bʱu.ɹɑː.mə/,शम्भु॔-राम,0
418200,115885,शम्भुतनय,n,n-----m--a,,,,/ɕəm.bʱu.t̪ə.nə.jə/,शम्भु॔-तनय,0
418201,115884,शम्भुतत्त्वानुसंधान,n,n-----n--a,,,,/ɕəm.bʱu.ˈt̪ət̪.t̪ʋɑː.nu.sən.d̪ʰɑː.nə/,शम्भु॔-तत्त्वानुसंधान,0
418202,115894,शम्भुवल्लभ,n,n-----n--a,,,,/ɕəm.bʱu.ˈʋəl.lə.bʱə/,शम्भु॔-वल्लभ,0
418203,115893,शम्भुवर्धन,n,n-----m--a,,,,/ɕəm.bʱu.ˈʋəɹ.d̪ʰə.nə/,शम्भु॔-वर्धन,0
418204,,शम्भुवाक्यपलाशाटीका,n,n-----f--ā,,,,/ɕəm.bʱu.ʋɑːk.jə.pə.lɑː.ɕɑː.ʈiː.kɑː/,शम्भु॔-वाक्य-पलाशा-टीका,0
418205,115896,शम्भुशिक्षा,n,n-----f--ā,,,,/ɕəm.bʱu.ˈɕik.ʂɑː/,शम्भु॔-शिक्षा,0
418206,,शम्भू,n,n-----m--ū,,,,/ɕəm.bʱuː/,शम्भू॔,0
418207,220916,शम्भू,a,ap----a--ū,,,,/ɕəm.bʱuː/,शम्भू॔,0
418208,115898,शम्भूनाथ,n,n-----m--a,,,,/ɕəm.bʱuː.nɑː.t̪ʰə/,शम्भू॔-नाथ,0
418209,115899,शम्भूराजचरित्र,n,n-----n--a,,,,/ɕəm.bʱuː.ɹɑː.d͡ʑə.t͡ɕə.ˈɹit̪.ɹə/,शम्भू॔-राज-चरित्र,0
418210,115900,शम्भूवर्तनि,n,n-----f--i,,,,/ɕəm.bʱuː.ˈʋəɹ.t̪ə.ni/,शम्भू॔-वर्तनि,0
418211,115920,शम्बिन्,n,n-----m--n,,,,/ɕəm.bin/,शम्बि॔न्,0
418212,116765,शम्बु,n,n-----m--u,,,,/ɕəm.bu/,शम्बु,0
418213,115924,शम्बुक,n,n-----m--a,,,,/ɕəm.bu.kə/,शम्बुक,0
418214,115925,शम्बुक्क,n,n-----m--a,,,,/ɕəm.ˈbuk.kə/,शम्बुक्क,0
418215,115923,शम्बुवर्धन,n,n-----m--a,,,,/ɕəm.bu.ˈʋəɹ.d̪ʰə.nə/,शम्बु-वर्धन,0
418216,,शम्बाकृ,v,v----a--8- v----d--8-,,,,/ɕəm.bɑː.kɹ̩/,शम्बा-कृ,0
418217,115919,शम्बाकृत,a,ap----a--a,,,,/ɕəm.bɑː.kɹ̩.t̪ə/,शम्बा-कृत,0
418218,116766,शम्बू,n,n-----f--ū,,,,/ɕəm.buː/,शम्बू,0
418219,115926,शम्बूक,n,n-----m--a,,,n-----f--ā=शम्बूकआ,/ɕəm.buː.kə/,शम्बूक,0
418220,115927,शम्बूकपुष्पी,n,n-----f--ī,,,,/ɕəm.buː.kə.ˈpuʂ.piː/,शम्बूक-पुष्पी,0
418221,202800,शम्बूकावर्त,n,n-----m--a,,,,/ɕəm.buː.kɑː.ˈʋəɹ.t̪ə/,शम्बूकावर्त,0
418222,115929,शम्बूपुत्र,n,n-----m--a,,,,/ɕəm.buː.ˈput̪.ɹə/,शम्बू-पुत्र,0
418223,,शमेप्सु,a,ap----a--u,,,,/ɕə.meːp.su/,श-मेप्सु,0
418225,116707,शमि,n,n-----n--i,,,,/ɕə.mi/,श॔मि,0
418226,116708,शमि,n,n-----f--i,,,,/ɕə.mi/,श॔मि,0
418227,116709,शमि,n,n-----m--i,,,,/ɕə.mi/,श॔मि,0
418229,115773,शमिक,n,n-----m--a,,,,/ɕə.mi.kə/,शमिक,0
418231,116715,शमिन्,a,ap----a--n,,,,/ɕə.min/,शमिन्,0
418233,116716,शमिन्,n,n-----m--n,,,,/ɕə.min/,शमिन्,0
418234,115779,शमिर,n,n-----m--a,,,,/ɕə.mi.ɹə/,शमिर,0
418235,115771,शमिरोह,n,n-----m--a,,,,/ɕə.mi.ɹoː.ɦə/,श॔मि-रोह,0
418236,116710,शमित,a,ap----a--a,,,,/ɕə.mi.t̪ə/,शमित॔,0
418237,116711,शमित,n,n-----m--a,,,,/ɕə.mi.t̪ə/,शमित॔,0
418238,,शमितरुचि,a,ap----a--i,,,,/ɕə.mi.t̪ə.ɹu.t͡ɕi/,शमित॔-रुचि,0
418239,,शमितव्य,a,ap----a--a,,,,/ɕə.mi.ˈt̪əʋ.jə/,शमितव्य,0
418240,116712,शमिता,n,n-----f--ā,,,,/ɕə.mi.t̪ɑː/,शमिता,0
418241,,शमितायाम,a,ap----a--a,,,,/ɕə.mi.t̪ɑː.jɑː.mə/,शमितायाम,0
418242,116714,शमितृ,n,n-----m--r,,,,/ɕə.mi.t̪ɹ̩/,श॔मितृ॔,0
418243,116713,शमितृ,a,ap----a--r,,,,/ɕə.mi.t̪ɹ̩/,श॔मितृ,0
418244,115780,शमिष्ठ,a,ap----a--a,,,,/ɕə.ˈmiʂ.ʈʰə/,शमिष्ठ,0
418245,,शमिष्ठल,n,n-----n--a,,,,/ɕə.ˈmiʂ.ʈʰə.lə/,श॔मि-ष्ठल,0
418246,115756,शमोपन्यास,n,n-----m--a,,,,/ɕə.moː.pən.jɑː.sə/,शमोपन्यास,0
418247,115903,शमोप्य,n,n-----n--a,,,,/ɕə.moːp.jə/,शमो॔प्य,0
418248,115904,शम्पक,n,n-----m--a,,,,/ɕəm.pə.kə/,शम्पक,0
418249,115906,शम्फली,n,n-----f--ī,,,,/ɕəm.pʰə.liː/,शम्फली,0
418250,115905,शम्पा,n,n-----f--ā,,,,/ɕəm.pɑː/,शम्पा,0
418251,115816,शम्पाक,n,n-----m--a,,,,/ɕəm.pɑː.kə/,श॔म्-पाक,0
418252,115817,शम्पात,n,n-----m--a,,,,/ɕəm.pɑː.t̪ə/,श॔म्-पात,0
418253,116717,शम्य,a,ap----a--a,,,,/ɕəm.jə/,शम्य,0
418254,116718,शम्य,n,n-----m--a,,,,/ɕəm.jə/,शम्य,0
418255,115802,शम्योष,n,n-----m--a,,,,/ɕəm.joː.ʂə/,शम्य्-ओष,0
418257,115805,शम्या,n,n-----f--ā,,,,/ɕəm.jɑː/,श॔म्या,0
418258,116719,शम्यागर्त,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शम्यागर्त",/ɕəm.jɑː.ˈgəɹ.t̪ə/,श॔म्या-गर्त,0
418259,115807,शम्याग्राह,n,n-----m--a,,,,/ɕəm.jɑːg.ɹɑː.ɦə/,श॔म्या-ग्राह,0
418260,,शम्याक्षेप,n,n-----m--a,,,,/ɕəm.jɑːk.ʂeː.pə/,श॔म्या-क्षेप,0
418261,115814,शम्यामात्र,a,ap----a--a,,,,/ɕəm.jɑː.mɑːt̪.ɹə/,श॔म्या-मात्र॔,0
418262,,शम्यानिपात,n,n-----m--a,,,,/ɕəm.jɑː.ni.pɑː.t̪ə/,श॔म्या-निपात,0
418263,,शम्यापरास,n,n-----m--a,,,,/ɕəm.jɑː.pə.ɹɑː.sə/,श॔म्या-परास,0
418264,115810,शम्यापरासिन्,a,ap----a--n,,,,/ɕəm.jɑː.pə.ɹɑː.sin/,श॔म्या-परासिन्,0
418265,,शम्यापराव्याध,n,n-----m--a,,,,/ɕəm.jɑː.pə.ɹɑːʋ.jɑː.d̪ʰə/,श॔म्या-पराव्याध॔,0
418266,115812,शम्याप्रास,n,n-----m--a,,,,/ɕəm.jɑːp.ɹɑː.sə/,श॔म्या-प्रास,0
418267,,शम्याप्रासन,n,n-----n--a,,,,/ɕəm.jɑːp.ɹɑː.sə.nə/,श॔म्या-प्रासन,0
418268,,शम्यापात,n,n-----m--a,,,,/ɕəm.jɑː.pɑː.t̪ə/,श॔म्या-पात,0
418269,115808,शम्याताल,n,n-----m--a,,,,/ɕəm.jɑː.t̪ɑː.lə/,श॔म्या-ताल,0
418270,,शमा,n,n-----f--ā,,,,/ɕə.mɑː/,शमा,0
418271,115770,शमाह,n,n-----m--a,,,,/ɕə.mɑː.ɦə/,शमाह,0
418272,115902,शमाला,n,n-----f--ā,,,,/ɕə.mɑː.lɑː/,शमाला,0
418273,115754,शमान्तक,n,n-----m--a,,,,/ɕə.mɑːn.t̪ə.kə/,शमान्तक,0
418274,,शमान्वित,a,ap----a--a,,,,/ɕə.mɑːn.ʋi.t̪ə/,शमान्वित,0
418275,,शमात्मक,a,ap----a--a,,,,/ɕə.mɑːt̪.mə.kə/,शमात्मक,0
418277,,शमाश्रय,n,n-----m--a,,,,/ɕəmɑːɕɹəjə/,श-माश्रय,0
418278,115781,शमी,n,n-----f--ī,,,,/ɕə.miː/,श॔मी,0
418279,115788,शमीधान्य,n,n-----n--a,,,,/ɕə.miː.d̪ʰɑːn.jə/,श॔मी-धान्य,0
418280,115786,शमीदृषद,n,n-----n--a,,,,/ɕə.miː.d̪ɹ̩.ʂə.d̪ə/,श॔मी-दृषद,0
418281,115783,शमीगर्भ,n,n-----m--a,,,,/ɕə.miː.ˈgəɹ.bʱə/,श॔मी-गर्भ॔,0
418282,115784,शमीजात,a,ap----a--a,,,,/ɕə.miː.d͡ʑɑː.t̪ə/,श॔मी-जात,0
418283,115785,शमीजाति,n,n-----f--i,,,,/ɕə.miː.d͡ʑɑː.t̪i/,श॔मी-जाति,0
418284,115803,शमीक,n,n-----m--a,,,,/ɕə.miː.kə/,शमीक,0
418285,115782,शमीकुण,n,n-----m--a,,,,/ɕə.miː.ku.ɳə/,श॔मी-कुण,0
418286,,शमीलता,n,n-----f--ā,,,,/ɕə.miː.lə.t̪ɑː/,श॔मी-लता,0
418287,115799,शमीलून,a,ap----a--a,,,,/ɕə.miː.luː.nə/,श॔मी-लून,0
418288,115796,शमीमन्दारमाहात्म्य,n,n-----n--a,,,,/ɕə.miː.mən.d̪ɑː.ɹə.mɑː.ɦɑːt̪.mjə/,श॔मी-मन्दार-माहात्म्य,0
418289,,शमीमय,a,ap----a--a,,ap----f--ī=>ी,,/ɕə.miː.mə.jə/,श॔मी-म॔य,0
418290,115789,शमीनिवातम्,r,rp--------,,,,/ɕə.miː.ni.ʋɑː.t̪əm/,श॔मी-निवातम्,0
418291,115792,शमीपर्ण,n,n-----n--a,,,,/ɕə.miː.ˈpəɹ.ɳə/,श॔मी-पर्ण॔,0
418292,115790,शमीपत्त्र,n,n-----n--a,,,,/ɕə.miː.ˈpət̪.t̪ɹə/,श॔मी-पत्त्र,0
418293,115791,शमीपत्त्री,n,n-----f--ī,,,,/ɕə.miː.ˈpət̪.t̪ɹiː/,श॔मी-पत्त्री,0
418294,115795,शमीफला,n,n-----f--ā,,,,/ɕə.miː.pʰə.lɑː/,श॔मी-फला,0
418295,,शमीप्रस्थ,n,n-----n--a,,,,/ɕə.miːp.ˈɹəs.t̪ʰə/,श॔मी-प्रस्थ,0
418380,115591,शपित,a,ap----a--a,,,,/ɕə.pi.t̪ə/,शपित,0
418296,,शमीपूजाविधि,n,n-----m--i,,,,/ɕə.miː.puː.d͡ʑɑː.ʋi.d̪ʰi/,श॔मी-पूजा-विधि,0
418297,,शमीर,n,n-----m--a,,,,/ɕə.miː.ɹə/,शमीर,0
418298,115787,शमीतरु,n,n-----n--u,,,,/ɕə.miː.t̪ə.ɹu/,श॔मी-तरु,0
418299,,शमीवत्,a,ap----a--c,,,,/ɕə.miː.ʋət̪/,श॔मी-वत्,0
418300,,शमीवृक्ष,n,n-----m--a,,,,/ɕə.miː.ˈʋɹ̩k.ʂə/,श॔मी-वृक्ष,0
418301,115571,शनैर्भाव,n,n-----m--a,,,,/ɕə.nɑːiɹ.bʱɑː.ʋə/,शनैर्-भाव,0
418302,115570,शनैर्गङ्गम्,r,rp--------,,,,/ɕə.nɑːiɹ.gəŋ.gəm/,शनैर्-गङ्गम्,0
418303,206997,शनैर्मेह,n,n-----m--a,,,,/ɕə.nɑːiɹ.meː.ɦə/,शनैर्-मेह,0
418304,202822,शनैर्मेहिन्,a,ap----a--n,,,,/ɕə.nɑːiɹ.meː.ɦin/,शनैर्-मेहिन्,0
418305,115776,शनैस्,r,rp--------,,,,/ɕə.nɑːis/,श॔नैस्,0
418306,115573,शनैस्तराम्,r,rp--------,,,,/ɕə.nɑːis.t̪ə.ɹɑːm/,शनैस्-तराम्,0
418308,116625,शनैश्चर,n,n-----m--a,,,,/ɕə.nɑːiɕ.t͡ɕə.ɹə/,शनैश्-चर,0
418309,116624,शनैश्चर,a,ap----a--a,,,,/ɕə.nɑːiɕ.t͡ɕə.ɹə/,शनैश्-चर,0
418310,,शनैश्चरकवच,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=शनैश्चरकवच",/ɕə.nɑːiɕ.t͡ɕə.ɹə.kə.ʋə.t͡ɕə/,शनैश्-चर-कवच,0
418311,,शनैश्चरपूजा,n,n-----f--ā,,,,/ɕə.nɑːiɕ.t͡ɕə.ɹə.puː.d͡ʑɑː/,शनैश्-चर-पूजा,0
418312,,शनैश्चरसंवत्सर,n,n-----m--a,,,,/ɕə.nɑːiɕ.t͡ɕə.ɹə.ˈsə̃.ˈʋət̪.sə.ɹə/,शनैश्-चर-संवत्सर,0
418313,,शनैश्चरविधान,n,n-----n--a,,,,/ɕə.nɑːiɕ.t͡ɕə.ɹə.ʋi.d̪ʰɑː.nə/,शनैश्-चर-विधान,0
418314,,शनैश्चरव्रत,n,n-----n--a,,,,/ɕə.nɑːiɕ.t͡ɕə.ˈɹəʋ.ɹə.t̪ə/,शनैश्-चर-व्रत,0
418315,,शनैश्चरवार,n,n-----m--a,,,,/ɕə.nɑːiɕ.t͡ɕə.ɹə.ʋɑː.ɹə/,शनैश्-चर-वार,0
418316,115574,शनक,n,n-----m--a,,,,/ɕə.nə.kə/,शनक,0
418317,115561,शनकैस्,r,rp--------,,,,/ɕə.nə.kɑːis/,शनकै॔स्,0
418318,115560,शनकैश्चर,n,n-----m--a,,,,/ɕə.nə.kɑːiɕ.t͡ɕə.ɹə/,शनकैश्-चर,0
418319,115575,शनकावलि,n,n-----f--i,,,,/ɕə.nə.kɑː.ʋə.li/,शनकावलि,0
418320,,शनकावली,n,n-----f--ī,,,,/ɕə.nə.kɑː.ʋə.liː/,शनकावली,0
418321,115576,शनपर्णी,n,n-----f--ī,,,,/ɕə.nə.ˈpəɹ.ɳiː/,शन-पर्णी,0
418322,115562,शनि,n,n-----m--i,,,,/ɕə.ni/,शनि,0
418323,115563,शनिचक्र,n,n-----n--a,,,,/ɕə.ni.ˈt͡ɕək.ɹə/,शनि-चक्र,0
418324,115564,शनिज,n,n-----n--a,,,,/ɕə.ni.d͡ʑə/,शनि-ज,0
418325,116622,शनिप्रदोष,n,n-----m--a,,,,/ɕə.ˈnip.ɹə.d̪oː.ʂə/,शनि-प्रदोष,0
418326,,शनिप्रदोषव्रत,n,n-----n--a,,,,/ɕə.ˈnip.ɹə.d̪oː.ˈʂəʋ.ɹə.t̪ə/,शनि-प्रदोष-व्रत,0
418327,115565,शनिप्रसू,n,n-----f--ū,,,,/ɕə.ˈnip.ɹə.suː/,शनि-प्रसू,0
418328,,शनिप्रतिमादन,n,n-----n--a,,,,/ɕə.ˈnip.ɹə.t̪i.mɑː.d̪ə.nə/,शनि-प्रतिमादन,0
418329,115566,शनिप्रिय,n,n-----n--a,,,,/ɕə.ˈnip.ɹi.jə/,शनि-प्रिय,0
418330,,शनिस्तोत्र,n,n-----n--a,,,,/ɕə.ˈnis.t̪oːt̪.ɹə/,शनि-स्तोत्र,0
418331,,शनिसूक्त,n,n-----n--a,,,,/ɕə.ni.suːk.t̪ə/,शनि-सूक्त,0
418332,116621,शनित्रयोदशीव्रत,n,n-----n--a,,,,/ɕə.ˈnit̪.ɹə.joː.d̪ə.ɕiːʋ.ɹə.t̪ə/,शनि-त्रयोदशी-व्रत,0
418333,115567,शनिवार,n,n-----m--a,,,,/ɕə.ni.ʋɑː.ɹə/,शनि-वार,0
418334,115568,शनिवासर,n,n-----m--a,,,,/ɕə.ni.ʋɑː.sə.ɹə/,शनि-वासर,0
418335,116623,शनिशान्ति,n,n-----f--i,,,,/ɕə.ni.ɕɑːn.t̪i/,शनि-शान्ति,0
418336,116619,शन्न,a,ap----a--a,,,,/ɕən.nə/,शन्न,0
418337,116620,शन्न,n,n-----n--a,,,,/ɕən.nə/,शन्न,0
418338,,शन्नमल,a,ap----a--a,,,,/ɕən.nə.mə.lə/,शन्न-मल,0
418339,115577,शनोत्साह,n,n-----m--a,,,,/ɕə.noːt̪.sɑː.ɦə/,शनोत्साह,0
418340,,शन्त,a,ap----a--a,,,,/ɕən.t̪ə/,शन्त,0
418341,,शन्ति,a,ap----a--i,,,,/ɕən.t̪i/,शन्ति,0
418342,115878,शन्तिव,a,ap----a--a,,ap----f--ā=>ा,,/ɕən.t̪i.ʋə/,शन्तिव॔,0
418343,,शन्तु,a,ap----a--u,,,,/ɕən.t̪u/,शन्तु,0
418344,115877,शन्ताची,n,n-----f--ī,,,,/ɕən.t̪ɑː.t͡ɕiː/,श॔न्ताची,0
418345,115569,शन्यष्टक,n,n-----n--a,,,,/ɕən.ˈjəʂ.ʈə.kə/,शन्य्-अष्टक,0
418346,,शप्,v,v----a--1- v----a--4- v----d--4-,,,,/ɕəp/,शप्,0
418347,115578,शप्,r,rp--------,,,,/ɕəp/,शप्,0
418348,115579,शप,n,n-----m--a,,,,/ɕə.pə/,शप,0
418349,115589,शपन,n,n-----n--a,,,,/ɕə.pə.nə/,श॔पन,0
418350,115590,शपनतर,a,ap----a--a,,,,/ɕə.pə.nə.t̪ə.ɹə/,श॔पन-तर,0
418351,,शपथ,a,ap----a--a,,ap----f--ā=>ा,,/ɕə.pə.t̪ʰə/,शपथ,0
418352,115581,शपथजम्भन,a,ap----a--a,,ap----f--ī=>ी,,/ɕə.pə.t̪ʰə.d͡ʑəm.bʱə.nə/,शपथ-जम्भन,0
418353,115580,शपथकरण,n,n-----n--a,,,,/ɕə.pə.t̪ʰə.kə.ɹə.ɳə/,शपथ-करण,0
418354,115582,शपथपत्त्र,n,n-----n--a,,,,/ɕə.pə.t̪ʰə.ˈpət̪.t̪ɹə/,शपथ-पत्त्र,0
418355,,शपथपूर्वकम्,r,rp--------,,,,/ɕə.pə.t̪ʰə.puːɹ.ʋə.kəm/,शपथ-पूर्वकम्,0
418356,115585,शपथयोपन,a,ap----a--a,,ap----f--ī=>ी,,/ɕə.pə.t̪ʰə.joː.pə.nə/,शपथ-यो॔पन,0
418357,,शपथयावन,a,ap----a--a,,ap----f--ī=>ी,,/ɕə.pə.t̪ʰə.jɑː.ʋə.nə/,शपथ-या॔वन,0
418358,115587,शपथेय्य,n,n-----m--a,,,,/ɕə.pə.t̪ʰeːj.jə/,शपथेय्य॔,0
418359,115586,शपथोत्तरम्,r,rp--------,,,,/ɕə.pə.t̪ʰoːt̪.t̪ə.ɹəm/,शपथोत्तरम्,0
418360,115588,शपथ्य,a,ap----a--a,,,,/ɕə.ˈpət̪ʰ.jə/,शपथ्य॔,0
418362,116631,शफ,n,n-----n--a,,,,/ɕə.pʰə/,शफ॔,0
418363,,शफ,a,ap----a--a,,ap----f--ā=>ा,,/ɕə.pʰə/,शफ॔,0
418364,,शफच्युत,a,ap----a--a,,,,/ɕə.ˈpʰət͡ɕ.ju.t̪ə/,शफ॔-च्युत,0
418365,115595,शफग्रह,n,n-----m--a,,,,/ɕə.ˈpʰəg.ɹə.ɦə/,शफ॔-ग्रह॔,0
418366,116633,शफर,n,n-----m--a,,,n-----f--ā=शफरआ,/ɕə.pʰə.ɹə/,शफर,0
418367,115602,शफररूप,n,n-----n--a,,,,/ɕə.pʰə.ɹə.ɹuː.pə/,शफर-रूप,0
418368,115604,शफरि,n,n-----m--i,,,,/ɕə.pʰə.ɹi/,शफरि,0
418369,115606,शफरुक,n,n-----m--a,,,,/ɕə.pʰə.ɹu.kə/,शफरुक,0
418370,,शफराधिप,n,n-----m--a,,,,/ɕə.pʰə.ɹɑː.d̪ʰi.pə/,शफराधिप,0
418371,116634,शफरी,n,n-----f--ī,,,,/ɕə.pʰə.ɹiː/,शफरी,0
418373,,शफरीय,a,ap----a--a,,,,/ɕə.pʰə.ɹiː.jə/,शफरीय,0
418374,115597,शफवत्,a,ap----a--c,,,,/ɕə.pʰə.ʋət̪/,शफ॔-वत्,0
418375,115598,शफवत्,r,rp--------,,,,/ɕə.pʰə.ʋət̪/,शफ॔-वत्,0
418376,115599,शफशस्,r,rp--------,,,,/ɕə.pʰə.ɕəs/,शफ॔-शस्,0
418377,116632,शफोरु,a,ap----a--u,,ap----f--ū=>ू,,/ɕə.pʰoː.ɹu/,शफोरु,0
418378,115600,शफाक्ष,n,n-----m--a,,,,/ɕə.pʰɑːk.ʂə/,शफाक्ष,0
418379,115601,शफारुज्,a,ap----a--c,,,,/ɕə.pʰɑː.ɹud͡ʑ/,शफारु॔ज्,0
418382,116629,शप्त,n,n-----n--a,,,,/ˈɕəp.t̪ə/,शप्त॔,0
418383,,शप्त,a,ap----a--a,,,,/ˈɕəp.t̪ə/,शप्त॔,0
418384,116628,शप्त,n,n-----m--a,,,,/ˈɕəp.t̪ə/,शप्त॔,0
418385,,शप्तवत्,a,ap----a--c,,,,/ˈɕəp.t̪ə.ʋət̪/,शप्त॔-वत्,0
418386,115592,शप्तृ,n,n-----m--r,,,,/ˈɕəp.t̪ɹ̩/,शप्तृ॔,0
418387,115594,शप्व,n,n-----m--a,,,,/ˈɕəp.ʋə/,शप्व,0
418388,115593,शप्य,a,ap----a--a,,,,/ˈɕəp.jə/,शप्य,0
418389,116797,शर,n,n-----m--a,,,,/ɕə.ɹə/,शर॔,0
418390,116799,शर,n,n-----n--a,,,,/ɕə.ɹə/,शर॔,0
418391,116003,शरबन्ध,n,n-----m--a,,,,/ɕə.ɹə.bən.d̪ʰə/,शर॔-बन्ध,0
418392,,शरबर्हिस्,n,n-----n-si,,,,/ɕə.ɹə.ˈbəɹ.ɦis/,शर॔-बर्हि॔स्,0
418393,116852,शरभ,n,n-----m--a,,,,/ɕə.ɹə.bʱə/,शरभ॔,0
418394,,शरभहृदय,n,n-----n--a,,,,/ɕə.ɹə.bʱə.ɦɹ̩.d̪ə.jə/,शरभ॔-हृदय,0
418395,,शरभकल्पतन्त्र,n,n-----n--a,,,,/ɕə.ɹə.bʱə.ˈkəl.pə.t̪ən.t̪ɹə/,शरभ॔-कल्प-तन्त्र,0
418396,,शरभकवच,n,n-----n--a,,,,/ɕə.ɹə.bʱə.kə.ʋə.t͡ɕə/,शरभ॔-कवच,0
418397,116122,शरभकेतु,n,n-----m--u,,,,/ɕə.ɹə.bʱə.keː.t̪u/,शरभ॔-केतु,0
418398,116125,शरभलील,n,n-----m--a,,,,/ɕə.ɹə.bʱə.liː.lə/,शरभ॔-लील,0
418399,116855,शरभलीलाकथा,n,n-----f--ā,,,,/ɕə.ɹə.bʱə.liː.lɑː.kə.t̪ʰɑː/,शरभ॔-लीला-कथा,0
418400,,शरभमन्त्र,n,n-----m--a,,,,/ɕə.ɹə.bʱə.mən.t̪ɹə/,शरभ॔-मन्त्र,0
418401,,शरभमालामन्त्र,n,n-----m--a,,,,/ɕə.ɹə.bʱə.mɑː.lɑː.mən.t̪ɹə/,शरभ॔-माला-मन्त्र,0
418402,,शरभपद्धति,n,n-----f--i,,,,/ɕə.ɹə.bʱə.ˈpəd̪.d̪ʰə.t̪i/,शरभ॔-पद्धति,0
418403,116854,शरभपक्षिराजप्रकरण,n,n-----n--a,,,,/ɕə.ɹə.bʱə.ˈpək.ʂi.ɹɑː.ˈd͡ʑəp.ɹə.kə.ɹə.ɳə/,शरभ॔-पक्षि-राज-प्रकरण,0
418404,116124,शरभराजविलास,n,n-----m--a,,,,/ɕə.ɹə.bʱə.ɹɑː.d͡ʑə.ʋi.lɑː.sə/,शरभ॔-राज-विलास,0
418405,,शरभसहस्रनामन्,n,n-----n--n,,,,/ɕə.ɹə.bʱə.sə.ˈɦəs.ɹə.nɑː.mən/,शरभ॔-सहस्र-नामन्,0
418406,,शरभस्तोत्र,n,n-----n--a,,,,/ɕə.ɹə.ˈbʱəs.t̪oːt̪.ɹə/,शरभ॔-स्तोत्र,0
418407,,शरभता,n,n-----f--ā,,,,/ɕə.ɹə.bʱə.t̪ɑː/,शरभ॔-ता,0
418408,,शरभविधान,n,n-----n--a,,,,/ɕə.ɹə.bʱə.ʋi.d̪ʰɑː.nə/,शरभ॔-विधान,0
418409,116005,शरभङ्ग,n,n-----m--a,,,,/ɕə.ɹə.bʱəŋ.gə/,शर॔-भङ्ग,0
