136797,मीमांसामकरन्द,n,n-----m--a,,,,/miː.mɑː̃.sɑː.mə.kə.ɹən.d̪ə/,मीमांसा॔-मकरन्द,0
302948,136733,मृगचारिन्,a,ap----a--n,,,,/mɹ̩.gə.t͡ɕɑː.ɹin/,मृग॔-चारिन्,0
302949,136748,मृगदर्प,n,n-----m--a,,,,/mɹ̩.gə.ˈd̪əɹ.pə/,मृग॔-दर्प,0
302950,136746,मृगदंश,n,n-----m--a,,,,/mɹ̩.gə.d̪ə.̃ɕə/,मृग॔-दंश,0
302951,136747,मृगदंशक,n,n-----m--a,,,,/mɹ̩.gə.d̪ə.̃ɕə.kə/,मृग॔-दंशक,0
302952,136753,मृगधर,n,n-----m--a,,,,/mɹ̩.gə.d̪ʰə.ɹə/,मृग॔-धर,0
302953,,मृगधर्म,a,ap----a--a,,,,/mɹ̩.gə.ˈd̪ʰəɹ.mə/,मृग॔-धर्म,0
302954,,मृगधर्मन्,a,ap----a--n,,,,/mɹ̩.gə.ˈd̪ʰəɹ.mən/,मृग॔-धर्मन्,0
302955,137633,मृगधूम,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=मृगधूम",/mɹ̩.gə.d̪ʰuː.mə/,मृग॔-धूम,0
302956,136755,मृगधूर्त,n,n-----m--a,,,,/mɹ̩.gə.d̪ʰuːɹ.t̪ə/,मृग॔-धूर्त,0
302957,136756,मृगधूर्तक,n,n-----m--a,,,,/mɹ̩.gə.d̪ʰuːɹ.t̪ə.kə/,मृग॔-धूर्तक,0
302958,,मृगद्विज,n,n-----m--a,,,,/mɹ̩.ˈgəd̪.ʋi.d͡ʑə/,मृग॔-द्विज,0
302959,136752,मृगद्विष्,n,n-----m--c,,,,/mɹ̩.ˈgəd̪.ʋiʂ/,मृग॔-द्विष्,0
302960,136750,मृगद्युत्,a,ap----a--c,,,,/mɹ̩.ˈgəd̪.jut̪/,मृग॔-द्युत्,0
302961,,मृगद्यू,a,ap----a--ū,,,,/mɹ̩.ˈgəd̪.juː/,मृग॔-द्यू,0
302962,,मृगद्यू,n,n-----m--ū,,,,/mɹ̩.ˈgəd̪.juː/,मृग॔-द्यू,0
302963,136749,मृगदाव,n,n-----m--a,,,,/mɹ̩.gə.d̪ɑː.ʋə/,मृग॔-दाव,0
302964,137629,मृगदृश्,n,n-----m--c,,,,/mɹ̩.gə.d̪ɹ̩ɕ/,मृग॔-दृश्,0
302965,137630,मृगदृश्,n,n-----f--c,,,,/mɹ̩.gə.d̪ɹ̩ɕ/,मृग॔-दृश्,0
302966,,मृगगर्ताश्रयाप्चर,a,ap----a--a,,,,/mɹ̩gəgəɹt̪ɑːɕɹəjɑːpt͡ɕəɹə/,मृग॔-गर्ताश्रयाप्चर,0
302967,136729,मृगघर्मज,n,n-----m--a,,,,/mɹ̩.gə.ˈgʰəɹ.mə.d͡ʑə/,मृग॔-घर्म-ज,0
302968,,मृगग्रहण,n,n-----n--a,,,,/mɹ̩.ˈgəg.ɹə.ɦə.ɳə/,मृग॔-ग्रहण,0
302969,136727,मृगगामिनी,n,n-----f--ī,,,,/mɹ̩.gə.gɑː.mi.niː/,मृग॔-गामिनी,0
302970,136971,मृगहन्,n,n-----m--n,,,,/mɹ̩.gə.ɦən/,मृग॔-हन्,0
302971,,मृगहन्तृ,n,n-----m--r,,,,/mɹ̩.gə.ɦən.t̪ɹ̩/,मृग॔-हन्तृ,0
302972,,मृगैर्वारु,n,n-----m--u,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'u'}=मृगैर्वारु",/mɹ̩.gɑːiɹ.ʋɑː.ɹu/,मृगै॔र्वारु,0
302973,137000,मृगैर्वारुक,n,n-----m--a,,,,/mɹ̩.gɑːiɹ.ʋɑː.ɹu.kə/,मृगैर्वारुक,0
302974,137628,मृगजल,n,n-----n--a,,,,/mɹ̩.gə.d͡ʑə.lə/,मृग॔-जल,0
302975,,मृगजलस्नान,n,n-----n--a,,,,/mɹ̩.gə.d͡ʑə.ˈləs.nɑː.nə/,मृग॔-जल-स्नान,0
302976,136736,मृगजम्बुक,n,n-----m--a,,,,/mɹ̩.gə.d͡ʑəm.bu.kə/,मृग॔-जम्बुक,0
302977,136738,मृगजालिका,n,n-----f--ā,,,,/mɹ̩.gə.d͡ʑɑː.li.kɑː/,मृग॔-जालिका,0
302978,,मृगजाति,n,n-----f--i,,,,/mɹ̩.gə.d͡ʑɑː.t̪i/,मृग॔-जाति,0
302979,136739,मृगजीवन,n,n-----m--a,,,,/mɹ̩.gə.d͡ʑiː.ʋə.nə/,मृग॔-जीवन,0
302980,136724,मृगकेतन,n,n-----m--a,,,,/mɹ̩.gə.keː.t̪ə.nə/,मृग॔-केतन,0
302981,,मृगकाक,n,n-----m--a,,,,/mɹ̩.gə.kɑː.kə/,मृग॔-काक,0
302982,136723,मृगकानन,n,n-----n--a,,,,/mɹ̩.gə.kɑː.nə.nə/,मृग॔-कानन,0
302983,,मृगक्षीर,n,n-----n--a,,,,/mɹ̩.ˈgək.ʂiː.ɹə/,मृग॔-क्षीर,0
302984,136943,मृगलक्ष्मन्,n,n-----m--n,,,,/mɹ̩.gə.ˈləkʂ.mən/,मृग॔-लक्ष्मन्,0
302985,136945,मृगलेखा,n,n-----f--ā,,,,/mɹ̩.gə.leː.kʰɑː/,मृग॔-लेखा,0
302986,,मृगलिप्सु,a,ap----a--u,,,,/mɹ̩.gə.ˈlip.su/,मृग॔-लिप्सु,0
302987,137647,मृगलोचन,n,n-----m--a,,,,/mɹ̩.gə.loː.t͡ɕə.nə/,मृग॔-लोचन,0
302988,,मृगलोचना,n,n-----f--ā,,,,/mɹ̩.gə.loː.t͡ɕə.nɑː/,मृग॔-लोचना,0
302989,,मृगलोचनी,n,n-----f--ī,,,,/mɹ̩.gə.loː.t͡ɕə.niː/,मृग॔-लोचनी,0
302990,136946,मृगलोमिक,a,ap----a--a,,,,/mɹ̩.gə.loːmi.kə/,मृग॔-लोमिक,0
303031,137644,मृगराज,n,n-----m--a,,,,/mɹ̩.gə.ɹɑː.d͡ʑə/,मृग॔-राज,0
302992,,मृगलाञ्छनज,n,n-----m--a,,,,/mɹ̩.gə.lɑːɲ.t͡ɕʰə.nə.d͡ʑə/,मृग॔-लाञ्छन-ज,0
302993,137638,मृगमद,n,n-----m--a,,,,/mɹ̩.gə.mə.d̪ə/,मृग॔-मद,0
302994,166526,मृगमदवासा,n,n-----f--ā,,,,/mɹ̩.gə.mə.d̪ə.ʋɑː.sɑː/,मृग॔-मद-वासा,0
302995,137639,मृगमन्द,n,n-----m--a,,,,/mɹ̩.gə.mən.d̪ə/,मृग॔-मन्द,0
302996,136930,मृगमन्द्र,n,n-----m--a,,,,/mɹ̩.gə.mən.d̪ɹə/,मृग॔-मन्द्र,0
302997,137640,मृगमन्दा,n,n-----f--ā,,,,/mɹ̩.gə.mən.d̪ɑː/,मृग॔-मन्दा,0
302998,136929,मृगमत्तक,n,n-----m--a,,,,/mɹ̩.gə.ˈmət̪.t̪ə.kə/,मृग॔-मत्त॔क,0
302999,136931,मृगमय,a,ap----a--a,,ap----f--ī=>ी,,/mɹ̩.gə.mə.jə/,मृग॔-मय,0
303000,136934,मृगमुख,n,n-----m--a,,,,/mɹ̩.gə.mu.kʰə/,मृग॔-मुख,0
303001,136933,मृगमास,n,n-----m--a,,,,/mɹ̩.gə.mɑː.sə/,मृग॔-मास,0
303002,137641,मृगमातृक,n,n-----m--a,,,,/mɹ̩.gə.mɑː.t̪ɹ̩.kə/,मृग॔-मातृक,0
303003,137642,मृगमातृका,n,n-----f--ā,,,,/mɹ̩.gə.mɑː.t̪ɹ̩.kɑː/,मृग॔-मातृका,0
303005,,मृगमांस,n,n-----n--a,,,,/mɹ̩.gə.mɑː̃.sə/,मृग॔-मांस,0
303006,136757,मृगनयना,n,n-----f--ā,,,,/mɹ̩.gə.nə.jə.nɑː/,मृग॔-नयना,0
303007,137635,मृगनेत्र,a,ap----a--a,,ap----f--ā=>ा,,/mɹ̩.gə.neːt̪.ɹə/,मृग॔-नेत्र,0
303008,137636,मृगनेत्रा,n,n-----f--ā,,,,/mɹ̩.gə.neːt̪.ɹɑː/,मृग॔-नेत्रा,0
303009,,मृगनिर्मोकवसन,a,ap----a--a,,,,/mɹ̩.gə.ˈniɹ.moː.kə.ʋə.sə.nə/,मृग॔-नि॔र्मोक-वसन,0
303010,137634,मृगनाभि,n,n-----m--i,,,,/mɹ̩.gə.nɑː.bʱi/,मृग॔-नाभि,0
303011,,मृगनाभिज,a,ap----a--a,,ap----f--ā=>ा,,/mɹ̩.gə.nɑː.bʱi.d͡ʑə/,मृग॔-नाभि-ज,0
303012,175111,मृगनाभिजा,n,n-----f--ā,,,,/mɹ̩.gə.nɑː.bʱi.d͡ʑɑː/,मृग॔-नाभि-जा,0
303013,,मृगनाभिमय,a,ap----a--a,,ap----f--ī=>ी,,/mɹ̩.gə.nɑː.bʱi.mə.jə/,मृग॔-नाभि-मय,0
303014,,मृगपद,n,n-----n--a,,,,/mɹ̩.gə.pə.d̪ə/,मृग॔-पद,0
303015,136916,मृगपक्षिन्,n,n-----m--n,,,,/mɹ̩.gə.ˈpək.ʂin/,मृग॔-पक्षिन्,0
303016,137637,मृगपति,n,n-----m--i,,,,/mɹ̩.gə.pə.t̪i/,मृग॔-पति,0
303017,,मृगपतिगमना,n,n-----f--ā,,,,/mɹ̩.gə.pə.t̪i.gə.mə.nɑː/,मृग॔-पति-गमना,0
303018,136919,मृगपिप्लु,n,n-----m--u,,,,/mɹ̩.gə.ˈpip.lu/,मृग॔-पिप्लु,0
303019,,मृगपोत,n,n-----m--a,,,,/mɹ̩.gə.poː.t̪ə/,मृग॔-पोत,0
303020,,मृगपोतक,n,n-----m--a,,,,/mɹ̩.gə.poː.t̪ə.kə/,मृग॔-पोतक,0
303021,136922,मृगप्रभु,n,n-----m--u,,,,/mɹ̩.ˈgəp.ɹə.bʱu/,मृग॔-प्रभु,0
303022,,मृगप्रेक्षिन्,a,ap----a--n,,,,/mɹ̩.ˈgəp.ɹeːk.ʂin/,मृग॔-प्रेक्षिन्,0
303023,136923,मृगप्रिय,n,n-----m--a,,,,/mɹ̩.ˈgəp.ɹi.jə/,मृग॔-प्रिय,0
303024,136918,मृगपालिका,n,n-----f--ā,,,,/mɹ̩.gə.pɑː.li.kɑː/,मृग॔-पालिका,0
303025,136935,मृगरसा,n,n-----f--ā,,,,/mɹ̩.gə.ɹə.sɑː/,मृग॔-रसा,0
303026,136939,मृगरिपु,n,n-----m--u,,,,/mɹ̩.gə.ɹi.pu/,मृग॔-रिपु,0
303027,137645,मृगर्क्ष,n,n-----n--a,,,,/mɹ̩.ˈgəɹk.ʂə/,मृग॔-र्क्ष,0
303028,136941,मृगरोचना,n,n-----f--ā,,,,/mɹ̩.gə.ɹoː.t͡ɕə.nɑː/,मृग॔-रोचना,0
303029,,मृगरोमज,a,ap----a--a,,,,/mɹ̩.gə.ɹoːmə.d͡ʑə/,मृग॔-रोम-ज,0
303030,136936,मृगराज्,n,n-----m--c,,,,/mɹ̩.gə.ɹɑːd͡ʑ/,मृग॔-राज्,0
303032,,मृगराजधारिन्,n,n-----m--n,,,,/mɹ̩.gə.ɹɑː.d͡ʑə.d̪ʰɑː.ɹin/,मृग॔-राज-धारिन्,0
303033,,मृगराजलक्ष्मन्,a,ap----a--n,,,,/mɹ̩.gə.ɹɑː.d͡ʑə.ˈləkʂ.mən/,मृग॔-राज-लक्ष्मन्,0
303034,,मृगराजता,n,n-----f--ā,,,,/mɹ̩.gə.ɹɑː.d͡ʑə.t̪ɑː/,मृग॔-राज-ता,0
303035,136937,मृगराजिनी,n,n-----f--ī,,,,/mɹ̩.gə.ɹɑː.d͡ʑi.niː/,मृग॔-राजिनी,0
303036,136938,मृगराटिका,n,n-----f--ā,,,,/mɹ̩.gə.ɹɑː.ʈi.kɑː/,मृग॔-राटिका,0
303037,,मृगरूपिन्,a,ap----a--n,,,,/mɹ̩.gə.ɹuː.pin/,मृग॔-रूपिन्,0
303038,136967,मृगसक्थ,n,n-----n--a,,,,/mɹ̩.gə.ˈsək.t̪ʰə/,मृग॔-सक्थ,0
303039,,मृगसत्तम,n,n-----m--a,,,,/mɹ̩.gə.ˈsət̪.t̪ə.mə/,मृग॔-सत्तम,0
303040,136968,मृगसत्त्र,n,n-----n--a,,,,/mɹ̩.gə.ˈsət̪.t̪ɹə/,मृग॔-सत्त्र,0
303041,136969,मृगसिंहक,n,n-----m--a,,,,/mɹ̩.gə.ˈsĩ.ɦə.kə/,मृग॔-सिंहक,0
303042,,मृगसूकर,n,n-----m--a,,,,/mɹ̩.gə.suː.kə.ɹə/,मृग॔-सूकर,0
303043,136744,मृगतोय,n,n-----n--a,,,,/mɹ̩.gə.t̪oː.jə/,मृग॔-तोय,0
303044,,मृगत्व,n,n-----n--a,,,,/mɹ̩.ˈgət̪.ʋə/,मृग॔-त्व,0
303045,136741,मृगतीर्थ,n,n-----n--a,,,,/mɹ̩.gə.t̪iːɹ.t̪ʰə/,मृग॔-तीर्थ,0
303046,,मृगतृष्,n,n-----f--c,,,,/mɹ̩.gə.t̪ɹ̩ʂ/,मृग॔-तृष्,0
303047,,मृगतृषा,n,n-----f--ā,,,,/mɹ̩.gə.t̪ɹ̩.ʂɑː/,मृग॔-तृषा,0
303048,136742,मृगतृष्णि,n,n-----f--i,,,,/mɹ̩.gə.ˈt̪ɹ̩ʂ.ɳi/,मृग॔-तृष्णि,0
303049,136743,मृगतृष्णिका,n,n-----f--ā,,,,/mɹ̩.gə.ˈt̪ɹ̩ʂ.ɳi.kɑː/,मृग॔-तृष्णिका,0
303050,169425,मृगतृष्णा,n,n-----f--ā,,,,/mɹ̩.gə.ˈt̪ɹ̩ʂ.ɳɑː/,मृग॔-तृष्णा,0
303051,137680,मृगव,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=मृगव",/mɹ̩.gə.ʋə/,मृगव,0
303052,,मृगवधाजीव,n,n-----m--a,,,,/mɹ̩.gə.ʋə.d̪ʰɑː.d͡ʑiː.ʋə/,मृग॔-व॔धाजीव,0
303053,,मृगवधाजीविन्,n,n-----m--n,,,,/mɹ̩.gə.ʋə.d̪ʰɑː.d͡ʑiː.ʋin/,मृग॔-व॔धाजीविन्,0
303054,136950,मृगवधू,n,n-----f--ū,,,,/mɹ̩.gə.ʋə.d̪ʰuː/,मृग॔-वधू,0
303055,136956,मृगवैणिक,n,n-----n--a,,,,/mɹ̩.gə.ʋɑːi.ɳi.kə/,मृग॔-वैणिक,0
303056,136952,मृगवल्लभ,n,n-----m--a,,,,/mɹ̩.gə.ˈʋəl.lə.bʱə/,मृग॔-वल्लभ,0
303057,,मृगवन,n,n-----n--a,,,,/mɹ̩.gə.ʋə.nə/,मृग॔-वन,0
303058,,मृगवनतीर्थ,n,n-----n--a,,,,/mɹ̩.gə.ʋə.nə.t̪iːɹ.t̪ʰə/,मृग॔-वन-तीर्थ,0
303059,136951,मृगवर्मन्,n,n-----m--n,,,,/mɹ̩.gə.ˈʋəɹ.mən/,मृग॔-वर्मन्,0
303060,136947,मृगवती,n,n-----f--ī,,,,/mɹ̩.gə.ʋə.t̪iː/,मृग॔-वती,0
303061,137016,मृगव्य,n,n-----n--a,,,,/mɹ̩.ˈgəʋ.jə/,मृगव्य,0
303062,137649,मृगव्याध,n,n-----m--a,,,,/mɹ̩.ˈgəʋ.jɑː.d̪ʰə/,मृग॔-व्याध,0
303063,,मृगव्याधकथानक,n,n-----n--a,,,,/mɹ̩.ˈgəʋ.jɑː.d̪ʰə.kə.t̪ʰɑː.nə.kə/,मृग॔-व्याध-कथानक,0
303064,,मृगव्याधसर्पसूकर,n,n-----m--a,,,,/mɹ̩.ˈgəʋ.jɑː.d̪ʰə.ˈsəɹ.pə.suː.kə.ɹə/,मृग॔-व्याध-सर्प-सूकर,0
303065,136957,मृगव्याधीय,n,n-----n--a,,,,/mɹ̩.ˈgəʋ.jɑː.d̪ʰiː.jə/,मृग॔-व्याधीय,0
303066,,मृगव्यालनिषेवित,a,ap----a--a,,,,/mɹ̩.ˈgəʋ.jɑː.lə.ni.ʂeː.ʋi.t̪ə/,मृग॔-व्याल-निषेवित,0
303647,44115,नभ्य,a,ap----a--a,,,,/ˈnəbʱ.jə/,न॔भ्य,0
303067,136953,मृगवाहन,n,n-----m--a,,,,/mɹ̩.gə.ʋɑː.ɦə.nə/,मृग॔-वाहन,0
303068,136954,मृगवीथिका,n,n-----f--ā,,,,/mɹ̩.gə.ʋiː.t̪ʰi.kɑː/,मृग॔-वीथिका,0
303069,136955,मृगवीथी,n,n-----f--ī,,,,/mɹ̩.gə.ʋiː.t̪ʰiː/,मृग॔-वीथी,0
303070,137675,मृगय,n,n-----m--a,,,,/mɹ̩.gə.jə/,मृ॔गय,0
303071,137005,मृगयस्,n,n-----m-sa,,,,/mɹ̩.gə.jəs/,मृगय॔स्,0
303072,137015,मृगयु,n,n-----m--u,,,,/mɹ̩.gə.ju/,मृगयु॔,0
303073,137006,मृगया,n,n-----f--ā,,,,/mɹ̩.gə.jɑː/,मृ॔गया,0
303074,137006,मृगया,n,n-----f--ā,,,,/mɹ̩.gə.jɑː/,मृगया,0
303075,137007,मृगयाधर्म,n,n-----m--a,,,,/mɹ̩.gə.jɑː.ˈd̪ʰəɹ.mə/,मृगया-धर्म,0
303076,137676,मृगयाक्रीडन,n,n-----n--a,,,,/mɹ̩.gə.jɑːk.ɹiː.ɖə.nə/,मृगया-क्रीडन,0
303077,,मृगयाक्रीडा,n,n-----f--ā,,,,/mɹ̩.gə.jɑːk.ɹiː.ɖɑː/,मृगया-क्रीडा,0
303078,,मृगयारस,n,n-----m--a,,,,/mɹ̩.gə.jɑː.ɹə.sə/,मृगया-रस,0
303079,137677,मृगयारण्य,n,n-----n--a,,,,/mɹ̩.gə.jɑː.ˈɹəɳ.jə/,मृगयारण्य,0
303080,137010,मृगयावन,n,n-----n--a,,,,/mɹ̩.gə.jɑː.ʋə.nə/,मृगया-वन,0
303081,137012,मृगयावेष,n,n-----m--a,,,,/mɹ̩.gə.jɑː.ʋeː.ʂə/,मृगया-वेष,0
303082,137679,मृगयाविहार,a,ap----a--a,,,,/mɹ̩.gə.jɑː.ʋi.ɦɑː.ɹə/,मृगया-विहार,0
303083,137678,मृगयाविहार,n,n-----m--a,,,,/mɹ̩.gə.jɑː.ʋi.ɦɑː.ɹə/,मृगया-विहार,0
303084,137011,मृगयाविहारिन्,a,ap----a--n,,,,/mɹ̩.gə.jɑː.ʋi.ɦɑː.ɹin/,मृगया-विहारिन्,0
303085,,मृगयाव्यसन,n,n-----n--a,,,,/mɹ̩.gə.jɑːʋ.jə.sə.nə/,मृगया-व्यसन,0
303086,137008,मृगयायान,n,n-----n--a,,,,/mɹ̩.gə.jɑː.jɑː.nə/,मृगया-यान,0
303087,,मृगयाशील,a,ap----a--a,,,,/mɹ̩.gə.jɑː.ɕiː.lə/,मृगया-शील,0
303088,,मृगयूथ,n,n-----n--a,,,,/mɹ̩.gə.juː.t̪ʰə/,मृग॔-यूथ,0
303089,,मृगयूथप,n,n-----m--a,,,,/mɹ̩.gə.juː.t̪ʰə.pə/,मृग॔-यूथ-प,0
303090,136959,मृगशफ,n,n-----m--a,,,,/mɹ̩.gə.ɕə.pʰə/,मृग॔-शफ॔,0
303091,136963,मृगशिर,n,n-----n--a,,,,/mɹ̩.gə.ɕi.ɹə/,मृग॔-शिर,0
303092,137651,मृगशिरस्,a,ap----a-sa,,,,/mɹ̩.gə.ɕi.ɹəs/,मृग॔-शिरस्,0
303093,137650,मृगशिरस्,n,n-----n-sa,,,,/mɹ̩.gə.ɕi.ɹəs/,मृग॔-शिरस्,0
303094,137652,मृगशिरस्,n,n-----m-sa,,,,/mɹ̩.gə.ɕi.ɹəs/,मृग॔-शिरस्,0
303095,136964,मृगशिरा,n,n-----f--ā,,,,/mɹ̩.gə.ɕi.ɹɑː/,मृग॔-शिरा,0
303096,136966,मृगश्रेष्ठ,n,n-----m--a,,,,/mɹ̩gəɕɹeːʂʈʰə/,मृग॔-श्रेष्ठ,0
303097,,मृगशावक,n,n-----m--a,,,,/mɹ̩.gə.ɕɑː.ʋə.kə/,मृग॔-शावक,0
303098,136962,मृगशावाक्षी,n,n-----f--ī,,,,/mɹ̩.gə.ɕɑː.ʋɑːk.ʂiː/,मृग॔-शावाक्षी,0
303099,136960,मृगशायिका,n,n-----f--ā,,,,/mɹ̩.gə.ɕɑː.ji.kɑː/,मृग॔-शायिका,0
303102,137655,मृगशीर्ष,n,n-----m--a,,,,/mɹ̩.gə.ɕiːɹ.ʂə/,मृग॔-शीर्ष॔,0
303103,137654,मृगशीर्ष,a,ap----a--a,,,,/mɹ̩.gə.ɕiːɹ.ʂə/,मृग॔-शीर्ष॔,0
303104,137653,मृगशीर्ष,n,n-----n--a,,,,/mɹ̩.gə.ɕiːɹ.ʂə/,मृग॔-शीर्ष॔,0
303105,136965,मृगशीर्षन्,n,n-----n--n,,,,/mɹ̩.gə.ɕiːɹ.ʂən/,मृग॔-शीर्षन्,0
303106,137656,मृगशृङ्ग,n,n-----n--a,,,,/mɹ̩.gə.ɕɹ̩ŋ.gə/,मृग॔-शृङ्ग,0
303107,,मृगशृङ्गव्रतिन्,n,n-----m--n,,,,/mɹ̩.gə.ɕɹ̩ŋ.ˈgəʋ.ɹə.t̪in/,मृग॔-शृङ्ग-व्रतिन्,0
303108,137004,मृगण्यु,a,ap----a--u,,,,/mɹ̩.ˈgəɳ.ju/,मृगण्यु॔,0
303109,137003,मृगणा,n,n-----f--ā,,,,/mɹ̩.gə.ɳɑː/,मृगणा,0
303110,136740,मृगटङ्क,n,n-----m--a,,,,/mɹ̩.gə.ʈəŋ.kə/,मृग॔-टङ्क,0
303111,,मृगेभ,n,n-----n--a,,,,/mɹ̩.geː.bʱə/,मृगेभ,0
303112,,मृगेक्षण,n,n-----n--a,,,,/mɹ̩.geːk.ʂə.ɳə/,मृगेक्षण,0
303114,137666,मृगेक्षणा,n,n-----f--ā,,,,/mɹ̩.geːk.ʂə.ɳɑː/,मृगेक्षणा,0
303115,137667,मृगेन्द्र,n,n-----m--a,,,,/mɹ̩.geːn.d̪ɹə/,मृगेन्द्र,0
303116,137668,मृगेन्द्र,n,n-----n--a,,,,/mɹ̩.geːn.d̪ɹə/,मृगेन्द्र,0
303118,,मृगेन्द्रचटक,n,n-----m--a,,,,/mɹ̩.geːn.d̪ɹə.t͡ɕə.ʈə.kə/,मृगेन्द्र-चटक,0
303119,,मृगेन्द्रमुख,n,n-----n--a,,,,/mɹ̩.geːn.d̪ɹə.mu.kʰə/,मृगेन्द्र-मुख,0
303120,,मृगेन्द्रस्वातिकर्ण,n,n-----m--a,,,,/mɹ̩.geːn.ˈd̪ɹəs.ʋɑː.t̪i.ˈkəɹ.ɳə/,मृगेन्द्र-स्वाति-कर्ण,0
303121,,मृगेन्द्रता,n,n-----f--ā,,,,/mɹ̩.geːn.d̪ɹə.t̪ɑː/,मृगेन्द्र-ता,0
303122,,मृगेन्द्रवृषभ,n,n-----m--a,,,,/mɹ̩.geːn.d̪ɹə.ʋɹ̩.ʂə.bʱə/,मृगेन्द्र-वृषभ,0
303123,,मृगेन्द्रोत्तर,n,n-----n--a,,,,/mɹ̩.geːn.d̪ɹoːt̪.t̪ə.ɹə/,मृगेन्द्रोत्तर,0
303124,211533,मृगेन्द्रासन,n,n-----n--a,,,,/mɹ̩.geːn.d̪ɹɑː.sə.nə/,मृगेन्द्रासन,0
303125,,मृगेन्द्रास्य,a,ap----a--a,,,,/mɹ̩.geːn.d̪ɹɑːs.jə/,मृगेन्द्रास्य,0
303126,165863,मृगेन्द्राणी,n,n-----f--ī,,,,/mɹ̩.geːn.d̪ɹɑː.ɳiː/,मृगेन्द्राणी,0
303128,137670,मृगेर्वारु,n,n-----m--u,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'u'}=मृगेर्वारु",/mɹ̩.geːɹ.ʋɑː.ɹu/,मृग्-ऽएर्वारु,0
303130,203353,मृगेर्वारुक,n,n-----m--a,,,,/mɹ̩.geːɹ.ʋɑː.ɹu.kə/,मृग्-ऽएर्वारुक,0
303131,136996,मृगेश,n,n-----m--a,,,,/mɹ̩.geː.ɕə/,मृगेश,0
303132,,मृगेशवरवर्मन्,n,n-----m--n,,,,/mɹ̩.geː.ɕə.ʋə.ɹə.ˈʋəɹ.mən/,मृगेश-वर-वर्मन्,0
303133,136998,मृगेश्वर,n,n-----m--a,,,,/mɹ̩geːɕʋəɹə/,मृगेश्वर,0
303134,136999,मृगेष्ट,n,n-----m--a,,,,/mɹ̩.geːʂ.ʈə/,मृगेष्ट,0
303135,137018,मृगित,a,ap----a--a,,,,/mɹ̩.gi.t̪ə/,मृगित,0
303136,137001,मृगोद्भव,n,n-----m--a,,,,/mɹ̩.goːd̪.bʱə.ʋə/,मृगोद्भव,0
