136797,मीमांसामकरन्द,n,n-----m--a,,,,/miː.mɑː̃.sɑː.mə.kə.ɹən.d̪ə/,मीमांसा॔-मकरन्द,0
305499,44660,नवतितम,a,ap----a--a,,ap----f--ī=>ी,,/nə.ʋə.t̪i.t̪ə.mə/,नवति॔-तम,0
305500,44667,नवतिशस्,r,rp--------,,,,/nə.ʋə.t̪i.ɕəs/,नवति॔-शस्,0
305501,44666,नवतिशत,n,n-----n--a,,,,/nə.ʋə.t̪i.ɕə.t̪ə/,नवति॔-शत,0
305502,44597,नवत्व,n,n-----n--a,,,,/nə.ˈʋət̪.ʋə/,न॔व-त्व,0
305504,,नवता,n,n-----f--ā,,,,/nə.ʋə.t̪ɑː/,न॔व-ता,0
305505,44596,नवतान्तव,a,ap----a--a,,ap----f--ī=>ी,,/nə.ʋə.t̪ɑːn.t̪ə.ʋə/,न॔व-तान्तव,0
305506,44556,नवौचित्यविचारचर्चा,n,n-----f--ā,,,,/nə.ˈʋəौ.ˈt͡ɕit̪.jə.ʋi.t͡ɕɑː.ɹə.ˈt͡ɕəɹ.t͡ɕɑː/,नवौचित्य-विचार-चर्चा,0
305507,,नववधू,n,n-----f--ū,,,,/nə.ʋə.ʋə.d̪ʰuː/,न॔व-वधू,0
305508,44533,नववरिका,n,n-----f--ā,,,,/nə.ʋə.ʋə.ɹi.kɑː/,न॔व-वरिका,0
305509,,नववर्णमाला,n,n-----f--ā,,,,/nə.ʋə.ˈʋəɹ.ɳə.mɑː.lɑː/,न॔व-वर्ण-माला,0
305510,,नववर्षमहोत्सव,n,n-----m--a,,,,/nə.ʋə.ˈʋəɹ.ʂə.mə.ɦoːt̪.sə.ʋə/,न॔व-वर्ष-महोत्सव,0
305511,,नववस्त्र,n,n-----n--a,,,,/nə.ʋə.ˈʋəs.t̪ɹə/,न॔व-वस्त्र,0
305512,44625,नवविध,a,ap----a--a,,,,/nə.ʋə.ʋi.d̪ʰə/,न॔व-विध,0
305513,44624,नववितृण्ण,a,ap----a--a,,,,/nə.ʋə.ʋi.ˈt̪ɹ̩ɳ.ɳə/,न॔व-वितृण्ण,0
305514,44626,नवविवेकदीपिका,n,n-----f--ā,,,,/nə.ʋə.ʋi.ʋeː.kə.d̪iː.pi.kɑː/,न॔व-विवेक-दीपिका,0
305515,44623,नवविंश,a,ap----a--a,,ap----f--ī=>ी,,/nə.ʋə.ʋi.̃ɕə/,न॔व-विंश,0
305516,,नवविंशति,n,n-----f--i,,,,/nə.ʋə.ʋi.̃ɕə.t̪i/,न॔व-विंशति,0
305517,,नवव्रत,a,ap----a--a,,,,/nə.ˈʋəʋ.ɹə.t̪ə/,नव-व्रत,0
305518,44628,नवव्यूह,n,n-----m--a,,,,/nə.ˈʋəʋ.juː.ɦə/,न॔व-व्यूह,0
305519,44621,नववार्षिक,a,ap----a--a,,,,/nə.ʋə.ʋɑːɹ.ʂi.kə/,न॔व-वार्षिक,0
305520,,नववार्षिकदेशीय,a,ap----a--a,,,,/nə.ʋə.ʋɑːɹ.ʂi.kə.d̪eː.ɕiː.jə/,न॔व-वार्षिक-देशीय,0
305521,44622,नववास्त्व,n,n-----m--a,,,,/nə.ʋə.ʋɑːst̪.ʋə/,न॔व-वास्त्व,0
305522,44627,नववृष,a,ap----a--a,,,,/nə.ʋə.ʋɹ̩.ʂə/,न॔व-वृष॔,0
305524,44528,नवयौवण,n,n-----n--a,,,,/nə.ʋə.ˈjəौ.ʋə.ɳə/,न॔व-यौवण,0
305525,,नवयौवण,a,ap----a--a,,ap----f--ā=>ा,,/nə.ʋə.ˈjəौ.ʋə.ɳə/,न॔व-यौवण,0
305526,44612,नवयोगकल्लोल,n,n-----m--a,,,,/nə.ʋə.joː.gə.ˈkəl.loː.lə/,न॔व-योग-कल्लोल,0
305527,44629,नवशक्ति,n,n-----m--i,,,,/nə.ʋə.ˈɕək.t̪i/,न॔व-शक्ति,0
305528,44631,नवशस्,r,rp--------,,,,/nə.ʋə.ɕəs/,न॔व-शस्,0
305529,44630,नवशत,n,n-----n--a,,,,/nə.ʋə.ɕə.t̪ə/,न॔व-शत,0
305530,,नवशततम,a,ap----a--a,,ap----f--ī=>ी,,/nə.ʋə.ɕə.t̪ə.t̪ə.mə/,न॔व-शत-तम,0
305531,44535,नवशशिभृत्,n,n-----m--c,,,,/nə.ʋə.ɕə.ɕi.bʱɹ̩t̪/,न॔व-शशि-भृत्,0
305532,44536,नवश्राद्ध,n,n-----n--a,,,,/nəʋəɕɹɑːd̪d̪ʰə/,न॔व-श्राद्ध,0
305533,44632,नवशायक,n,n-----m--a,,,,/nə.ʋə.ɕɑː.jə.kə/,न॔व-शायक,0
305534,,नवषष्टितम,a,ap----a--a,,ap----f--ī=>ी,,/nə.ʋə.ˈʂəʂ.ʈi.t̪ə.mə/,न॔व-षष्टि-तम,0
305535,44633,नवषट्क,a,ap----a--a,,,,/nə.ʋə.ˈʂəʈ.kə/,न॔व-षट्क,0
305536,44677,नवेद,a,ap----a--a,,,,/nə.ʋeː.d̪ə/,न॔वेद,0
305537,44550,नवेतर,a,ap----a--a,,,,/nə.ʋeː.t̪ə.ɹə/,नवेतर,0
305538,43460,नविद्वस्,a,ap----a-sa,,,,/nə.ˈʋid̪.ʋəs/,न॔-विद्वस्,0
305539,,नविद्य,a,ap----a--a,,,,/nə.ˈʋid̪.jə/,न॔-विद्य,0
305540,44557,नविका,n,n-----f--ā,,,,/nə.ʋi.kɑː/,नविका,0
305541,44673,नविन्,a,ap----a--n,,,,/nə.ʋin/,नविन्,0
305542,44560,नविष्ठ,a,ap----a--a,,,,/nə.ˈʋiʂ.ʈʰə/,न॔विष्ठ,0
305543,44579,नविष्टि,n,n-----f--i,,,,/nə.ˈʋiʂ.ʈi/,न॔विष्टि,0
305544,,नवोदय,a,ap----a--a,,,,/nə.ʋoː.d̪ə.jə/,नवोदय,0
305545,44554,नवोद्धृत,n,n-----n--a,,,,/nə.ʋoːd̪.d̪ʰɹ̩.t̪ə/,नवोद्धृत,0
305546,,नवोदित,a,ap----a--a,,,,/nə.ʋoː.d̪i.t̪ə/,नवोदित,0
305547,44555,नवोनवव्याख्या,n,n-----f--ā,,,,/nə.ʋoː.nə.ˈʋəʋ.jɑːkʰ.jɑː/,नवोनव-व्याख्या,0
305548,,नवोत्थान,a,ap----a--a,,,,/nə.ʋoːt̪.t̪ʰɑː.nə/,न-वोत्थान,0
305549,44551,नवोढा,n,n-----f--ā,,,,/nə.ʋoː.ɖʰɑː/,नवोढा,0
305550,44580,नव्य,a,ap----a--a,,ap----f--ā=>ा,,/ˈnəʋ.jə/,न॔व्य,0
305552,,नव्यधर्मितावच्छेदकवादार्थ,n,n-----m--a,,,,/ˈnəʋ.jə.ˈd̪ʰəɹ.mi.t̪ɑː.ˈʋət͡ɕ.t͡ɕʰeː.d̪ə.kə.ʋɑː.d̪ɑːɹ.t̪ʰə/,न॔व्य-धर्मितावच्छेदक-वादार्थ,0
305553,,नव्यमतरहस्य,n,n-----n--a,,,,/ˈnəʋ.jə.mə.t̪ə.ɹə.ˈɦəs.jə/,न॔व्य-मत-रहस्य,0
305554,,नव्यमतविचार,n,n-----m--a,,,,/ˈnəʋ.jə.mə.t̪ə.ʋi.t͡ɕɑː.ɹə/,न॔व्य-मत-विचार,0
305555,,नव्यमतवाद,n,n-----m--a,,,,/ˈnəʋ.jə.mə.t̪ə.ʋɑː.d̪ə/,न॔व्य-मत-वाद,0
305556,,नव्यमतवादार्थ,n,n-----m--a,,,,/ˈnəʋ.jə.mə.t̪ə.ʋɑː.d̪ɑːɹ.t̪ʰə/,न॔व्य-मत-वादार्थ,0
305557,,नव्यमुक्तिवादटिप्पनी,n,n-----f--ī,,,,/ˈnəʋ.jə.ˈmuk.t̪i.ʋɑː.d̪ə.ˈʈip.pə.niː/,न॔व्य-मुक्ति-वाद-टिप्पनी,0
305558,,नव्यनिर्माण,n,n-----n--a,,,,/ˈnəʋ.jə.ˈniɹ.mɑː.ɳə/,न॔व्य-निर्माण,0
305559,,नव्यस्,r,rp--------,,,,/ˈnəʋ.jəs/,न॔व्यस्,0
305560,219303,नव्यस्,a,ap----a-sa,,,,/ˈnəʋ.jəs/,न॔व्यस्,0
305561,,नव्यसे,r,rp--------,,,,/ˈnəʋ.jə.seː/,न॔व्यसे,0
305562,,नव्यसा,r,rp--------,,,,/ˈnəʋ.jə.sɑː/,न॔व्यसा,0
305768,,नंश्,v,v----a--1- v----d--1-,,,,/nə̃ɕ/,नंश्,0
305563,44573,नव्यवर्धमान,n,n-----m--a,,,,/ˈnəʋ.jə.ˈʋəɹ.d̪ʰə.mɑː.nə/,न॔व्य-वर्धमान,0
305564,44572,नव्यवत्,r,rp--------,,,,/ˈnəʋ.jə.ʋət̪/,न॔व्य-वत्,0
305565,,नव्या,n,n-----f--ā,,,,/ˈnəʋ.jɑː/,न॔व्या,0
305567,44574,नव्याकृति,n,n-----m--i,,,,/ˈnəʋ.jɑː.kɹ̩.t̪i/,नव्याकृति,0
305568,,नव्यानुमितिपरामर्शकार्यकारणभावविचार,n,n-----m--a,,,,/ˈnəʋ.jɑː.nu.mi.t̪i.pə.ɹɑː.mə.ɹɕə.kɑːɹ.jə.kɑː.ɹə.ɳə.bʱɑː.ʋə.ʋi.t͡ɕɑː.ɹə/,नव्यानुमिति-परामर्श-कार्य-कारण-भाव-विचार,0
305569,44576,नव्यानुमितिपरामर्शविचार,n,n-----m--a,,,,/ˈnəʋ.jɑː.nu.mi.t̪i.pə.ɹɑː.mə.ɹɕə.ʋi.t͡ɕɑː.ɹə/,नव्यानुमिति-परामर्श-विचार,0
305570,44488,नवा,n,n-----f--ā,,,,/nə.ʋɑː/,न॔वा,0
305571,44542,नवागत,a,ap----a--a,,,,/nə.ʋɑː.gə.t̪ə/,नवागत,0
305572,44549,नवाह,n,n-----m--a,,,,/nə.ʋɑː.ɦə/,नवाह,0
305573,44549,नवाह,n,n-----m--a,,,,/nə.ʋɑː.ɦə/,नवाह॔,0
305574,,नवाह्निकभाष्य,n,n-----n--a,,,,/nə.ʋɑːɦ.ni.kə.bʱɑːʂ.jə/,नवाह्निक-भाष्य,0
305575,,नवाक्षर,n,n-----n--a,,,n-----f--ā=नवाक्षरआ n-----f--ī=नवाक्षरई,/nə.ʋɑːk.ʂə.ɹə/,नवाक्षर,0
305576,,नवाक्षरीकल्प,n,n-----m--a,,,,/nə.ʋɑːk.ʂə.ɹiː.ˈkəl.pə/,नवाक्षरी-कल्प,0
305577,,नवाम्बर,n,n-----n--a,,,,/nə.ʋɑːm.bə.ɹə/,नवाम्बर,0
305578,,नवाम्बु,n,n-----n--u,,,,/nə.ʋɑːm.bu/,नवाम्बु,0
305579,44543,नवान्न,n,n-----n--a,,,,/nə.ʋɑːn.nə/,नवान्न,0
305580,,नवान्नभक्षण,n,n-----n--a,,,,/nə.ʋɑːn.nə.ˈbʱək.ʂə.ɳə/,नवान्न-भक्षण,0
305581,,नवान्नहौत्र,n,n-----n--a,,,,/nə.ʋɑːn.nə.ˈɦəौ.t̪ɹə/,नवान्न-हौत्र,0
305582,,नवान्नस्थालीपाकमन्त्र,n,n-----m--a,,,,/nə.ʋɑːn.ˈnəs.t̪ʰɑː.liː.pɑː.kə.mən.t̪ɹə/,नवान्न-स्थाली-पाक-मन्त्र,0
305583,,नवान्नविधि,n,n-----m--i,,,,/nə.ʋɑːn.nə.ʋi.d̪ʰi/,नवान्न-विधि,0
305584,,नवान्नेष्टि,n,n-----f--i,,,,/nə.ʋɑːn.neːʂ.ʈi/,नवान्नेष्टि,0
305585,44648,नवानुपूर्वसमापत्तिकुशल,n,n-----m--a,,,,/nə.ʋɑː.nu.puːɹ.ʋə.sə.mɑː.ˈpət̪.t̪i.ku.ɕə.lə/,नवानुपूर्व-समापत्ति-कुशल,0
305586,44650,नवारत्नि,a,ap----a--i,,,,/nə.ʋɑː.ˈɹət̪.ni/,न॔वारत्नि,0
305587,,नवार्चिस्,n,n-----n-si,,,,/nə.ʋɑːɹ.t͡ɕis/,नवार्चिस्,0
305588,44546,नवार्म,n,n-----n--a,,,,/nə.ʋɑːɹ.mə/,नवार्म,0
305589,,नवार्णव,a,ap----a--a,,,,/nə.ʋɑːɹ.ɳə.ʋə/,नवार्णव,0
305590,,नवार्णवपद्धति,n,n-----f--i,,,,/nə.ʋɑːɹ.ɳə.ʋə.ˈpəd̪.d̪ʰə.t̪i/,नवार्णव-पद्धति,0
305591,,नवार्णवप्रकरण,n,n-----n--a,,,,/nə.ʋɑːɹ.ɳə.ˈʋəp.ɹə.kə.ɹə.ɳə/,नवार्णव-प्रकरण,0
305592,,नवात्मक,a,ap----a--a,,,,/nə.ʋɑːt̪.mə.kə/,नवात्मक,0
305593,44548,नवावसित,n,n-----n--a,,,,/nə.ʋɑː.ʋə.si.t̪ə/,नवावसित॔,0
305594,44547,नवावसान,n,n-----n--a,,,,/nə.ʋɑː.ʋə.sɑː.nə/,न॔वावसान,0
305595,44649,नवायस,n,n-----n--a,,,,/nə.ʋɑː.jə.sə/,नवायस,0
305596,44653,नवाश्र,a,ap----a--a,,,,/nəʋɑːɕɹə/,नवाश्र,0
305597,,नवाश्रकुण्ड,n,n-----n--a,,,,/nəʋɑːɕɹəkuɳɖə/,नवाश्र-कुण्ड,0
305598,,नवाशीतितम,a,ap----a--a,,ap----f--ī=>ी,,/nə.ʋɑː.ɕiː.t̪i.t̪ə.mə/,नवाशीति-तम,0
305599,,नवांश,n,n-----m--a,,,,/nə.ʋɑː.̃ɕə/,नवांश,0
305600,,नवांशक,n,n-----m--a,,,,/nə.ʋɑː.̃ɕə.kə/,नवांशक,0
305601,,नवांशकप,n,n-----m--a,,,,/nə.ʋɑː.̃ɕə.kə.pə/,नवांशक-प,0
305602,44646,नवाङ्गा,n,n-----f--ā,,,,/nə.ʋɑːŋ.gɑː/,नवाङ्गा,0
305603,44645,नवाङ्कुर,n,n-----m--a,,,,/nə.ʋɑːŋ.ku.ɹə/,नवाङ्कुर,0
305604,44562,नवीभाव,n,n-----m--a,,,,/nə.ʋiː.bʱɑː.ʋə/,नवी-भाव,0
305605,,नवीभू,v,v----a--1-,,,,/nə.ʋiː.bʱuː/,नवी-भू,0
305606,44561,नवीकरण,n,n-----n--a,,,,/nə.ʋiː.kə.ɹə.ɳə/,नवी-करण,0
305607,44563,नवीन,a,ap----a--a,,ap----f--ā=>ा,,/nə.ʋiː.nə/,नवीन,0
305608,44564,नवीनचन्द्र,n,n-----m--a,,,,/nə.ʋiː.nə.t͡ɕən.d̪ɹə/,नवीन-चन्द्र,0
305609,,नवीनमतविचार,n,n-----m--a,,,,/nə.ʋiː.nə.mə.t̪ə.ʋi.t͡ɕɑː.ɹə/,नवीन-मत-विचार,0
305610,,नवीननिर्माण,n,n-----n--a,,,,/nə.ʋiː.nə.ˈniɹ.mɑː.ɳə/,नवीन-निर्माण,0
305611,44567,नवीनवेदान्तिन्,n,n-----m--n,,,,/nə.ʋiː.nə.ʋeː.d̪ɑːn.t̪in/,नवीन-वेदान्तिन्,0
305612,44566,नवीनवाद,n,n-----m--a,,,,/nə.ʋiː.nə.ʋɑː.d̪ə/,नवीन-वाद,0
305613,44568,नवीय,a,ap----a--a,,,,/nə.ʋiː.jə/,न॔वीय,0
305614,44569,नवीयस्,a,ap----a-sa,,,,/nə.ʋiː.jəs/,न॔वीयस्,0
305615,,नवीयस्,r,rp--------,,,,/nə.ʋiː.jəs/,न॔वीयस्,0
305616,,नवीयसा,r,rp--------,,,,/nə.ʋiː.jə.sɑː/,न॔वीयसा,0
305617,,नय्,v,v----d--1-,,,,/nəj/,नय्,0
305618,44182,नय,a,ap----a--a,,,,/nə.jə/,नय,0
305619,44181,नय,n,n-----m--a,,,,/nə.jə/,नय,0
305620,,नयबोधिका,n,n-----f--ā,,,,/nə.jə.boː.d̪ʰi.kɑː/,नय-बोधिका,0
305621,44185,नयचक्षुस्,n,n-----n-su,,,,/nə.jə.ˈt͡ɕək.ʂus/,नय-चक्षुस्,0
305622,,नयचक्षुस्,a,ap----a-su,,,,/nə.jə.ˈt͡ɕək.ʂus/,नय-चक्षुस्,0
305623,44187,नयचन्द्र,n,n-----m--a,,,,/nə.jə.t͡ɕən.d̪ɹə/,नय-चन्द्र,0
305624,,नयचन्द्रसूरि,n,n-----m--i,,,,/nə.jə.t͡ɕən.d̪ɹə.suː.ɹi/,नय-चन्द्र-सूरि,0
305625,44189,नयदत्त,n,n-----m--a,,,,/nə.jə.ˈd̪ət̪.t̪ə/,नय-दत्त,0
305626,,नयद्युमणि,n,n-----m--i,,,,/nə.ˈjəd̪.ju.mə.ɳi/,नय-द्युमणि,0
305627,44184,नयग,a,ap----a--a,,,,/nə.jə.gə/,नय-ग,0
305628,,नयज्ञ,n,n-----m--a,,,,/nə.ˈjəd͡ʑ.ɲə/,नय-ज्ञ,0
305629,,नयज्ञ,a,ap----a--a,,,,/nə.ˈjəd͡ʑ.ɲə/,नय-ज्ञ,0
305630,44188,नयजा,n,n-----f--ā,,,,/nə.jə.d͡ʑɑː/,नय-जा,0
305631,44209,नयक,a,ap----a--a,,,,/nə.jə.kə/,नयक,0
305632,,नयकोविद,a,ap----a--a,,,,/nə.jə.koː.ʋi.d̪ə/,नय-कोविद,0
305633,,नयलोचन,n,n-----n--a,,,,/nə.jə.loː.t͡ɕə.nə/,नय-लोचन,0
305634,,नयमयूखमालिका,n,n-----f--ā,,,,/nə.jə.mə.juː.kʰə.mɑː.li.kɑː/,नय-मयूख-मालिका,0
305635,,नयमणिमञ्जरी,n,n-----f--ī,,,,/nə.jə.mə.ɳi.məɲ.d͡ʑə.ɹiː/,नय-मणि-मञ्जरी,0
305636,,नयमार्तण्ड,n,n-----m--a,,,,/nə.jə.mɑːɹ.ˈt̪əɳ.ɖə/,नय-मार्तण्ड,0
305637,,नयमाणिमालिका,n,n-----f--ā,,,,/nə.jə.mɑː.ɳi.mɑː.li.kɑː/,नय-माणि-मालिका,0
305639,,नयन,a,ap----a--a,,ap----f--ā=>ा ap----f--ī=>ी,,/nə.jə.nə/,नयन,0
305640,44210,नयन,n,n-----m--a,,,,/nə.jə.nə/,नयन,0
305641,44212,नयन,n,n-----n--a,,,,/nə.jə.nə/,नयन,0
305769,43482,नंश,n,n-----m--a,,,,/nə.̃ɕə/,न॔ंश,0
305644,44227,नयनभूषण,n,n-----n--a,,,,/nə.jə.nə.bʱuː.ʂə.ɳə/,नयन-भूषण,0
305645,44226,नयनबुद्बुद,n,n-----n--a,,,,/nə.jə.nə.ˈbud̪.bu.d̪ə/,नयन-बुद्बुद,0
305646,44214,नयनचन्द्रिका,n,n-----f--ā,,,,/nə.jə.nə.t͡ɕən.d̪ɹi.kɑː/,नयन-चन्द्रिका,0
305647,44215,नयनचरित,n,n-----n--a,,,,/nə.jə.nə.t͡ɕə.ɹi.t̪ə/,नयन-चरित,0
305648,44216,नयनच्छद,n,n-----m--a,,,,/nə.jə.ˈnət͡ɕ.t͡ɕʰə.d̪ə/,नयन-च्छद,0
305649,44213,नयनगोचर,a,ap----a--a,,,,/nə.jə.nə.goː.t͡ɕə.ɹə/,नयन-गोचर,0
305650,44217,नयनजल,n,n-----n--a,,,,/nə.jə.nə.d͡ʑə.lə/,नयन-जल,0
305651,,नयनपदवी,n,n-----f--ī,,,,/nə.jə.nə.pə.d̪ə.ʋiː/,नयन-पदवी,0
305652,44219,नयनपथ,n,n-----m--a,,,,/nə.jə.nə.pə.t̪ʰə/,नयन-पथ,0
305653,44225,नयनप्लव,n,n-----m--a,,,,/nə.jə.ˈnəp.lə.ʋə/,नयन-प्लव,0
305654,44222,नयनप्रबन्ध,n,n-----m--a,,,,/nə.jə.ˈnəp.ɹə.bən.d̪ʰə/,नयन-प्रबन्ध,0
305655,44223,नयनप्रसादिनी,n,n-----f--ī,,,,/nə.jə.ˈnəp.ɹə.sɑː.d̪i.niː/,नयन-प्रसादिनी,0
305656,44224,नयनप्रीति,n,n-----f--i,,,,/nə.jə.ˈnəp.ɹiː.t̪i/,नयन-प्रीति,0
305657,44221,नयनपुट,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=नयनपुट",/nə.jə.nə.pu.ʈə/,नयन-पुट,0
305658,,नयनसलिल,n,n-----n--a,,,,/nə.jə.nə.sə.li.lə/,नयन-सलिल,0
305659,44231,नयनसुख,n,n-----m--a,,,,/nə.jə.nə.su.kʰə/,नयन-सुख,0
305660,44218,नयनत्व,n,n-----n--a,,,,/nə.jə.ˈnət̪.ʋə/,नयन-त्व,0
305661,44228,नयनवत्,a,ap----a--c,,,,/nə.jə.nə.ʋət̪/,नयन-वत्,0
305662,44229,नयनविषय,n,n-----m--a,,,,/nə.jə.nə.ʋi.ʂə.jə/,नयन-विषय,0
305663,,नयनविषयीभाव,n,n-----m--a,,,,/nə.jə.nə.ʋi.ʂə.jiː.bʱɑː.ʋə/,नयन-विषयी-भाव,0
305664,,नयनवारि,n,n-----n--i,,,,/nə.jə.nə.ʋɑː.ɹi/,नयन-वारि,0
305665,44230,नयनशाण,n,n-----m--a,,,,/nə.jə.nə.ɕɑː.ɳə/,नयन-शाण,0
305666,44191,नयनेतृ,n,n-----m--r,,,,/nə.jə.neː.t̪ɹ̩/,नय-नेतृ,0
305667,,नयनिरूपण,n,n-----n--a,,,,/nə.jə.ni.ɹuː.pə.ɳə/,नय-निरूपण,0
305668,44237,नयनोद,n,n-----n--a,,,,/nə.jə.noː.d̪ə/,नयनोद,0
305669,,नयनोदबिन्दु,n,n-----m--u,,,,/nə.jə.noː.d̪ə.bin.d̪u/,नयनोद-बिन्दु,0
305670,,नयनोपान्त,n,n-----m--a,,,,/nə.jə.noː.pɑːn.t̪ə/,नयनोपान्त,0
305671,44236,नयनोत्सव,n,n-----m--a,,,,/nə.jə.noːt̪.sə.ʋə/,नयनोत्सव,0
305672,44211,नयना,n,n-----f--ā,,,,/nə.jə.nɑː/,नयना,0
305673,,नयनाम्बु,n,n-----n--u,,,,/nə.jə.nɑːm.bu/,नयनाम्बु,0
305674,44235,नयनामृत,n,n-----n--a,,,,/nə.jə.nɑː.mɹ̩.t̪ə/,नयनामृत,0
305675,,नयनानन्द,n,n-----m--a,,,,/nə.jə.nɑː.nən.d̪ə/,नयनानन्द,0
305676,44234,नयनान्त,n,n-----m--a,,,,/nə.jə.nɑːn.t̪ə/,नयनान्त,0
305677,44232,नयनाञ्चल,n,n-----m--a,,,,/nə.jə.nɑːɲ.t͡ɕə.lə/,नयनाञ्चल,0
305678,,नयनाञ्जन,n,n-----n--a,,,,/nə.jə.nɑːɲ.d͡ʑə.nə/,नयनाञ्जन,0
305679,,नयनी,n,n-----f--ī,,,,/nə.jə.niː/,नयनी,0
305680,44194,नयप्रकाशिका,n,n-----f--ā,,,,/nə.ˈjəp.ɹə.kɑː.ɕi.kɑː/,नय-प्रकाशिका,0
305681,,नयप्रयोग,n,n-----m--a,,,,/nə.ˈjəp.ɹə.joː.gə/,नय-प्रयोग,0
305682,44192,नयपाल,n,n-----m--a,,,,/nə.jə.pɑː.lə/,नय-पाल,0
305683,44193,नयपीठी,n,n-----f--ī,,,,/nə.jə.piː.ʈʰiː/,नय-पीठी,0
305684,,नयरत्न,n,n-----n--a,,,,/nə.jə.ˈɹət̪.nə/,नय-रत्न,0
305685,,नयरत्नमाला,n,n-----f--ā,,,,/nə.jə.ˈɹət̪.nə.mɑː.lɑː/,नय-रत्न-माला,0
305686,44204,नयसंग्रह,n,n-----m--a,,,,/nə.jə.səŋ.gɹə.ɦə/,नय-संग्रह,0
305687,,नयसिद्धि,n,n-----f--i,,,,/nə.jə.ˈsid̪.d̪ʰi/,नय-सिद्धि,0
305688,,नयसाधन,n,n-----n--a,,,,/nə.jə.sɑː.d̪ʰə.nə/,नय-साधन,0
305689,44207,नयसाहसोन्नतिमत्,a,ap----a--c,,,,/nə.jə.sɑː.ɦə.soːn.nə.t̪i.mət̪/,नय-साहसोन्नति-मत्,0
305690,44206,नयसार,n,n-----m--a,,,,/nə.jə.sɑː.ɹə/,नय-सार,0
305691,,नयवर्त्मन्,n,n-----n--n,,,,/nə.jə.ˈʋəɹt̪.mən/,नय-वर्त्मन्,0
305692,44198,नयवत्,a,ap----a--c,,,,/nə.jə.ʋət̪/,नय-वत्,0
305693,,नयवेदिन्,a,ap----a--n,,,,/nə.jə.ʋeː.d̪in/,नय-वेदिन्,0
305694,,नयविद्,n,n-----m--c,,,,/nə.jə.ʋid̪/,नय-विद्,0
305695,,नयविद्,a,ap----a--c,,,,/nə.jə.ʋid̪/,नय-विद्,0
305696,44200,नयविवेक,n,n-----m--a,,,,/nə.jə.ʋi.ʋeː.kə/,नय-विवेक,0
305697,,नयविवेकदीपिका,n,n-----f--ā,,,,/nə.jə.ʋi.ʋeː.kə.d̪iː.pi.kɑː/,नय-विवेक-दीपिका,0
305698,,नयविवेकशङ्कादीपिका,n,n-----f--ā,,,,/nə.jə.ʋi.ʋeː.kə.ɕəŋ.kɑː.d̪iː.pi.kɑː/,नय-विवेक-शङ्का-दीपिका,0
305699,,नयविवेकालंकार,n,n-----m--a,,,,/nə.jə.ʋi.ʋeː.kɑː.ləŋ.kɑː.ɹə/,नय-विवेकालंकार,0
305700,,नयविशारद,a,ap----a--a,,,,/nə.jə.ʋi.ɕɑː.ɹə.d̪ə/,नय-विशारद,0
305701,44201,नयवीथि,n,n-----f--i,,,,/nə.jə.ʋiː.t̪ʰi/,नय-वीथि,0
305702,,नयशालिन्,a,ap----a--n,,,,/nə.jə.ɕɑː.lin/,नय-शालिन्,0
305703,44203,नयशास्त्र,n,n-----n--a,,,,/nə.jə.ɕɑːs.t̪ɹə/,नय-शास्त्र,0
305704,,नयितव्य,a,ap----a--a,,,,/nə.ji.ˈt̪əʋ.jə/,नयितव्य,0
305705,,नयिष्ठ,n,n-----m--a,,,,/nə.ˈjiʂ.ʈʰə/,न॔यिष्ठ,0
305706,43456,नयुत,n,n-----m--a,,,,/nə.ju.t̪ə/,न॔-युत,0
305707,44241,नय्यग्रोध,a,ap----a--a,,ap----f--ī=>ी,,/ˈnəj.ˈjəg.ɹoː.d̪ʰə/,न॔य्यग्-रोध,0
305708,,नञ्,r,rp--------,,,,/nəɲ/,नञ्,0
305709,,नञर्थ,n,n-----m--a,,,,/nə.ˈɲəɹ.t̪ʰə/,नञ्-अर्थ,0
305710,,नञर्थनिर्णय,n,n-----m--a,,,,/nə.ˈɲəɹ.t̪ʰə.ˈniɹ.ɳə.jə/,नञ्-अर्थ-निर्णय,0
305711,,नञर्थवाद,n,n-----m--a,,,,/nə.ˈɲəɹ.t̪ʰə.ʋɑː.d̪ə/,नञ्-अर्थ-वाद,0
305712,,नञर्थवादविवृति,n,n-----f--i,,,,/nə.ˈɲəɹ.t̪ʰə.ʋɑː.d̪ə.ʋi.ʋɹ̩.t̪i/,नञ्-अर्थ-वाद-विवृति,0
305713,,नञर्थवादटीका,n,n-----f--ā,,,,/nə.ˈɲəɹ.t̪ʰə.ʋɑː.d̪ə.ʈiː.kɑː/,नञ्-अर्थ-वाद-टीका,0
305714,43774,नञ्जराज,n,n-----m--a,,,,/nəɲ.d͡ʑə.ɹɑː.d͡ʑə/,नञ्ज-राज,0
305715,43775,नञ्जराजयशोभूषण,n,n-----n--a,,,,/nəɲ.d͡ʑə.ɹɑː.d͡ʑə.jə.ɕoː.bʱuː.ʂə.ɳə/,नञ्ज-राज-यशो-भूषण,0
305716,,नञ्समास,n,n-----m--a,,,,/nəɲ.sə.mɑː.sə/,नञ्-समास,0
