,+c,464661,226867
1387873,+c,230709,230726
1387874,-c,230726,230709
1387875,+c,230709,230727
1387876,-c,230727,230709
1387877,+c,286175,230727
1387878,-c,230727,286175
1387879,+c,230709,230728
1387880,-c,230728,230709
1387881,+c,230709,230713
1387882,-c,230713,230709
1387883,+c,230709,230714
1387884,-c,230714,230709
1387885,+c,268986,230714
1387886,-c,230714,268986
1387887,+c,230709,230710
1387888,-c,230710,230709
1387889,+c,230709,230711
1387890,-c,230711,230709
1387891,+c,456859,230711
1387892,-c,230711,456859
1387893,+c,230709,230712
1387894,-c,230712,230709
1387895,+c,230709,230732
1387896,-c,230732,230709
1387897,+c,230709,230731
1387898,-c,230731,230709
1387899,+c,230709,230729
1387900,-c,230729,230709
1387901,+c,288229,230729
1387902,-c,230729,288229
1387903,+c,230709,230730
1387904,-c,230730,230709
1387905,+c,288229,230730
1387906,-c,230730,288229
1387907,+c,230709,230734
1387908,-c,230734,230709
1387909,+c,391062,230734
1387910,-c,230734,391062
1387911,+c,230709,230741
1387912,-c,230741,230709
1387913,+c,230709,230740
1387914,-c,230740,230709
1387915,+c,230709,230742
1387916,-c,230742,230709
1387917,+c,230709,230743
1387918,-c,230743,230709
1387919,+c,230709,230737
1387920,-c,230737,230709
1387921,+c,230709,230738
1387922,-c,230738,230709
1387923,+c,230709,230739
1387924,-c,230739,230709
1387925,+c,230709,230735
1387926,-c,230735,230709
1387927,+c,230709,230736
1387928,-c,230736,230709
1387929,+c,230709,230744
1387930,-c,230744,230709
1387931,+c,230709,230733
1387932,-c,230733,230709
1387933,+c,459839,233189
1387934,-c,233189,459839
1387935,+c,456895,230447
1387936,-c,230447,456895
1387937,+c,459839,230447
1387938,-c,230447,459839
1387939,+c,456895,230446
1387940,-c,230446,456895
1387941,+c,456895,230445
1387942,-c,230445,456895
1387943,+c,456895,230448
1387944,-c,230448,456895
1387945,+c,456895,230449
1387946,-c,230449,456895
1387947,+c,456895,230450
1387948,-c,230450,456895
1387949,+c,456904,230573
1387950,-c,230573,456904
1387951,+c,459839,230573
1387952,-c,230573,459839
1387953,+c,456904,230572
1387954,-c,230572,456904
1387955,+c,456904,230575
1387956,-c,230575,456904
1387957,+c,456904,230574
1387958,-c,230574,456904
1387959,+c,456904,230576
1387960,-c,230576,456904
1387961,+c,456904,230577
1387962,-c,230577,456904
1387963,+c,456904,230579
1387964,-c,230579,456904
1387965,+c,456904,230578
1387966,-c,230578,456904
1387967,+c,456904,230571
1387968,-c,230571,456904
1387969,+c,229960,230750
1387970,-c,230750,229960
1387971,+c,386002,230758
1387972,-c,230758,386002
1387973,+c,262252,230756
1387974,-c,230756,262252
1387975,+c,321496,294323
1387976,-c,294323,321496
1387977,+c,464661,301649
1387978,-c,301649,464661
1387979,+c,467840,297048
1387980,-c,297048,467840
1387981,+c,297053,297054
1387982,-c,297054,297053
1387983,+c,242445,294264
1387984,-c,294264,242445
1387985,+c,294268,294271
1387986,-c,294271,294268
1387987,+c,275418,294271
1387988,-c,294271,275418
1387989,+c,294268,294275
1387990,-c,294275,294268
1387991,+c,294268,294272
1387992,-c,294272,294268
1387993,+c,294268,294273
1387994,-c,294273,294268
1387995,+c,294268,294274
1387996,-c,294274,294268
1387997,+c,460502,294274
1387998,-c,294274,460502
1387999,+c,294268,294269
1388000,-c,294269,294268
1388001,+c,243020,294269
1388002,-c,294269,243020
1388003,+c,294268,294270
1388004,-c,294270,294268
1388005,+c,294268,294296
1388006,-c,294296,294268
1388007,+c,336121,294296
1388008,-c,294296,336121
1388009,+c,294268,294278
1388010,-c,294278,294268
1388011,+c,294268,294277
1388012,-c,294277,294268
1388013,+c,294268,294297
1388014,-c,294297,294268
1388015,+c,462749,294297
1388016,-c,294297,462749
1388017,+c,294268,294276
1388018,-c,294276,294268
1388019,+c,290133,294276
1388020,-c,294276,290133
1388021,+c,294268,294304
1388022,-c,294304,294268
1388023,+c,403849,294304
1388024,-c,294304,403849
1388025,+c,294268,294305
1388026,-c,294305,294268
1388027,+c,403878,294305
1388028,-c,294305,403878
1388029,+c,294268,294303
1388030,-c,294303,294268
1388031,+c,294268,294299
1388032,-c,294299,294268
1388033,+c,294268,294300
1388034,-c,294300,294268
1388035,+c,294268,294302
1388036,-c,294302,294268
1388037,+c,251336,294302
1388038,-c,294302,251336
1388039,+c,294268,294301
1388040,-c,294301,294268
1388041,+c,251336,294301
1388042,-c,294301,251336
1388043,+c,328947,294301
1388044,-c,294301,328947
1388045,+c,294268,294298
1388046,-c,294298,294268
1388047,+c,294319,294321
1388048,-c,294321,294319
1388049,+c,461536,294321
1388050,-c,294321,461536
1388051,+c,294319,294322
1388052,-c,294322,294319
1388053,+c,294319,294320
1388054,-c,294320,294319
1388055,+c,288704,294320
1388056,-c,294320,288704
1388057,+c,282893,294284
1388058,-c,294284,282893
1388059,+c,334266,294287
1388060,-c,294287,334266
1388061,+c,294368,294369
1388062,-c,294369,294368
1388063,+c,294382,294383
1388064,-c,294383,294382
1388065,+c,294380,294381
1388066,-c,294381,294380
1388067,+c,294391,294392
1388068,-c,294392,294391
1388069,+c,294391,294393
1388070,-c,294393,294391
1388071,+c,278409,294335
1388072,-c,294335,278409
1388073,+c,465224,294344
1388074,-c,294344,465224
1388075,+c,294328,294347
1388076,-c,294347,294328
1388077,+c,400610,294347
1388078,-c,294347,400610
1388079,+c,291589,291610
1388080,-c,291610,291589
1388081,+c,291590,291591
1388082,-c,291591,291590
1388083,+c,291590,291593
1388084,-c,291593,291590
1388085,+c,291590,291595
1388086,-c,291595,291590
1388087,+c,291590,291594
1388088,-c,291594,291590
1388089,+c,291590,291592
1388090,-c,291592,291590
1388091,+c,288818,291592
1388092,-c,291592,288818
1388093,+c,291590,291596
1388094,-c,291596,291590
1388095,+c,388442,291623
1388096,-c,291623,388442
1388097,+c,388442,291621
1388098,-c,291621,388442
1388105,+c,388442,291625
1388106,-c,291625,388442
1388107,+c,388442,291624
1388108,-c,291624,388442
1388109,+c,291630,291634
1388110,-c,291634,291630
1388111,+c,291630,291635
1388112,-c,291635,291630
1388113,+c,291630,291632
1388114,-c,291632,291630
1388115,+c,456827,291632
1388116,-c,291632,456827
1388117,+c,291630,291633
1388118,-c,291633,291630
1388119,+c,297246,297247
1388120,-c,297247,297246
1388121,+c,297241,297243
1388122,-c,297243,297241
1388123,+c,282809,297089
1388124,-c,297089,282809
1388125,+c,280979,297087
1388126,-c,297087,280979
1388127,+c,300505,297078
1388128,-c,297078,300505
1388131,+c,238422,297069
1388132,-c,297069,238422
1388133,+c,461116,297097
1388134,-c,297097,461116
1388135,+c,461536,297098
1388136,-c,297098,461536
1388137,+c,336181,297107
1388138,-c,297107,336181
1388139,+c,335814,297106
1388140,-c,297106,335814
1388141,+c,462401,297105
1388142,-c,297105,462401
1388143,+c,336622,297109
1388144,-c,297109,336622
1388145,+c,328947,297109
1388146,-c,297109,328947
1388147,+c,336622,297110
1388148,-c,297110,336622
1388149,+c,229908,297068
1388150,-c,297068,229908
1388151,+c,385951,460535
1388152,-c,460535,385951
1388153,+c,430970,297127
1388154,-c,297127,430970
1388155,+c,403670,297129
1388156,-c,297129,403670
1388157,+c,420309,297134
1388158,-c,297134,420309
1388159,+c,359977,297114
1388160,-c,297114,359977
1388161,+c,463984,297117
1388162,-c,297117,463984
1388163,+c,297194,297195
1388164,-c,297195,297194
1388165,+c,466624,297195
1388166,-c,297195,466624
1388167,+c,336622,297198
1388168,-c,297198,336622
1388169,+c,273616,297199
1388170,-c,297199,273616
1388171,+c,401506,297200
1388172,-c,297200,401506
1388173,+c,391464,297217
1388174,-c,297217,391464
1388175,+c,461239,297165
1388176,-c,297165,461239
1388177,+c,294232,294241
1388178,-c,294241,294232
1388179,+c,294249,294251
1388180,-c,294251,294249
1388181,+c,272156,294251
1388182,-c,294251,272156
1388183,+c,294249,294250
1388184,-c,294250,294249
1388185,+c,294249,294252
1388186,-c,294252,294249
1388187,+c,298018,294252
1388188,-c,294252,298018
1388189,+c,294249,294253
1388190,-c,294253,294249
1388191,+c,294249,294254
1388192,-c,294254,294249
1388193,+c,294249,294255
1388194,-c,294255,294249
1388195,+c,296893,296903
1388196,-c,296903,296893
1388197,+c,312910,296903
1388198,-c,296903,312910
1388199,+c,296893,296904
1388200,-c,296904,296893
1388201,+c,296893,296901
1388202,-c,296901,296893
1388203,+c,296893,296907
1388204,-c,296907,296893
1388205,+c,296893,296908
1388206,-c,296908,296893
1388207,+c,296893,296906
1388208,-c,296906,296893
1388209,+c,296893,296905
1388210,-c,296905,296893
1388211,+c,296897,296898
1388212,-c,296898,296897
1388213,+c,386002,296898
1388214,-c,296898,386002
1388215,+c,461536,296912
1388216,-c,296912,461536
1388217,+c,460530,296919
1388218,-c,296919,460530
1388219,+c,321625,296931
1388220,-c,296931,321625
1388221,+c,296934,296937
1388222,-c,296937,296934
1388223,+c,298018,296942
1388224,-c,296942,298018
1388225,+c,342326,296944
1388226,-c,296944,342326
1388227,+c,254580,296952
1388228,-c,296952,254580
1388229,+c,257189,296960
1388230,-c,296960,257189
1388231,+c,260218,296963
1388232,-c,296963,260218
1388233,+c,259385,296961
1388234,-c,296961,259385
1388235,+c,311959,296980
1388236,-c,296980,311959
1388237,+c,320297,296982
1388238,-c,296982,320297
1388239,+c,336181,296984
1388240,-c,296984,336181
1388241,+c,331519,296983
1388242,-c,296983,331519
1388243,+c,232000,296948
1388244,-c,296948,232000
1388245,+c,463984,296987
1388246,-c,296987,463984
1388247,+c,463984,296988
1388248,-c,296988,463984
1388249,+c,297016,297017
1388250,-c,297017,297016
1388251,+c,280461,297017
1388252,-c,297017,280461
1388253,+c,297661,297662
1388254,-c,297662,297661
1388255,+c,458666,297662
1388256,-c,297662,458666
1388257,+c,297684,297686
1388258,-c,297686,297684
1388259,+c,312910,297686
1388260,-c,297686,312910
1388261,+c,239506,297668
1388262,-c,297668,239506
1388263,+c,297042,297044
1388264,-c,297044,297042
1388265,+c,297261,297317
1388266,-c,297317,297261
1388267,+c,297261,297318
1388268,-c,297318,297261
1388269,+c,274947,297318
1388270,-c,297318,274947
1388271,+c,297261,297307
1388272,-c,297307,297261
1388275,+c,297261,297308
1388276,-c,297308,297261
1388279,+c,297261,297315
1388280,-c,297315,297261
1388281,+c,273512,297315
1388282,-c,297315,273512
1388283,+c,297261,297316
1388284,-c,297316,297261
1388285,+c,297261,297309
1388286,-c,297309,297261
1388287,+c,297261,297310
1388288,-c,297310,297261
1388289,+c,459254,297310
1388290,-c,297310,459254
1388291,+c,297261,297311
1388292,-c,297311,297261
1388293,+c,459254,297311
1388294,-c,297311,459254
1388295,+c,460371,297311
1388296,-c,297311,460371
1388297,+c,297261,297312
1388298,-c,297312,297261
1388299,+c,459254,297312
1388300,-c,297312,459254
1388301,+c,300505,297312
1388302,-c,297312,300505
1388303,+c,297261,297314
1388304,-c,297314,297261
1388305,+c,297261,297313
1388306,-c,297313,297261
1388307,+c,459254,297313
1388308,-c,297313,459254
1388309,+c,297261,297323
1388310,-c,297323,297261
1388311,+c,297261,297326
1388312,-c,297326,297261
1388313,+c,297261,297327
1388314,-c,297327,297261
1388315,+c,297261,297324
1388316,-c,297324,297261
1388317,+c,297261,297325
1388318,-c,297325,297261
1388319,+c,282797,297325
1388320,-c,297325,282797
1388321,+c,297261,297322
1388322,-c,297322,297261
1388323,+c,297261,297321
1388324,-c,297321,297261
1388325,+c,297261,297328
1388326,-c,297328,297261
1388327,+c,297261,297329
1388328,-c,297329,297261
1388329,+c,297261,297319
1388330,-c,297319,297261
1388331,+c,297261,297320
1388332,-c,297320,297261
1388333,+c,297261,297297
1388334,-c,297297,297261
1388335,+c,297261,297296
1388336,-c,297296,297261
1388337,+c,297261,297303
1388338,-c,297303,297261
1388339,+c,297261,297299
1388340,-c,297299,297261
1388341,+c,258562,297299
1388342,-c,297299,258562
1388343,+c,297261,297300
1388344,-c,297300,297261
1388345,+c,297261,297302
1388346,-c,297302,297261
1388347,+c,297261,297301
1388348,-c,297301,297261
1388349,+c,297261,297298
1388350,-c,297298,297261
1388351,+c,284630,297298
1388352,-c,297298,284630
1388353,+c,297261,297274
1388354,-c,297274,297261
1388355,+c,297261,297275
1388356,-c,297275,297261
1388357,+c,297261,297276
1388358,-c,297276,297261
1388359,+c,241134,297276
1388360,-c,297276,241134
1388361,+c,297261,297273
1388362,-c,297273,297261
1388363,+c,297261,297305
1388364,-c,297305,297261
1388365,+c,266668,297305
1388366,-c,297305,266668
1388367,+c,297261,297427
1388368,-c,297427,297261
1388369,+c,297261,297426
1388370,-c,297426,297261
1388371,+c,297261,297425
1388372,-c,297425,297261
1388373,+c,278031,297425
1388374,-c,297425,278031
1388375,+c,297261,297280
1388376,-c,297280,297261
1388377,+c,297261,297279
1388378,-c,297279,297261
1388379,+c,242445,297279
1388380,-c,297279,242445
1388381,+c,297261,297277
1388382,-c,297277,297261
1388383,+c,297261,297278
1388384,-c,297278,297261
1388385,+c,297261,297293
1388386,-c,297293,297261
1388387,+c,297261,297291
1388388,-c,297291,297261
1388389,+c,297261,297292
1388390,-c,297292,297261
1388391,+c,260300,297292
1388392,-c,297292,260300
1388393,+c,297261,297294
1388394,-c,297294,297261
1388395,+c,251969,297294
1388396,-c,297294,251969
1388397,+c,297261,297295
1388398,-c,297295,297261
1388399,+c,297261,297289
1388400,-c,297289,297261
1388401,+c,297261,297290
1388402,-c,297290,297261
1388403,+c,297261,297281
1388404,-c,297281,297261
1388405,+c,297261,297282
1388406,-c,297282,297261
1388407,+c,297261,297284
1388408,-c,297284,297261
1388409,+c,297261,297283
1388410,-c,297283,297261
1388411,+c,297261,297285
1388412,-c,297285,297261
1388413,+c,297261,297286
1388414,-c,297286,297261
1388415,+c,297261,297287
1388416,-c,297287,297261
1388417,+c,297261,297288
1388418,-c,297288,297261
1388419,+c,297261,297361
1388420,-c,297361,297261
1388421,+c,297261,297363
1388422,-c,297363,297261
1388423,+c,297261,297363
1388424,-c,297363,297261
1388425,+c,297261,297362
1388426,-c,297362,297261
1388427,+c,297261,297368
1388428,-c,297368,297261
1388429,+c,318035,297368
1388430,-c,297368,318035
1388431,+c,297261,297365
1388432,-c,297365,297261
1388433,+c,297261,297367
1388434,-c,297367,297261
1388435,+c,297261,297366
1388436,-c,297366,297261
1388437,+c,297261,297383
1388438,-c,297383,297261
1388439,+c,297261,297378
1388440,-c,297378,297261
1388441,+c,297261,297379
1388442,-c,297379,297261
1388443,+c,297261,297380
1388444,-c,297380,297261
1388445,+c,297261,297381
1388446,-c,297381,297261
1388447,+c,297261,297382
1388448,-c,297382,297261
1388449,+c,297261,297385
1388450,-c,297385,297261
1388451,+c,297261,297384
1388452,-c,297384,297261
1388453,+c,297261,297384
1388454,-c,297384,297261
1388455,+c,297261,297389
1388456,-c,297389,297261
1388457,+c,297261,297388
1388458,-c,297388,297261
1388459,+c,318035,297388
1388460,-c,297388,318035
1388461,+c,297261,297390
1388462,-c,297390,297261
1388463,+c,297261,297391
1388464,-c,297391,297261
1388465,+c,297261,297387
1388466,-c,297387,297261
1388467,+c,297261,297372
1388468,-c,297372,297261
1388469,+c,297261,297373
1388470,-c,297373,297261
1388471,+c,297261,297374
1388472,-c,297374,297261
1388473,+c,297261,297375
1388474,-c,297375,297261
1388475,+c,297261,297370
1388476,-c,297370,297261
1388477,+c,297261,297371
1388478,-c,297371,297261
1388479,+c,297261,297369
1388480,-c,297369,297261
1388481,+c,297261,297377
1388482,-c,297377,297261
1388483,+c,297261,297376
1388484,-c,297376,297261
1388485,+c,297261,460539
1388486,-c,460539,297261
1388487,+c,297261,297262
1388488,-c,297262,297261
1388489,+c,297261,297263
1388490,-c,297263,297261
1388491,+c,297261,297272
1388492,-c,297272,297261
1388493,+c,297261,297264
1388494,-c,297264,297261
1388495,+c,297261,297265
1388496,-c,297265,297261
1388497,+c,297261,297266
1388498,-c,297266,297261
1388499,+c,456827,297266
1388500,-c,297266,456827
1388501,+c,297261,297268
1388502,-c,297268,297261
1388503,+c,231467,297268
1388504,-c,297268,231467
1388505,+c,297261,297267
1388506,-c,297267,297261
1388507,+c,297261,297269
1388508,-c,297269,297261
1388509,+c,297261,297270
1388510,-c,297270,297261
1388511,+c,297261,297271
1388512,-c,297271,297261
1388513,+c,232494,297271
1388514,-c,297271,232494
1388515,+c,297261,297350
1388516,-c,297350,297261
1388517,+c,297261,297351
1388518,-c,297351,297261
1388519,+c,297261,297352
1388520,-c,297352,297261
1388521,+c,297261,297353
1388522,-c,297353,297261
1388523,+c,300505,297353
1388524,-c,297353,300505
1388525,+c,297261,297354
1388526,-c,297354,297261
1388527,+c,297261,297344
1388528,-c,297344,297261
1388529,+c,460502,297344
1388530,-c,297344,460502
1388531,+c,297261,297342
1388532,-c,297342,297261
1388533,+c,460502,297342
1388534,-c,297342,460502
1388563,+c,297261,297345
1388564,-c,297345,297261
1388567,+c,297261,297332
1388568,-c,297332,297261
1388569,+c,297261,297334
1388570,-c,297334,297261
1388571,+c,297261,297335
1388572,-c,297335,297261
1388573,+c,297261,297347
1388574,-c,297347,297261
1388575,+c,297261,297349
1388576,-c,297349,297261
1388577,+c,297261,297348
1388578,-c,297348,297261
1388579,+c,297261,297333
1388580,-c,297333,297261
1388581,+c,297261,297360
1388582,-c,297360,297261
1388583,+c,297261,297359
1388584,-c,297359,297261
1388585,+c,300505,297359
1388586,-c,297359,300505
1388587,+c,297261,297357
1388588,-c,297357,297261
1388589,+c,297261,297358
1388590,-c,297358,297261
1388591,+c,297261,297356
1388592,-c,297356,297261
1388593,+c,297261,297355
1388594,-c,297355,297261
1388595,+c,297261,297437
1388596,-c,297437,297261
1388597,+c,409891,297437
1388598,-c,297437,409891
1388599,+c,297261,297393
1388600,-c,297393,297261
1388601,+c,462532,297393
1388602,-c,297393,462532
1388603,+c,297261,297394
1388604,-c,297394,297261
1388605,+c,297261,297395
1388606,-c,297395,297261
1388607,+c,297261,297396
1388608,-c,297396,297261
1388609,+c,297261,297398
1388610,-c,297398,297261
1388611,+c,297261,297397
1388612,-c,297397,297261
1388613,+c,463927,297397
1388614,-c,297397,463927
1388615,+c,297261,297399
1388616,-c,297399,297261
1388617,+c,340138,297399
1388618,-c,297399,340138
1388619,+c,297261,297392
1388620,-c,297392,297261
1388621,+c,297261,297402
1388622,-c,297402,297261
1388623,+c,342326,297402
1388624,-c,297402,342326
1388625,+c,297261,297404
1388626,-c,297404,297261
1388627,+c,342326,297404
1388628,-c,297404,342326
1388633,+c,297261,297403
1388634,-c,297403,297261
1388635,+c,342326,297403
1388636,-c,297403,342326
1388641,+c,297261,297406
1388642,-c,297406,297261
1388643,+c,297261,297407
1388644,-c,297407,297261
1388645,+c,297261,297408
1388646,-c,297408,297261
1388649,+c,297261,460540
1388650,-c,460540,297261
1388651,+c,297261,297400
1388652,-c,297400,297261
1388653,+c,341215,297400
1388654,-c,297400,341215
1388655,+c,297261,297331
1388656,-c,297331,297261
1388657,+c,297261,297431
1388658,-c,297431,297261
1388659,+c,297261,297430
1388660,-c,297430,297261
1388661,+c,297261,297432
1388662,-c,297432,297261
1388663,+c,389508,297432
1388664,-c,297432,389508
1388665,+c,297261,297433
1388666,-c,297433,297261
1388667,+c,389508,297433
1388668,-c,297433,389508
1388669,+c,297261,297436
1388670,-c,297436,297261
1388671,+c,297261,297435
1388672,-c,297435,297261
1388673,+c,403849,297435
1388674,-c,297435,403849
1388675,+c,297261,297434
1388676,-c,297434,297261
1388677,+c,297261,297441
1388678,-c,297441,297261
1388679,+c,297261,297438
1388680,-c,297438,297261
1388681,+c,297261,460541
1388682,-c,460541,297261
1388683,+c,297261,297443
1388684,-c,297443,297261
1388685,+c,297261,297445
1388686,-c,297445,297261
1388687,+c,297261,297442
1388688,-c,297442,297261
1388689,+c,297261,297439
1388690,-c,297439,297261
1388691,+c,297261,297439
1388692,-c,297439,297261
1388693,+c,297261,297444
1388694,-c,297444,297261
1388695,+c,297261,297409
1388696,-c,297409,297261
1388697,+c,463125,297409
1388698,-c,297409,463125
1388699,+c,297261,297415
1388700,-c,297415,297261
1388701,+c,297261,297416
1388702,-c,297416,297261
1388703,+c,297261,297420
1388704,-c,297420,297261
1388705,+c,297261,297412
1388706,-c,297412,297261
1388707,+c,360611,297412
1388708,-c,297412,360611
1388709,+c,297261,297410
1388710,-c,297410,297261
1388711,+c,297261,297411
1388712,-c,297411,297261
1388713,+c,297261,297414
1388714,-c,297414,297261
1388715,+c,361433,297414
1388716,-c,297414,361433
1388717,+c,297261,297413
1388718,-c,297413,297261
1388719,+c,297261,297304
1388720,-c,297304,297261
1388721,+c,274905,297447
1388722,-c,297447,274905
1388723,+c,297423,297424
1388724,-c,297424,297423
1388725,+c,465441,297424
1388726,-c,297424,465441
1388729,+c,248239,297569
1388730,-c,297569,248239
1388731,+c,461116,297571
1388732,-c,297571,461116
1388733,+c,336622,297573
1388734,-c,297573,336622
1388735,+c,336644,297578
1388736,-c,297578,336644
1388737,+c,282893,297562
1388738,-c,297562,282893
1388739,+c,462149,297563
1388740,-c,297563,462149
1388741,+c,239344,297499
1388742,-c,297499,239344
1388743,+c,464661,297513
1388744,-c,297513,464661
1388745,+c,378440,297509
1388746,-c,297509,378440
1388747,+c,312910,297510
1388748,-c,297510,312910
1388749,+c,456933,297496
1388750,-c,297496,456933
1388751,+c,301915,297506
1388752,-c,297506,301915
1388753,+c,391464,297516
1388754,-c,297516,391464
1388755,+c,465441,297515
1388756,-c,297515,465441
1388757,+c,336622,297537
1388758,-c,297537,336622
1388759,+c,342687,297503
1388760,-c,297503,342687
1388761,+c,297534,297535
1388762,-c,297535,297534
1388763,+c,283731,297535
1388764,-c,297535,283731
1388765,+c,460545,297551
1388766,-c,297551,460545
1388767,+c,460545,297552
1388768,-c,297552,460545
1388769,+c,282820,297552
1388770,-c,297552,282820
1388771,+c,460545,297553
1388772,-c,297553,460545
1388773,+c,284630,297553
1388774,-c,297553,284630
1388775,+c,460545,297554
1388776,-c,297554,460545
1388777,+c,312910,297554
1388778,-c,297554,312910
1388779,+c,460545,297549
1388780,-c,297549,460545
1388781,+c,456958,297549
1388782,-c,297549,456958
1388783,+c,460545,297550
1388784,-c,297550,460545
1388785,+c,322252,297612
1388786,-c,297612,322252
1388787,+c,457037,297601
1388788,-c,297601,457037
1388791,+c,466594,297614
1388792,-c,297614,466594
1388793,+c,466594,297615
1388794,-c,297615,466594
1388795,+c,466594,297616
1388796,-c,297616,466594
1388797,+c,467233,297616
1388798,-c,297616,467233
1388799,+c,427633,297618
1388800,-c,297618,427633
1388801,+c,350982,297613
1388802,-c,297613,350982
1388803,+c,297625,297626
1388804,-c,297626,297625
1388805,+c,246645,297626
1388806,-c,297626,246645
1388807,+c,464661,296425
1388808,-c,296425,464661
1388809,+c,296438,296439
1388810,-c,296439,296438
1388811,+c,296438,296440
1388812,-c,296440,296438
1388813,+c,296456,296457
1388814,-c,296457,296456
1388815,+c,296461,296487
1388816,-c,296487,296461
1388817,+c,296461,296488
1388818,-c,296488,296461
1388819,+c,296461,296473
1388820,-c,296473,296461
1388821,+c,296461,296474
1388822,-c,296474,296461
1388823,+c,296461,296476
1388824,-c,296476,296461
1388827,+c,296461,296481
1388828,-c,296481,296461
1388829,+c,296461,296477
1388830,-c,296477,296461
1388831,+c,256566,296477
1388832,-c,296477,256566
1388833,+c,296461,296478
1388834,-c,296478,296461
1388835,+c,296461,296479
1388836,-c,296479,296461
1388837,+c,296461,296480
1388838,-c,296480,296461
1388839,+c,296461,296483
1388840,-c,296483,296461
1388841,+c,296461,296484
1388842,-c,296484,296461
1388843,+c,296461,296485
1388844,-c,296485,296461
1388845,+c,296461,296506
1388846,-c,296506,296461
1388847,+c,296461,296467
1388848,-c,296467,296461
1388849,+c,296461,296470
1388850,-c,296470,296461
1388851,+c,296461,296471
1388852,-c,296471,296461
1388853,+c,296461,296472
1388854,-c,296472,296461
1388855,+c,296461,296469
1388856,-c,296469,296461
1388857,+c,246314,296469
1388858,-c,296469,246314
1388859,+c,296461,296468
1388860,-c,296468,296461
1388861,+c,296461,296492
1388862,-c,296492,296461
1388863,+c,296461,296491
1388864,-c,296491,296461
1388865,+c,296461,296493
1388866,-c,296493,296461
1388867,+c,311942,296493
1388868,-c,296493,311942
1388869,+c,296461,296494
1388870,-c,296494,296461
1388871,+c,296461,296495
1388872,-c,296495,296461
1388873,+c,296461,296497
1388874,-c,296497,296461
1388875,+c,462310,296497
1388876,-c,296497,462310
1388877,+c,296461,296496
1388878,-c,296496,296461
1388879,+c,456958,296496
1388880,-c,296496,456958
1388881,+c,296461,296462
1388882,-c,296462,296461
1388883,+c,296461,296463
1388884,-c,296463,296461
1388885,+c,296461,296464
1388886,-c,296464,296461
1388887,+c,296461,296465
1388888,-c,296465,296461
1388889,+c,227569,296465
1388890,-c,296465,227569
1388891,+c,296461,296466
1388892,-c,296466,296461
1388893,+c,296461,296490
1388894,-c,296490,296461
1388895,+c,296461,296489
1388896,-c,296489,296461
1388897,+c,296461,296500
1388898,-c,296500,296461
1388899,+c,296461,296498
1388900,-c,296498,296461
1388901,+c,296461,296499
1388902,-c,296499,296461
1388903,+c,296461,296501
1388904,-c,296501,296461
1388905,+c,296461,296510
1388906,-c,296510,296461
1388907,+c,296461,296511
1388908,-c,296511,296461
1388909,+c,396677,296511
1388910,-c,296511,396677
1388911,+c,296461,296507
1388912,-c,296507,296461
1388913,+c,391793,296507
1388914,-c,296507,391793
1388915,+c,296461,296508
1388916,-c,296508,296461
1388919,+c,296461,296512
1388920,-c,296512,296461
1388921,+c,296461,296513
1388922,-c,296513,296461
1388923,+c,296461,296502
1388924,-c,296502,296461
1388925,+c,296461,296503
1388926,-c,296503,296461
1388927,+c,296461,296504
1388928,-c,296504,296461
1388929,+c,296461,296505
1388930,-c,296505,296461
1388931,+c,296461,296482
1388932,-c,296482,296461
1388933,+c,296536,296537
1388934,-c,296537,296536
1388935,+c,296536,296538
1388936,-c,296538,296536
1388937,+c,296534,296535
1388938,-c,296535,296534
1388939,+c,386002,296535
1388940,-c,296535,386002
1388941,+c,296516,296517
1388942,-c,296517,296516
1388943,+c,460657,296517
1388944,-c,296517,460657
1388945,+c,283731,296360
1388946,-c,296360,283731
1388947,+c,236838,296357
1388948,-c,296357,236838
1388949,+c,251621,296358
1388950,-c,296358,251621
1388951,+c,269372,296365
1388952,-c,296365,269372
1388953,+c,460371,296361
1388954,-c,296361,460371
1388955,+c,300505,296362
1388956,-c,296362,300505
1388957,+c,300505,296363
1388958,-c,296363,300505
1388959,+c,219075,290524
1388960,-c,290524,219075
1388961,+c,243241,290554
1388962,-c,290554,243241
1388963,+c,456789,290550
1388964,-c,290550,456789
1388965,+c,456958,290551
1388966,-c,290551,456958
1388967,+c,389460,291508
1388968,-c,291508,389460
1388969,+c,389459,291507
1388970,-c,291507,389459
1388971,+c,460502,296430
1388972,-c,296430,460502
1388973,+c,284630,296430
1388974,-c,296430,284630
1388975,+c,460502,296567
1388976,-c,296567,460502
1388977,+c,460502,296431
1388978,-c,296431,460502
1388979,+c,461360,296431
1388980,-c,296431,461360
1388981,+c,460502,296432
1388982,-c,296432,460502
1388983,+c,460502,296433
1388984,-c,296433,460502
1388985,+c,317605,296433
1388986,-c,296433,317605
1388987,+c,460502,296435
1388988,-c,296435,460502
1388989,+c,460502,296436
1388990,-c,296436,460502
1388991,+c,460502,296437
1388992,-c,296437,460502
1388993,+c,460502,296434
1388994,-c,296434,460502
1388995,+c,460502,296442
1388996,-c,296442,460502
1388997,+c,460502,296441
1388998,-c,296441,460502
1388999,+c,460502,296459
1389000,-c,296459,460502
1389001,+c,460502,296458
1389002,-c,296458,460502
1389003,+c,460502,296443
1389004,-c,296443,460502
1389005,+c,460502,296444
1389006,-c,296444,460502
1389007,+c,462901,296444
1389008,-c,296444,462901
